sample,model,pmid,e.cum,ct,prediction_ecum,running_time
10,12,188,16.195,167.5,23.078732,6.62673780520757
10,12,200,5.1117,165.17,18.769365,6.62673780520757
10,12,205,30.425,168.5,11.566771,6.62673780520757
10,12,929,2.1039,144.82,6.094274,6.62673780520757
10,12,944,15.672,142.75,16.248281,6.62673780520757
10,12,962,7.9302,145.75,7.313644,6.62673780520757
10,12,975,4.8334,166.78,4.4247384,6.62673780520757
10,12,976,6.1618,169.67,5.703712,6.62673780520757
10,12,979,14.458,164.2,18.6378,6.62673780520757
10,12,988,9.6686,165.13,11.67726,6.62673780520757
10,12,999,13.16,169.75,7.7168508,6.62673780520757
10,12,1006,9.54,168.67,7.0626636,6.62673780520757
10,12,1018,4.0042,169.85,2.0068312,6.62673780520757
10,12,1118,42.729,168.5,29.36111,6.62673780520757
10,12,1150,17.507,167.65,12.338614,6.62673780520757
10,12,1162,23.251,166.77,14.374179,6.62673780520757
10,12,1192,6.0171,142.75,5.287943,6.62673780520757
10,12,1196,11.227,144.8,10.5184355,6.62673780520757
10,12,1197,14.035,144.8,10.5184355,6.62673780520757
10,12,1204,26.38,166.53,36.342064,6.62673780520757
10,12,1208,23.914,165.78,30.87675,6.62673780520757
10,12,1247,6.4714,139.53,4.8181024,6.62673780520757
10,12,1362,16.344,49.9,21.544853,6.62673780520757
10,12,1457,1.3532,26.2,4.499874,6.62673780520757
10,12,1460,2.0765,50.517,3.3574204,6.62673780520757
10,12,1462,2.6037,55.4,2.8715835,6.62673780520757
10,12,1476,6.515,53.533,3.8491251,6.62673780520757
10,12,1487,22.575,120.07,25.328491,6.62673780520757
10,12,1515,34.481,148.5,20.231543,6.62673780520757
10,12,1528,34.0211,170.0,13.768089,6.62673780520757
10,12,1531,13.268,172.38,11.168709,6.62673780520757
10,12,1692,30.845,167.96,38.193077,6.62673780520757
10,12,1694,41.856,167.96,36.867577,6.62673780520757
10,12,1696,18.154,168.22,25.041855,6.62673780520757
10,12,1735,13.0,168.01,12.629575,6.62673780520757
10,12,1742,11.044,168.01,11.148907,6.62673780520757
10,12,1935,18.288336,175.67,10.1183,6.62673780520757
10,12,1938,10.24463271522,175.62,11.878064,6.62673780520757
10,12,2235,39.629723414,129.83,42.260513,6.62673780520757
10,12,2461,9.9978,138.5,7.6502733,6.62673780520757
10,12,2463,12.401,142.5,19.024529,6.62673780520757
10,12,2551,55.325,97.0,46.49934,6.62673780520757
10,12,2558,30.508,96.283,33.045544,6.62673780520757
10,12,2801,10.123,48.367,8.946283,6.62673780520757
10,12,2833,11.578,70.167,16.068415,6.62673780520757
10,12,2851,11.13,46.317,27.951508,6.62673780520757
10,12,2860,4.6107,93.033,4.060743,6.62673780520757
10,12,3120,1.7254,95.0,17.817816,6.62673780520757
10,12,3145,4.5475,95.3,22.192627,6.62673780520757
10,12,3163,20.785,93.9,29.357561,6.62673780520757
10,12,3166,23.978,95.3,32.791218,6.62673780520757
10,12,3175,25.89,96.017,19.957962,6.62673780520757
10,12,3177,27.257,97.65,23.846584,6.62673780520757
10,12,3179,30.206,96.967,25.718187,6.62673780520757
10,12,3199,10.311,94.9,11.99812,6.62673780520757
10,12,3208,15.409,95.4,5.1311507,6.62673780520757
10,12,3228,7.0794,35.4,4.6120124,6.62673780520757
10,12,3238,1.5524,95.0,1.2451783,6.62673780520757
10,12,3239,0.78037,95.6,1.0419247,6.62673780520757
10,12,3241,39.695,95.8,53.444595,6.62673780520757
10,12,3245,2.6718,96.5,5.364938,6.62673780520757
10,12,3250,11.554,97.2,9.111865,6.62673780520757
10,12,3267,20.563,96.3,20.514906,6.62673780520757
10,12,3277,6.1834,96.1,3.170601,6.62673780520757
10,12,3294,31.474,71.183,26.094616,6.62673780520757
10,12,3305,20.567,99.45,15.729636,6.62673780520757
10,12,3307,6.8089,100.05,9.487602,6.62673780520757
10,12,3312,33.167,95.7,28.146301,6.62673780520757
10,12,3315,18.705,72.067,16.958607,6.62673780520757
10,12,3323,0.8897,98.65,2.9544911,6.62673780520757
10,12,3344,19.463,94.817,19.539907,6.62673780520757
10,12,3352,0.52621,48.233,1.1461028,6.62673780520757
10,12,3375,17.619,96.7,23.210667,6.62673780520757
10,12,3376,37.008,96.717,43.59043,6.62673780520757
