sample,model,pmid,e.cum,ct,prediction_ecum,running_time
8,12,185,8.2469,165.0,4.5708323,6.614628005027771
8,12,194,5.2773,164.5,13.863762,6.614628005027771
8,12,201,9.0318,168.25,15.612769,6.614628005027771
8,12,933,20.871,143.4,15.245517,6.614628005027771
8,12,957,8.5604,145.42,3.8402765,6.614628005027771
8,12,967,10.27,144.75,11.097086,6.614628005027771
8,12,983,12.99,169.55,4.0990605,6.614628005027771
8,12,985,11.386,167.92,2.8744853,6.614628005027771
8,12,992,6.0294,168.42,8.335937,6.614628005027771
8,12,998,21.428,164.25,29.492586,6.614628005027771
8,12,1003,20.674,167.02,16.706427,6.614628005027771
8,12,1010,5.6813,167.78,4.9109883,6.614628005027771
8,12,1014,12.398,164.93,15.9222975,6.614628005027771
8,12,1136,28.159,168.0,29.751862,6.614628005027771
8,12,1150,17.507,167.65,19.262512,6.614628005027771
8,12,1162,23.251,166.77,15.8883295,6.614628005027771
8,12,1186,25.207,141.42,22.811174,6.614628005027771
8,12,1199,3.8717,146.88,5.461192,6.614628005027771
8,12,1205,36.483,166.53,26.942327,6.614628005027771
8,12,1219,13.991,164.98,25.821262,6.614628005027771
8,12,1228,12.549,142.95,14.157525,6.614628005027771
8,12,1233,8.4208,141.25,9.2385235,6.614628005027771
8,12,1243,6.8146,142.1,6.1861286,6.614628005027771
8,12,1362,16.344,49.9,24.555927,6.614628005027771
8,12,1449,7.1617,27.517,5.5153112,6.614628005027771
8,12,1452,1.9871,24.833,3.3880074,6.614628005027771
8,12,1465,1.6079,50.283,6.030492,6.614628005027771
8,12,1473,0.86263,30.017,7.636176,6.614628005027771
8,12,1474,0.72188,29.533,7.91989,6.614628005027771
8,12,1501,6.832,176.0,6.019788,6.614628005027771
8,12,1527,4.25499,170.0,12.016825,6.614628005027771
8,12,1529,14.5,172.38,9.029552,6.614628005027771
8,12,1687,15.535,167.94,26.26437,6.614628005027771
8,12,1688,23.179,167.94,30.798235,6.614628005027771
8,12,1691,30.504,167.97,19.142733,6.614628005027771
8,12,1711,19.012,24.05,15.193471,6.614628005027771
8,12,1714,9.0002,24.05,6.580713,6.614628005027771
8,12,1935,18.288336,175.67,9.32319,6.614628005027771
8,12,2233,40.65634943788,129.83,40.09278,6.614628005027771
8,12,2453,22.776,149.25,20.853018,6.614628005027771
8,12,2459,8.6117,139.0,11.676621,6.614628005027771
8,12,2544,14.361,45.783,6.455076,6.614628005027771
8,12,2558,30.508,96.283,30.590075,6.614628005027771
8,12,2581,17.749,91.217,26.736862,6.614628005027771
8,12,2583,20.962,90.983,27.277752,6.614628005027771
8,12,2785,9.0231,93.8,9.657142,6.614628005027771
8,12,2792,5.9582,48.083,3.1841657,6.614628005027771
8,12,2826,9.9459,59.517,8.344928,6.614628005027771
8,12,2829,11.775,80.6,10.051309,6.614628005027771
8,12,2832,2.6967,58.017,2.2188237,6.614628005027771
8,12,2841,6.8982,73.417,5.949415,6.614628005027771
8,12,2855,7.6947,94.833,11.14271,6.614628005027771
8,12,3133,54.034,45.0,23.333088,6.614628005027771
8,12,3159,21.868,93.6,22.628056,6.614628005027771
8,12,3163,20.785,93.9,31.051472,6.614628005027771
8,12,3170,6.0754,96.5,5.2731447,6.614628005027771
8,12,3178,23.339,97.233,27.65311,6.614628005027771
8,12,3184,3.6465,93.5,3.1884959,6.614628005027771
8,12,3198,21.35,94.9,25.086754,6.614628005027771
8,12,3207,1.7269,93.6,5.2798977,6.614628005027771
8,12,3232,12.792,94.9,10.91238,6.614628005027771
8,12,3243,3.7035,95.9,9.765248,6.614628005027771
8,12,3248,8.5555,95.6,8.099829,6.614628005027771
8,12,3268,7.2064,95.4,7.159106,6.614628005027771
8,12,3285,4.3224,70.8,3.5835254,6.614628005027771
8,12,3295,12.503,71.2,3.2927058,6.614628005027771
8,12,3306,23.557,98.8,29.545813,6.614628005027771
8,12,3315,18.705,72.067,20.071321,6.614628005027771
8,12,3321,21.126,95.817,19.238308,6.614628005027771
8,12,3328,8.0743,96.033,6.5709,6.614628005027771
8,12,3339,17.541,95.617,14.66409,6.614628005027771
8,12,3343,17.806,95.533,17.101097,6.614628005027771
8,12,3368,2.1674,94.45,2.08189,6.614628005027771
8,12,3372,14.201,95.2,18.704971,6.614628005027771
