sample,model,pmid,e.cum,ct,prediction_ecum,running_time
4,12,184,12.965,164.15,18.487883,6.298412720362346
4,12,205,30.425,168.5,2.7097232,6.298412720362346
4,12,208,9.2932,169.0,8.0908785,6.298412720362346
4,12,918,10.634,139.75,8.79697,6.298412720362346
4,12,921,14.35,144.75,12.017339,6.298412720362346
4,12,930,8.4867,143.83,14.847354,6.298412720362346
4,12,947,2.8849,145.17,4.7537875,6.298412720362346
4,12,953,10.402,147.67,16.323582,6.298412720362346
4,12,954,11.323,144.67,8.002274,6.298412720362346
4,12,957,8.5604,145.42,4.754567,6.298412720362346
4,12,959,13.232,147.42,16.302034,6.298412720362346
4,12,979,14.458,164.2,20.338327,6.298412720362346
4,12,988,9.6686,165.13,13.21012,6.298412720362346
4,12,1132,26.04,168.5,26.55499,6.298412720362346
4,12,1146,4.035,168.0,18.774384,6.298412720362346
4,12,1150,17.507,167.65,18.98807,6.298412720362346
4,12,1187,22.582,141.42,25.004782,6.298412720362346
4,12,1194,11.622,144.22,8.974889,6.298412720362346
4,12,1208,23.914,165.78,30.994518,6.298412720362346
4,12,1210,23.068,165.02,17.689606,6.298412720362346
4,12,1232,9.2701,141.25,5.078966,6.298412720362346
4,12,1244,4.2806,140.6,8.416612,6.298412720362346
4,12,1251,9.92,137.42,8.755156,6.298412720362346
4,12,1396,18.256,54.833,32.819984,6.298412720362346
4,12,1456,1.4213,25.85,4.706978,6.298412720362346
4,12,1457,1.3532,26.2,5.463303,6.298412720362346
4,12,1469,3.9969,51.733,6.5766892,6.298412720362346
4,12,1477,5.0489,53.783,11.961677,6.298412720362346
4,12,1491,4.4883,43.517,4.5166807,6.298412720362346
4,12,1499,18.063,176.0,21.452229,6.298412720362346
4,12,1515,34.481,148.5,12.721636,6.298412720362346
4,12,1527,4.25499,170.0,14.759501,6.298412720362346
4,12,1531,13.268,172.38,12.033466,6.298412720362346
4,12,1686,39.444,167.93,39.159805,6.298412720362346
4,12,1689,16.416,167.95,14.577167,6.298412720362346
4,12,1693,30.642,167.96,29.73524,6.298412720362346
4,12,1734,14.133,168.01,14.243663,6.298412720362346
4,12,1748,11.806,167.99,10.87689,6.298412720362346
4,12,1938,10.24463271522,175.62,9.571788,6.298412720362346
4,12,2236,68.30640499255,123.92,32.612553,6.298412720362346
4,12,2462,21.538,142.5,13.066196,6.298412720362346
4,12,2543,4.3271,46.283,21.717073,6.298412720362346
4,12,2548,42.19,94.883,13.692194,6.298412720362346
4,12,2552,46.917,96.633,54.863895,6.298412720362346
4,12,2554,19.937,95.0,27.561949,6.298412720362346
4,12,2584,22.382,68.933,38.136963,6.298412720362346
4,12,2812,6.0184,48.25,16.094213,6.298412720362346
4,12,2815,10.73,84.967,12.546354,6.298412720362346
4,12,2833,11.578,70.167,19.753796,6.298412720362346
4,12,2836,10.973,31.883,9.858451,6.298412720362346
4,12,2847,9.7365,96.05,7.1673546,6.298412720362346
4,12,2849,2.7917,57.467,4.9383507,6.298412720362346
4,12,2860,4.6107,93.033,2.5857995,6.298412720362346
4,12,2861,4.2496,94.35,2.1552596,6.298412720362346
4,12,3132,95.441,70.9,74.553215,6.298412720362346
4,12,3144,1.9494,96.5,5.084719,6.298412720362346
4,12,3146,31.554,94.3,26.652262,6.298412720362346
4,12,3176,52.44,96.533,31.650387,6.298412720362346
4,12,3185,4.0546,93.7,17.462664,6.298412720362346
4,12,3229,54.211,34.6,62.73314,6.298412720362346
4,12,3233,14.737,92.9,11.902861,6.298412720362346
4,12,3240,1.142,94.8,1.7988499,6.298412720362346
4,12,3243,3.7035,95.9,9.448976,6.298412720362346
4,12,3252,25.378,96.9,27.794683,6.298412720362346
4,12,3264,26.011,95.2,26.681242,6.298412720362346
4,12,3268,7.2064,95.4,7.137672,6.298412720362346
4,12,3275,1.8179,95.7,5.607063,6.298412720362346
4,12,3284,4.1861,71.9,2.680919,6.298412720362346
4,12,3292,5.7211,72.017,12.610698,6.298412720362346
4,12,3296,20.488,95.667,23.207245,6.298412720362346
4,12,3305,20.567,99.45,14.315314,6.298412720362346
4,12,3308,26.476,96.283,26.077826,6.298412720362346
4,12,3332,2.0987,96.817,8.878462,6.298412720362346
4,12,3356,0.45377,93.033,0.79261446,6.298412720362346
