sample,model,pmid,e.cum,ct,prediction_ecum,running_time
14,12,201,9.0318,168.25,20.067553,6.6377896944681805
14,12,203,10.119,168.0,9.222686,6.6377896944681805
14,12,209,6.9472,168.08,9.134221,6.6377896944681805
14,12,914,6.9722,145.42,13.300335,6.6377896944681805
14,12,931,9.3878,146.72,11.768922,6.6377896944681805
14,12,945,13.885,143.67,15.697699,6.6377896944681805
14,12,949,9.4625,145.5,9.938807,6.6377896944681805
14,12,950,22.015,148.58,13.391968,6.6377896944681805
14,12,953,10.402,147.67,13.395583,6.6377896944681805
14,12,955,3.1902,144.83,8.451928,6.6377896944681805
14,12,966,4.5167,144.58,6.0774355,6.6377896944681805
14,12,1004,5.3988,169.15,10.8634615,6.6377896944681805
14,12,1012,34.391,168.3,34.206398,6.6377896944681805
14,12,1131,24.72,168.0,26.27576,6.6377896944681805
14,12,1154,7.9911,145.92,26.386244,6.6377896944681805
14,12,1159,3.6862,174.35,8.940864,6.6377896944681805
14,12,1204,26.38,166.53,33.716415,6.6377896944681805
14,12,1210,23.068,165.02,17.717823,6.6377896944681805
14,12,1215,16.183,167.78,11.722621,6.6377896944681805
14,12,1217,34.111,165.75,34.53895,6.6377896944681805
14,12,1229,13.675,142.95,12.801118,6.6377896944681805
14,12,1251,9.92,137.42,8.8804455,6.6377896944681805
14,12,1408,7.809,47.367,2.9380395,6.6377896944681805
14,12,1451,4.2151,26.983,6.702395,6.6377896944681805
14,12,1454,0.62106,24.9,1.8463067,6.6377896944681805
14,12,1458,3.4425,49.517,16.855404,6.6377896944681805
14,12,1466,0.6712,50.033,0.6221797,6.6377896944681805
14,12,1469,3.9969,51.733,5.0146,6.6377896944681805
14,12,1528,34.0211,170.0,17.096832,6.6377896944681805
14,12,1536,11.641,94.717,32.665195,6.6377896944681805
14,12,1702,40.044,168.1,43.132763,6.6377896944681805
14,12,1734,14.133,168.01,13.480621,6.6377896944681805
14,12,1743,10.57,168.24,12.115071,6.6377896944681805
14,12,1745,10.264,167.94,11.749571,6.6377896944681805
14,12,1748,11.806,167.99,10.729403,6.6377896944681805
14,12,1937,3.88843895,171.25,-1.291363,6.6377896944681805
14,12,2234,42.3114327382,129.83,40.67307,6.6377896944681805
14,12,2273,6.518184292,167.7,16.184431,6.6377896944681805
14,12,2449,7.6352,172.83,11.182757,6.6377896944681805
14,12,2460,11.983,143.5,11.894942,6.6377896944681805
14,12,2461,9.9978,138.5,2.2875621,6.6377896944681805
14,12,2547,26.193,95.15,15.093114,6.6377896944681805
14,12,2552,46.917,96.633,54.460545,6.6377896944681805
14,12,2567,11.693,97.233,19.406729,6.6377896944681805
14,12,2789,5.7412,95.083,6.590342,6.6377896944681805
14,12,2793,16.126,47.633,16.423113,6.6377896944681805
14,12,2799,6.6871,45.65,7.010548,6.6377896944681805
14,12,2815,10.73,84.967,11.963113,6.6377896944681805
14,12,2825,16.299,59.5,10.436365,6.6377896944681805
14,12,2826,9.9459,59.517,6.5245376,6.6377896944681805
14,12,2829,11.775,80.6,9.827215,6.6377896944681805
14,12,2833,11.578,70.167,13.326626,6.6377896944681805
14,12,2847,9.7365,96.05,5.848595,6.6377896944681805
14,12,2848,9.2466,56.5,7.645411,6.6377896944681805
14,12,3125,15.529,94.7,15.593085,6.6377896944681805
14,12,3135,1.8015,70.3,5.838199,6.6377896944681805
14,12,3170,6.0754,96.5,15.353088,6.6377896944681805
14,12,3177,27.257,97.65,28.105759,6.6377896944681805
14,12,3178,23.339,97.233,27.583424,6.6377896944681805
14,12,3182,15.223,56.5,23.844814,6.6377896944681805
14,12,3190,5.3289,95.1,11.499471,6.6377896944681805
14,12,3196,4.26,95.5,3.017821,6.6377896944681805
14,12,3197,2.3278,95.4,0.9592236,6.6377896944681805
14,12,3204,69.142,70.3,48.976295,6.6377896944681805
14,12,3209,3.3655,94.5,1.5169759,6.6377896944681805
14,12,3214,4.8371,95.4,5.220838,6.6377896944681805
14,12,3224,3.7754,94.6,1.722001,6.6377896944681805
14,12,3241,39.695,95.8,50.06547,6.6377896944681805
14,12,3249,20.874,97.4,27.683256,6.6377896944681805
14,12,3309,30.848,95.75,26.70669,6.6377896944681805
14,12,3317,21.22,72.0,22.130663,6.6377896944681805
14,12,3330,27.861,95.617,21.928598,6.6377896944681805
14,12,3339,17.541,95.617,8.423922,6.6377896944681805
14,12,3355,2.2794,96.567,3.8037994,6.6377896944681805
