sample,model,pmid,e.cum,ct,prediction_ecum,running_time
9,12,198,19.481,172.0,8.290185,6.606182126204173
9,12,204,22.557,167.67,29.542366,6.606182126204173
9,12,208,9.2932,169.0,6.8733816,6.606182126204173
9,12,911,13.272,144.33,8.729869,6.606182126204173
9,12,922,24.246,146.67,36.797234,6.606182126204173
9,12,924,17.267,142.87,15.380389,6.606182126204173
9,12,942,6.9136,144.22,8.7245245,6.606182126204173
9,12,957,8.5604,145.42,3.7706993,6.606182126204173
9,12,977,3.527,166.92,11.20603,6.606182126204173
9,12,978,4.8192,168.28,5.672245,6.606182126204173
9,12,979,14.458,164.2,15.734444,6.606182126204173
9,12,998,21.428,164.25,31.327667,6.606182126204173
9,12,1013,12.362,167.63,11.661205,6.606182126204173
9,12,1118,42.729,168.5,29.72771,6.606182126204173
9,12,1147,18.875,166.75,17.384243,6.606182126204173
9,12,1158,28.62,174.93,20.693665,6.606182126204173
9,12,1202,20.546,145.95,22.207918,6.606182126204173
9,12,1217,34.111,165.75,34.346737,6.606182126204173
9,12,1232,9.2701,141.25,3.578746,6.606182126204173
9,12,1235,6.4893,142.22,10.650484,6.606182126204173
9,12,1243,6.8146,142.1,6.015633,6.606182126204173
9,12,1244,4.2806,140.6,8.48126,6.606182126204173
9,12,1247,6.4714,139.53,4.9378,6.606182126204173
9,12,1251,9.92,137.42,8.918721,6.606182126204173
9,12,1258,11.332,51.883,19.148218,6.606182126204173
9,12,1455,5.126,25.35,5.2739463,6.606182126204173
9,12,1466,0.6712,50.033,2.5631819,6.606182126204173
9,12,1475,8.2036,54.333,8.50291,6.606182126204173
9,12,1484,10.49,46.983,11.902793,6.606182126204173
9,12,1494,7.638,81.717,9.5750475,6.606182126204173
9,12,1504,9.302,176.0,7.616241,6.606182126204173
9,12,1518,19.02,96.5,5.8673954,6.606182126204173
9,12,1520,19.495,24.0,71.1322,6.606182126204173
9,12,1527,4.25499,170.0,3.2932904,6.606182126204173
9,12,1532,20.742,171.88,21.55767,6.606182126204173
9,12,1703,39.032,167.94,29.767216,6.606182126204173
9,12,1705,35.546,168.0,29.183664,6.606182126204173
9,12,1733,11.063,167.96,11.870128,6.606182126204173
9,12,1734,14.133,168.01,13.289478,6.606182126204173
9,12,1743,10.57,168.24,12.040086,6.606182126204173
9,12,2236,68.30640499255,123.92,55.81772,6.606182126204173
9,12,2582,31.736,93.183,19.913708,6.606182126204173
9,12,2793,16.126,47.633,20.813105,6.606182126204173
9,12,2801,10.123,48.367,9.44039,6.606182126204173
9,12,2804,5.1354,46.517,12.164727,6.606182126204173
9,12,2817,10.164,85.367,7.848411,6.606182126204173
9,12,2834,3.2453,69.867,2.3618355,6.606182126204173
9,12,2838,29.922,79.35,12.497868,6.606182126204173
9,12,2851,11.13,46.317,21.847145,6.606182126204173
9,12,2858,10.013,55.217,6.8023243,6.606182126204173
9,12,3132,95.441,70.9,90.6307,6.606182126204173
9,12,3146,31.554,94.3,22.346548,6.606182126204173
9,12,3219,12.27,94.0,24.345013,6.606182126204173
9,12,3222,17.473,94.1,18.066494,6.606182126204173
9,12,3224,3.7754,94.6,1.7742188,6.606182126204173
9,12,3229,54.211,34.6,62.24023,6.606182126204173
9,12,3233,14.737,92.9,22.098625,6.606182126204173
9,12,3239,0.78037,95.6,1.1176922,6.606182126204173
9,12,3258,9.2124,96.2,6.3847065,6.606182126204173
9,12,3264,26.011,95.2,27.028448,6.606182126204173
9,12,3267,20.563,96.3,20.13005,6.606182126204173
9,12,3279,2.8742,95.6,2.3850846,6.606182126204173
9,12,3289,28.377,95.533,18.098001,6.606182126204173
9,12,3293,17.809,71.767,10.948089,6.606182126204173
9,12,3304,15.637,95.25,14.249879,6.606182126204173
9,12,3312,33.167,95.7,26.112862,6.606182126204173
9,12,3313,26.478,96.517,28.352623,6.606182126204173
9,12,3318,20.108,71.267,15.356674,6.606182126204173
9,12,3334,4.761,96.467,11.714047,6.606182126204173
9,12,3338,11.142,96.017,10.950674,6.606182126204173
9,12,3341,9.6409,96.283,11.387831,6.606182126204173
9,12,3356,0.45377,93.033,1.6761011,6.606182126204173
9,12,3357,0.82626,92.933,1.6779075,6.606182126204173
9,12,3360,16.928,95.367,9.038109,6.606182126204173
