sample,model,pmid,e.cum,ct,prediction_ecum,running_time
1,12,185,8.2469,165.0,3.0766385,6.852522079149882
1,12,194,5.2773,164.5,17.144588,6.852522079149882
1,12,207,14.106,170.33,30.117943,6.852522079149882
1,12,921,14.35,144.75,12.003811,6.852522079149882
1,12,927,8.904,142.0,10.468447,6.852522079149882
1,12,929,2.1039,144.82,6.141236,6.852522079149882
1,12,948,9.1412,145.25,8.2024355,6.852522079149882
1,12,955,3.1902,144.83,8.364591,6.852522079149882
1,12,988,9.6686,165.13,12.733513,6.852522079149882
1,12,999,13.16,169.75,4.3869133,6.852522079149882
1,12,1005,21.328,164.08,16.85268,6.852522079149882
1,12,1007,25.065,167.12,35.619328,6.852522079149882
1,12,1013,12.362,167.63,5.731272,6.852522079149882
1,12,1136,28.159,168.0,11.59448,6.852522079149882
1,12,1152,4.8586,146.0,7.9147687,6.852522079149882
1,12,1155,3.2223,145.83,3.408771,6.852522079149882
1,12,1192,6.0171,142.75,5.2471395,6.852522079149882
1,12,1208,23.914,165.78,25.910137,6.852522079149882
1,12,1209,30.932,165.78,25.910137,6.852522079149882
1,12,1211,17.783,165.02,23.084465,6.852522079149882
1,12,1239,11.817,138.37,6.3820777,6.852522079149882
1,12,1243,6.8146,142.1,6.1084256,6.852522079149882
1,12,1246,4.8744,139.53,6.330754,6.852522079149882
1,12,1248,5.6782,138.48,6.472694,6.852522079149882
1,12,1258,11.332,51.883,25.637932,6.852522079149882
1,12,1458,3.4425,49.517,2.2321062,6.852522079149882
1,12,1459,2.1407,50.017,2.1997297,6.852522079149882
1,12,1461,1.0509,47.3,1.8879157,6.852522079149882
1,12,1473,0.86263,30.017,0.78008896,6.852522079149882
1,12,1477,5.0489,53.783,13.126731,6.852522079149882
1,12,1506,0.143,176.0,1.6798311,6.852522079149882
1,12,1524,5.73409,176.0,2.8511932,6.852522079149882
1,12,1532,20.742,171.88,17.957289,6.852522079149882
1,12,1691,30.504,167.97,24.287428,6.852522079149882
1,12,1705,35.546,168.0,36.235195,6.852522079149882
1,12,1706,23.625,168.01,29.254795,6.852522079149882
1,12,1738,10.605,168.16,11.498395,6.852522079149882
1,12,1742,11.044,168.01,11.251801,6.852522079149882
1,12,2234,42.3114327382,129.83,39.969296,6.852522079149882
1,12,2456,11.333,117.7,0.07754111,6.852522079149882
1,12,2461,9.9978,138.5,5.5052648,6.852522079149882
1,12,2535,17.503,95.45,25.478308,6.852522079149882
1,12,2539,17.659,96.483,5.7765355,6.852522079149882
1,12,2568,26.48,96.6,13.154553,6.852522079149882
1,12,2577,24.085,67.683,55.33514,6.852522079149882
1,12,2578,24.557,68.267,18.806978,6.852522079149882
1,12,2794,9.4585,48.067,10.628884,6.852522079149882
1,12,2800,3.1987,45.75,1.8074653,6.852522079149882
1,12,2812,6.0184,48.25,12.95121,6.852522079149882
1,12,2814,2.3252,47.633,11.069702,6.852522079149882
1,12,2825,16.299,59.5,13.194218,6.852522079149882
1,12,2847,9.7365,96.05,8.232863,6.852522079149882
1,12,3124,1.1096,94.7,2.442997,6.852522079149882
1,12,3135,1.8015,70.3,3.2028534,6.852522079149882
1,12,3153,31.395,94.7,27.227612,6.852522079149882
1,12,3161,89.505,93.7,64.7548,6.852522079149882
1,12,3163,20.785,93.9,31.328856,6.852522079149882
1,12,3173,18.102,96.7,24.906689,6.852522079149882
1,12,3174,17.665,96.417,22.623518,6.852522079149882
1,12,3176,52.44,96.533,32.45747,6.852522079149882
1,12,3184,3.6465,93.5,8.246973,6.852522079149882
1,12,3191,1.4898,95.7,3.3248863,6.852522079149882
1,12,3193,12.154,95.8,14.464586,6.852522079149882
1,12,3195,16.271,92.7,12.254222,6.852522079149882
1,12,3202,6.8662,70.6,23.781702,6.852522079149882
1,12,3220,10.197,93.6,14.57947,6.852522079149882
1,12,3246,5.417,96.3,4.135369,6.852522079149882
1,12,3251,9.6454,96.6,12.104293,6.852522079149882
1,12,3252,25.378,96.9,18.411646,6.852522079149882
1,12,3256,6.4701,96.0,7.943854,6.852522079149882
1,12,3259,28.451,95.0,21.654781,6.852522079149882
1,12,3272,30.732,81.4,35.541656,6.852522079149882
1,12,3279,2.8742,95.6,2.5175457,6.852522079149882
1,12,3319,25.328,96.583,24.152632,6.852522079149882
