sample,model,pmid,e.cum,ct,prediction_ecum,running_time
2,12,183,6.9332,163.2,7.7117023,6.983360016345978
2,12,193,10.809,164.05,46.044746,6.983360016345978
2,12,198,19.481,172.0,8.675594,6.983360016345978
2,12,924,17.267,142.87,15.823093,6.983360016345978
2,12,929,2.1039,144.82,6.227277,6.983360016345978
2,12,932,9.3322,139.83,9.955678,6.983360016345978
2,12,935,15.274,142.85,15.748183,6.983360016345978
2,12,945,13.885,143.67,12.551683,6.983360016345978
2,12,946,10.915,147.33,16.659618,6.983360016345978
2,12,951,7.5014,146.08,7.7973804,6.983360016345978
2,12,984,13.46,167.78,12.896578,6.983360016345978
2,12,991,7.0327,162.75,11.760038,6.983360016345978
2,12,994,2.7022,166.75,12.317249,6.983360016345978
2,12,1120,29.64,168.0,42.06259,6.983360016345978
2,12,1146,4.035,168.0,17.365414,6.983360016345978
2,12,1162,23.251,166.77,14.256105,6.983360016345978
2,12,1197,14.035,144.8,9.760896,6.983360016345978
2,12,1213,10.986,167.17,10.386215,6.983360016345978
2,12,1232,9.2701,141.25,8.67704,6.983360016345978
2,12,1234,10.656,142.22,10.510803,6.983360016345978
2,12,1235,6.4893,142.22,10.510803,6.983360016345978
2,12,1238,10.215,138.37,9.496465,6.983360016345978
2,12,1251,9.92,137.42,8.919358,6.983360016345978
2,12,1341,9.7775,54.6,6.5394096,6.983360016345978
2,12,1451,4.2151,26.983,7.552638,6.983360016345978
2,12,1454,0.62106,24.9,1.3654472,6.983360016345978
2,12,1463,1.217,55.8,1.5775818,6.983360016345978
2,12,1464,1.3531,56.35,1.4809686,6.983360016345978
2,12,1467,1.4383,48.083,1.2203193,6.983360016345978
2,12,1498,21.216,176.0,18.200254,6.983360016345978
2,12,1522,27.32553,97.5,35.17637,6.983360016345978
2,12,1531,13.268,172.38,11.780743,6.983360016345978
2,12,1692,30.845,167.96,36.535393,6.983360016345978
2,12,1737,12.033,168.16,12.669478,6.983360016345978
2,12,1743,10.57,168.24,12.612121,6.983360016345978
2,12,1745,10.264,167.94,12.149008,6.983360016345978
2,12,1746,13.304,168.23,13.04707,6.983360016345978
2,12,2236,68.30640499255,123.92,39.210667,6.983360016345978
2,12,2273,6.518184292,167.7,12.761991,6.983360016345978
2,12,2447,37.677,170.9,23.428865,6.983360016345978
2,12,2462,21.538,142.5,12.320549,6.983360016345978
2,12,2543,4.3271,46.283,12.250713,6.983360016345978
2,12,2545,9.7433,97.25,7.5358405,6.983360016345978
2,12,2580,15.224,67.7,17.02766,6.983360016345978
2,12,2787,6.4184,95.117,5.54997,6.983360016345978
2,12,2812,6.0184,48.25,14.5279,6.983360016345978
2,12,2826,9.9459,59.517,10.277053,6.983360016345978
2,12,2832,2.6967,58.017,3.1029112,6.983360016345978
2,12,2833,11.578,70.167,19.366682,6.983360016345978
2,12,3118,26.376,94.4,37.131252,6.983360016345978
2,12,3123,0.16181,94.9,28.642231,6.983360016345978
2,12,3126,15.68,93.6,15.88596,6.983360016345978
2,12,3128,67.914,46.8,56.97723,6.983360016345978
2,12,3132,95.441,70.9,78.147995,6.983360016345978
2,12,3139,12.461,93.4,13.327694,6.983360016345978
2,12,3143,41.038,94.5,23.875927,6.983360016345978
2,12,3161,89.505,93.7,62.86331,6.983360016345978
2,12,3164,99.879,96.1,68.853546,6.983360016345978
2,12,3183,3.0105,56.7,42.26667,6.983360016345978
2,12,3185,4.0546,93.7,10.06765,6.983360016345978
2,12,3218,18.135,94.4,10.568768,6.983360016345978
2,12,3238,1.5524,95.0,0.9806685,6.983360016345978
2,12,3243,3.7035,95.9,9.269857,6.983360016345978
2,12,3245,2.6718,96.5,4.648178,6.983360016345978
2,12,3253,18.587,96.1,26.674442,6.983360016345978
2,12,3258,9.2124,96.2,6.147851,6.983360016345978
2,12,3274,5.3544,95.7,3.0130806,6.983360016345978
2,12,3295,12.503,71.2,6.1426177,6.983360016345978
2,12,3296,20.488,95.667,28.04955,6.983360016345978
2,12,3301,9.7777,95.783,6.4156413,6.983360016345978
2,12,3316,15.04,71.217,19.260546,6.983360016345978
2,12,3340,3.8717,96.5,6.6832585,6.983360016345978
2,12,3343,17.806,95.533,15.39676,6.983360016345978
2,12,3354,0.58118,96.55,1.0461054,6.983360016345978
