sample,model,pmid,e.cum,ct,prediction_ecum,running_time
12,12,186,11.083,165.85,8.693633,6.58677161137263
12,12,191,10.545,165.8,17.082102,6.58677161137263
12,12,206,28.074,170.5,12.712904,6.58677161137263
12,12,911,13.272,144.33,8.111382,6.58677161137263
12,12,932,9.3322,139.83,9.830691,6.58677161137263
12,12,948,9.1412,145.25,8.228901,6.58677161137263
12,12,950,22.015,148.58,12.676262,6.58677161137263
12,12,955,3.1902,144.83,8.175775,6.58677161137263
12,12,961,9.8115,144.25,12.167678,6.58677161137263
12,12,980,12.854,167.13,12.764474,6.58677161137263
12,12,1005,21.328,164.08,14.674178,6.58677161137263
12,12,1008,17.127,169.32,21.8252,6.58677161137263
12,12,1010,5.6813,167.78,4.931276,6.58677161137263
12,12,1131,24.72,168.0,25.963335,6.58677161137263
12,12,1150,17.507,167.65,11.220383,6.58677161137263
12,12,1162,23.251,166.77,8.182523,6.58677161137263
12,12,1193,5.3342,142.75,7.2051463,6.58677161137263
12,12,1198,5.3561,146.88,3.9325984,6.58677161137263
12,12,1202,20.546,145.95,22.432661,6.58677161137263
12,12,1222,12.412,142.2,11.369281,6.58677161137263
12,12,1238,10.215,138.37,11.757762,6.58677161137263
12,12,1244,4.2806,140.6,8.365781,6.58677161137263
12,12,1246,4.8744,139.53,6.541089,6.58677161137263
12,12,1249,6.664,138.48,5.809218,6.58677161137263
12,12,1362,16.344,49.9,29.427322,6.58677161137263
12,12,1453,0.97046,24.15,0.20933238,6.58677161137263
12,12,1468,4.6288,51.767,9.723008,6.58677161137263
12,12,1483,15.484,44.45,9.473564,6.58677161137263
12,12,1490,5.8029,26.933,5.1791463,6.58677161137263
12,12,1494,7.638,81.717,3.2449949,6.58677161137263
12,12,1504,9.302,176.0,7.61253,6.58677161137263
12,12,1507,1.634,176.0,0.19057266,6.58677161137263
12,12,1527,4.25499,170.0,11.311655,6.58677161137263
12,12,1530,11.344,172.38,16.378077,6.58677161137263
12,12,1704,30.072,167.98,29.125738,6.58677161137263
12,12,1707,34.223,167.96,42.141434,6.58677161137263
12,12,1714,9.0002,24.05,6.9496994,6.58677161137263
12,12,1743,10.57,168.24,11.813475,6.58677161137263
12,12,1748,11.806,167.99,10.655236,6.58677161137263
12,12,2234,42.3114327382,129.83,39.916965,6.58677161137263
12,12,2445,3.8798,144.13,1.0530474,6.58677161137263
12,12,2544,14.361,45.783,6.3909388,6.58677161137263
12,12,2800,3.1987,45.75,2.72398,6.58677161137263
12,12,2801,10.123,48.367,5.8033123,6.58677161137263
12,12,2828,15.649,81.383,14.921767,6.58677161137263
12,12,2830,13.099,81.383,14.270858,6.58677161137263
12,12,2836,10.973,31.883,11.638746,6.58677161137263
12,12,2837,7.8139,31.95,10.530116,6.58677161137263
12,12,2852,5.6244,45.633,5.7736344,6.58677161137263
12,12,2858,10.013,55.217,8.392916,6.58677161137263
12,12,3134,23.535,45.0,49.135925,6.58677161137263
12,12,3135,1.8015,70.3,15.873574,6.58677161137263
12,12,3144,1.9494,96.5,2.4315565,6.58677161137263
12,12,3150,90.654,95.7,81.61105,6.58677161137263
12,12,3168,71.835,95.5,70.09118,6.58677161137263
12,12,3185,4.0546,93.7,13.19705,6.58677161137263
12,12,3203,24.92,70.3,19.949656,6.58677161137263
12,12,3214,4.8371,95.4,7.840023,6.58677161137263
12,12,3236,30.503,94.9,20.613693,6.58677161137263
12,12,3239,0.78037,95.6,1.4675859,6.58677161137263
12,12,3257,5.8855,96.1,4.0899367,6.58677161137263
12,12,3265,27.186,94.9,25.44465,6.58677161137263
12,12,3272,30.732,81.4,35.112556,6.58677161137263
12,12,3299,24.331,95.75,20.276749,6.58677161137263
12,12,3304,15.637,95.25,9.283614,6.58677161137263
12,12,3307,6.8089,100.05,7.7016125,6.58677161137263
12,12,3318,20.108,71.267,19.081697,6.58677161137263
12,12,3337,4.9595,96.35,1.6846452,6.58677161137263
12,12,3338,11.142,96.017,8.40602,6.58677161137263
12,12,3342,8.7473,95.75,6.906613,6.58677161137263
12,12,3352,0.52621,48.233,10.681681,6.58677161137263
12,12,3358,5.2016,95.683,2.4293895,6.58677161137263
12,12,3360,16.928,95.367,6.7369533,6.58677161137263
12,12,3361,7.5436,97.8,1.74954,6.58677161137263
