sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
1,21,185,4.418,4.418,6.5,6.5,11.62,8.13,0.0,4.0969806,4.1888885,20.476849031448364
1,21,185,5.6186,1.2006,21.0,14.5,8.41,6.26,0.0,6.8089643,1.9185314,20.476849031448364
1,21,185,7.2675,1.6489,45.5,24.5,9.91,7.42,0.0,10.782244,2.556552,20.476849031448364
1,21,185,7.7018,0.4343,96.0,50.5,12.66,3.77,0.0,12.607216,2.0835958,20.476849031448364
1,21,185,8.2469,0.5451,165.0,69.0,10.62,6.13,0.0,14.353884,1.634948,20.476849031448364
1,21,194,1.8792,1.8792,4.0,4.0,18.24,6.78,0.0,5.789483,5.8380203,20.476849031448364
1,21,194,3.0557,1.1765,20.25,16.25,13.95,3.93,0.0,10.472183,3.5166054,20.476849031448364
1,21,194,4.5353,1.4796,44.0,23.75,14.34,4.02,0.0,13.3003645,2.6179028,20.476849031448364
1,21,194,5.2265,0.691199999999999,92.0,48.0,13.1,2.84,0.0020833,14.295372,1.5913966,20.476849031448364
1,21,194,5.2773,0.0508000000000006,164.5,72.5,10.67,3.52,0.049655,13.518024,0.8675411,20.476849031448364
1,21,207,1.7365,1.7365,0.75,0.75,13.7,2.3,0.0,1.4108374,1.4846846,20.476849031448364
1,21,207,4.8156,3.0791,5.4167,4.6667,16.5,2.4,0.10714,6.615118,3.4731414,20.476849031448364
1,21,207,8.9799,4.1643,23.917,18.5003,14.4,3.3,0.0,12.180402,3.9101837,20.476849031448364
1,21,207,10.835,1.8551,49.333,25.416,13.5,3.0,0.0,15.834917,3.7458365,20.476849031448364
1,21,207,12.406,1.571,96.083,46.75,18.0,2.8,0.002139,18.73062,2.7012556,20.476849031448364
1,21,207,14.106,1.7,170.33,74.247,14.6,3.3,0.10505,20.399002,1.2330458,20.476849031448364
1,21,921,0.969,0.969,1.0,1.0,2.8,7.0808,0.6,0.4022691,0.40940022,20.476849031448364
1,21,921,1.289,0.32,3.0,2.0,2.8,7.846,0.0,1.8935859,1.2714573,20.476849031448364
1,21,921,1.4378,0.1488,4.5,1.5,2.8,7.04,0.0,3.7116563,1.1816596,20.476849031448364
1,21,921,3.6074,2.1696,23.667,19.167,4.9,7.8664,0.0625,7.211104,2.4961746,20.476849031448364
1,21,921,5.1674,1.56,47.667,24.0,6.3,11.264,0.0,8.249904,2.1905205,20.476849031448364
1,21,921,10.936,5.7686,94.583,46.916,6.9,12.478,0.034115,10.270899,2.4356773,20.476849031448364
1,21,921,14.35,3.414,144.75,50.167,8.3,9.1214,0.0,11.97727,1.8092949,20.476849031448364
1,21,927,4.408,4.408,1.0,1.0,16.3,8.1827,0.2,5.01344,5.058112,20.476849031448364
