sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
12,17,186,4.7615,4.7615,3.15,3.15,17.48,3.7,0.0,6.66021,5.9544973,21.31492443482081
12,17,186,6.156,1.3945,19.85,16.7,11.47,2.57,0.0,11.85234,2.6431096,21.31492443482081
12,17,186,9.12,2.964,43.85,24.0,13.3,4.39,0.0,10.783785,1.7004609,21.31492443482081
12,17,186,11.083,1.963,94.85,51.0,12.87,5.79,0.0,11.715427,1.0512971,21.31492443482081
12,17,186,11.083,0.0,165.85,71.0,9.15,5.12,0.20845,6.7696567,0.6979015,21.31492443482081
12,17,191,4.8096,4.8096,4.3,4.3,12.52,4.02,0.046512,2.585531,2.5638864,21.31492443482081
12,17,191,7.4771,2.6675,19.8,15.5,9.64,3.16,0.0,4.269123,3.009692,21.31492443482081
12,17,191,8.8629,1.3858,45.8,26.0,10.51,5.47,0.47308,5.9177547,2.4390512,21.31492443482081
12,17,191,9.9429,1.08,95.8,50.0,11.06,7.01,0.13,8.504263,2.7218692,21.31492443482081
12,17,191,10.545,0.6021,165.8,70.0,11.06,7.01,0.0,9.694218,2.1188056,21.31492443482081
12,17,206,2.2307,2.2307,1.1667,1.1667,13.6,2.3,0.0,2.224857,2.369625,21.31492443482081
12,17,206,7.559,5.3283,5.25,4.0833,16.1,2.2,0.09796,5.739508,4.094754,21.31492443482081
12,17,206,17.385,9.826,23.917,18.667,14.6,3.3,0.0053571,9.131547,2.858561,21.31492443482081
12,17,206,21.909,4.524,49.667,25.75,13.4,3.0,0.0,12.822308,2.4180326,21.31492443482081
12,17,206,24.789,2.88,96.333,46.666,18.0,2.8,0.0021429,14.465084,1.7644534,21.31492443482081
12,17,206,28.074,3.285,170.5,74.167,14.6,3.3,0.10517,13.808108,1.3655229,21.31492443482081
12,17,911,-0.031,-0.031,1.0,1.0,5.1,3.1629,0.0,0.7743301,0.8133527,21.31492443482081
12,17,911,2.9061,2.9371,3.3333,2.3333,5.1,3.1629,0.0,1.2494886,1.0522933,21.31492443482081
12,17,911,3.1131,0.207,6.5,3.1667,5.1,3.1629,0.0,1.4650508,0.35764217,21.31492443482081
12,17,911,5.665,2.5519,23.417,16.917,7.9,4.4485,0.0,4.0379634,1.521706,21.31492443482081
12,17,911,9.4412,3.7762,47.333,23.916,8.8,2.265,0.12552,4.5679173,0.15759146,21.31492443482081
12,17,911,11.373,1.9318,95.667,48.334,7.6,2.9078,0.082816,7.6848364,0.8793658,21.31492443482081
12,17,911,13.272,1.899,144.33,48.663,5.4,4.4383,0.01232,10.523502,0.3058554,21.31492443482081
12,17,932,3.1296,3.1296,1.1667,1.1667,16.3,8.1827,0.16667,2.9386687,2.362427,21.31492443482081
12,17,932,4.9036,1.774,3.1667,2.0,16.3,8.1317,0.0,4.9029603,2.0278583,21.31492443482081
12,17,932,4.7881,-0.1155,5.25,2.0833,16.3,7.2134,0.0,5.86456,1.5740651,21.31492443482081
12,17,932,5.4769,0.6888,22.0,16.75,17.6,3.6832,0.11905,7.701886,2.2186048,21.31492443482081
12,17,932,5.4526,-0.0242999999999993,46.25,24.25,17.3,5.4994,0.0,8.757675,0.7999172,21.31492443482081
12,17,932,8.2498,2.7972,90.667,44.417,13.5,3.7343,0.12613,9.174768,1.0024369,21.31492443482081
12,17,932,9.3322,1.0824,139.83,49.163,17.9,4.4893,0.0,8.998727,0.37768608,21.31492443482081
12,17,948,0.284,0.284,1.0,1.0,10.0,5.1014,0.0,1.831953,1.4317615,21.31492443482081
12,17,948,2.67,2.386,3.0,2.0,10.0,5.1014,0.0,3.7264683,1.9448214,21.31492443482081
12,17,948,4.056,1.386,6.0,3.0,10.0,5.1014,0.0,5.267864,1.3851471,21.31492443482081
12,17,948,6.144,2.088,24.0,18.0,9.3,5.3871,0.47778,7.3793635,2.2307813,21.31492443482081
12,17,948,7.9999,1.8559,51.667,27.667,9.0,5.3871,0.25271,8.083367,1.144424,21.31492443482081
12,17,948,8.2453,0.2454,92.583,40.916,10.4,2.9792,0.04401,9.2541685,1.0244915,21.31492443482081
12,17,948,9.1412,0.895899999999999,145.25,52.667,9.3,2.1222,0.0,9.512303,0.19057596,21.31492443482081
12,17,950,1.95,1.95,1.0,1.0,10.0,9.6927,0.0,1.5735778,1.3366812,21.31492443482081
12,17,950,5.474,3.524,3.0,2.0,10.0,9.6927,0.0,3.3753643,2.1255834,21.31492443482081
12,17,950,9.218,3.744,6.0,3.0,10.0,9.6927,0.0,5.346883,1.9015293,21.31492443482081
12,17,950,14.773,5.555,25.667,19.667,7.0,10.458,0.0,8.79956,2.6732337,21.31492443482081
12,17,950,16.158,1.385,50.0,24.333,8.0,5.1014,0.0,9.127029,1.035348,21.31492443482081
12,17,950,20.446,4.288,94.167,44.167,3.5,4.0812,0.076923,9.778435,1.0432273,21.31492443482081
12,17,950,22.015,1.569,148.58,54.413,9.5,4.8464,0.0,11.86132,0.45094424,21.31492443482081
12,17,955,0.54,0.54,1.0,1.0,10.0,5.1014,0.0,1.8386774,1.4425215,21.31492443482081
12,17,955,1.796,1.256,3.2,2.2,10.0,5.1014,0.0,3.7538245,1.9494231,21.31492443482081
12,17,955,2.426,0.63,6.2,3.0,10.0,5.1014,0.0,5.2881203,1.3850715,21.31492443482081
12,17,955,2.768,0.342,24.2,18.0,9.3,5.3871,0.47778,7.41403,2.2234266,21.31492443482081
12,17,955,2.8762,0.1082,51.25,27.05,9.0,5.3871,0.25878,8.081696,1.1264772,21.31492443482081
12,17,955,3.243,0.3668,92.0,40.75,10.4,2.9792,0.044172,9.272873,1.0317857,21.31492443482081
