sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
4,16,184,8.2802,8.2802,5.15,5.15,11.15,8.27,0.0,,8.569744,14.583269556363424
4,16,184,9.4622,1.182,20.15,15.0,8.43,6.23,0.0,,3.028861,14.583269556363424
4,16,184,11.235,1.7728,45.15,25.0,10.0,7.3,0.0,,2.0747936,14.583269556363424
4,16,184,12.195,0.960000000000001,95.45,50.3,12.7,3.77,0.0,,1.5007485,14.583269556363424
4,16,184,12.965,0.77,164.15,68.7,10.57,6.16,0.010189,,2.3559494,14.583269556363424
4,16,205,2.8403,2.8403,1.4167,1.4167,10.2,3.8,0.0,,2.1847034,14.583269556363424
4,16,205,12.025,9.1847,5.4167,4.0,13.5,6.1,0.0,,3.3211675,14.583269556363424
4,16,205,19.304,7.279,24.417,19.0003,10.2,4.0,0.0052632,,4.1610603,14.583269556363424
4,16,205,25.092,5.788,50.167,25.75,12.4,3.3,0.17087,,2.3463268,14.583269556363424
4,16,205,28.841,3.749,96.167,46.0,10.9,1.8,0.0043478,,0.9698702,14.583269556363424
4,16,205,30.425,1.584,168.5,72.333,12.7,4.1,0.11751,,2.4238997,14.583269556363424
4,16,208,1.4489,1.4489,1.4167,1.4167,19.0,4.1,0.0,,2.782485,14.583269556363424
4,16,208,2.6703,1.2214,4.25,2.8333,20.1,2.4,0.0,,2.3298287,14.583269556363424
4,16,208,5.0198,2.3495,25.417,21.167,17.8,1.1,0.0,,2.641175,14.583269556363424
4,16,208,5.7801,0.7603,48.667,23.25,14.9,1.5,0.0,,1.8894203,14.583269556363424
4,16,208,7.7201,1.94,97.167,48.5,15.5,1.4,0.11546,,0.62529695,14.583269556363424
4,16,208,9.2932,1.5731,169.0,71.833,14.9,2.0,0.0027842,,1.2561361,14.583269556363424
4,16,918,2.511,2.511,1.0333,1.0333,16.3,8.1827,0.2,,1.6026355,14.583269556363424
4,16,918,5.773,3.262,3.0333,2.0,16.3,8.1317,0.0,,1.6261152,14.583269556363424
4,16,918,6.4555,0.6825,5.1333,2.1,16.3,7.2134,0.0,,0.67621493,14.583269556363424
4,16,918,7.5878,1.1323,22.0,16.8667,17.6,3.6832,0.11834,,1.6514102,14.583269556363424
4,16,918,7.6364,0.0486000000000004,46.333,24.333,17.3,5.4994,0.0,,-0.356746,14.583269556363424
4,16,918,8.6,0.9636,90.167,43.834,13.5,3.7343,0.12785,,0.9611614,14.583269556363424
4,16,918,10.634,2.034,139.75,49.583,17.9,4.4893,0.0,,0.12854777,14.583269556363424
4,16,921,0.969,0.969,1.0,1.0,2.8,7.0808,0.6,,0.11945425,14.583269556363424
4,16,921,1.289,0.32,3.0,2.0,2.8,7.846,0.0,,0.9587217,14.583269556363424
4,16,921,1.4378,0.1488,4.5,1.5,2.8,7.04,0.0,,0.31384978,14.583269556363424
4,16,921,3.6074,2.1696,23.667,19.167,4.9,7.8664,0.0625,,2.8299947,14.583269556363424
4,16,921,5.1674,1.56,47.667,24.0,6.3,11.264,0.0,,2.2780294,14.583269556363424
4,16,921,10.936,5.7686,94.583,46.916,6.9,12.478,0.034115,,3.145819,14.583269556363424
4,16,921,14.35,3.414,144.75,50.167,8.3,9.1214,0.0,,2.0153825,14.583269556363424
4,16,930,0.192,0.192,1.0,1.0,10.2,1.1529,0.0,,1.4613835,14.583269556363424
4,16,930,0.852,0.66,3.0833,2.0833,10.2,1.6223,0.0,,1.2021854,14.583269556363424
4,16,930,1.5811,0.7291,6.0833,3.0,10.2,2.3059,0.0,,0.4281468,14.583269556363424
4,16,930,3.5971,2.016,24.167,18.0837,8.1,2.0406,0.0,,2.0996122,14.583269556363424
4,16,930,6.7387,3.1416,48.167,24.0,7.7,3.8975,0.042017,,3.3166256,14.583269556363424
4,16,930,8.0827,1.344,96.0,47.833,6.8,4.3056,0.070833,,2.1754408,14.583269556363424
4,16,930,8.4867,0.404,143.83,47.83,5.3,3.0915,0.0,,1.3575605,14.583269556363424
4,16,947,0.57,0.57,1.0833,1.0833,14.0,16.1,2.4,,2.072488,14.583269556363424
4,16,947,0.854,0.284,3.0833,2.0,14.0,15.814,0.0,,0.9696483,14.583269556363424
4,16,947,1.124,0.27,6.0833,3.0,14.0,16.784,0.0,,1.015787,14.583269556363424
4,16,947,1.646,0.522,24.083,17.9997,14.0,5.6014,0.0,,0.7048688,14.583269556363424
4,16,947,1.31,-0.336,48.083,24.0,16.0,14.141,0.0,,0.6757258,14.583269556363424
4,16,947,2.558,1.248,97.833,49.75,17.0,28.374,0.045833,,1.2458255,14.583269556363424
4,16,947,2.8849,0.3269,145.17,47.337,13.5,21.457,0.025696,,0.20479356,14.583269556363424
4,16,953,0.6754,0.6754,1.0833,1.0833,10.0,9.6927,0.0,,0.94960964,14.583269556363424
4,16,953,1.3474,0.672,3.0833,2.0,10.0,9.6927,0.0,,2.0160415,14.583269556363424
4,16,953,1.9384,0.591,6.0833,3.0,10.0,9.6927,0.0,,1.6115576,14.583269556363424
4,16,953,3.7147,1.7763,25.167,19.0837,7.0,10.458,0.0,,2.9180708,14.583269556363424
4,16,953,6.3499,2.6352,49.583,24.416,8.0,5.1014,0.0,,-0.07186641,14.583269556363424
4,16,953,8.6171,2.2672,93.167,43.584,3.5,4.0812,0.077982,,1.2534771,14.583269556363424
4,16,953,10.402,1.7849,147.67,54.503,9.5,4.8464,0.0,,0.75950134,14.583269556363424
4,16,954,1.554,1.554,1.4167,1.4167,14.0,16.1,2.4,,2.3784711,14.583269556363424
4,16,954,3.814,2.26,3.4167,2.0,14.0,15.814,0.0,,0.849367,14.583269556363424
4,16,954,5.917,2.103,6.4167,3.0,14.0,16.784,0.0,,1.0145894,14.583269556363424
4,16,954,7.825,1.908,24.417,18.0003,14.0,5.6014,0.0,,0.73725164,14.583269556363424
4,16,954,9.217,1.392,48.417,24.0,16.0,14.141,0.0,,0.6668174,14.583269556363424
4,16,954,11.137,1.92,98.167,49.75,17.0,28.374,0.045833,,1.2355019,14.583269556363424
4,16,954,11.323,0.186,144.67,46.503,13.5,21.457,0.025806,,0.2203071,14.583269556363424
4,16,957,0.85,0.85,1.0833,1.0833,14.0,16.1,2.4,,2.072488,14.583269556363424
4,16,957,2.354,1.504,3.0833,2.0,14.0,15.814,0.0,,0.9696483,14.583269556363424
4,16,957,3.434,1.08,6.0833,3.0,14.0,16.784,0.0,,1.015787,14.583269556363424
4,16,957,4.64,1.206,24.083,17.9997,14.0,5.6014,0.0,,0.7048688,14.583269556363424
4,16,957,6.272,1.632,48.5,24.417,16.0,14.141,0.0,,0.68915796,14.583269556363424
4,16,957,8.0,1.728,98.917,50.417,17.0,28.374,0.045833,,1.2174978,14.583269556363424
