sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
2,18,183,3.4692,3.4692,6.0,6.0,13.77,4.31,0.0,2.8628168,2.4330065,22.70739826361338
2,18,183,5.5152,2.046,20.5,14.5,9.88,3.38,0.0,3.4809763,2.3739436,22.70739826361338
2,18,183,5.5152,0.0,45.2,24.7,10.64,3.51,0.0,6.4151616,1.9657532,22.70739826361338
2,18,183,5.8272,0.312,93.2,48.0,9.45,4.26,0.0,9.074047,1.3594234,22.70739826361338
2,18,183,6.9332,1.106,163.2,70.0,10.32,4.84,0.0,8.989998,0.34519202,22.70739826361338
2,18,193,7.7056,7.7056,4.0,4.0,18.24,6.78,0.0,5.9083376,6.1725287,22.70739826361338
2,18,193,8.5472,0.841600000000001,20.0,16.0,13.63,3.79,0.0,13.727761,4.1790442,22.70739826361338
2,18,193,9.9806,1.4334,43.85,23.85,14.34,4.02,0.0,18.620426,2.8093958,22.70739826361338
2,18,193,10.548,0.567399999999999,91.55,47.7,13.15,2.85,0.0020964,22.085169,1.7086273,22.70739826361338
2,18,193,10.809,0.260999999999999,164.05,72.5,10.67,3.52,0.049655,23.423323,0.70053875,22.70739826361338
2,18,198,7.1136,7.1136,6.5,6.5,9.51,5.27,0.0,3.011042,2.1408074,22.70739826361338
2,18,198,8.5755,1.4619,23.0,16.5,4.4,2.48,0.0,3.5715637,1.9632581,22.70739826361338
2,18,198,13.683,5.1075,47.0,24.0,10.08,7.59,0.0,7.081013,1.8989463,22.70739826361338
2,18,198,15.824,2.141,95.0,48.0,8.76,4.43,0.0,10.258088,1.4161075,22.70739826361338
2,18,198,19.481,3.657,172.0,77.0,11.54,6.09,0.0,9.476373,0.4474467,22.70739826361338
2,18,924,1.9767,1.9767,1.0833,1.0833,5.1,3.1629,0.0,0.7223639,0.29729795,22.70739826361338
2,18,924,3.0887,1.112,3.25,2.1667,5.1,3.1629,0.0,1.6422763,0.29729795,22.70739826361338
2,18,924,3.0743,-0.0143999999999997,5.6667,2.4167,5.1,3.1629,0.0,1.6444318,0.3024796,22.70739826361338
2,18,924,6.8627,3.7884,22.083,16.4163,7.9,4.4485,0.0,3.9440854,1.4379134,22.70739826361338
2,18,924,11.504,4.6413,45.917,23.834,8.8,2.265,0.12605,6.8546176,2.2626565,22.70739826361338
2,18,924,14.788,3.284,94.25,48.333,7.6,2.9078,0.082816,10.63234,2.2060773,22.70739826361338
2,18,924,17.267,2.479,142.87,48.62,5.4,4.4383,0.012346,13.299731,1.0924532,22.70739826361338
2,18,929,0.192,0.192,1.0,1.0,17.5,4.6219,0.2,1.8097665,0.8557078,22.70739826361338
2,18,929,1.504,1.312,3.0,2.0,17.5,4.6219,0.0,2.0176234,1.0636649,22.70739826361338
2,18,929,2.008,0.504,6.0,3.0,17.5,4.6219,0.0,3.793441,0.31593263,22.70739826361338
2,18,929,2.7992,0.7912,23.167,17.167,13.8,2.8874,0.30233,6.2638416,0.8645212,22.70739826361338
2,18,929,2.7209,-0.0783,49.25,26.083,8.7,5.7544,0.11494,7.635784,0.32977444,22.70739826361338
