sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
12,23,186,4.7615,4.7615,3.15,3.15,17.48,3.7,0.0,5.761553,5.6224766,15.263821256160735
12,23,186,6.156,1.3945,19.85,16.7,11.47,2.57,0.0,8.237852,1.8549967,15.263821256160735
12,23,186,9.12,2.964,43.85,24.0,13.3,4.39,0.0,9.0192585,1.363476,15.263821256160735
12,23,186,11.083,1.963,94.85,51.0,12.87,5.79,0.0,9.972591,0.97191125,15.263821256160735
12,23,186,11.083,0.0,165.85,71.0,9.15,5.12,0.20845,6.7397256,-0.20835969,15.263821256160735
12,23,191,4.8096,4.8096,4.3,4.3,12.52,4.02,0.046512,3.6995034,3.4592917,15.263821256160735
12,23,191,7.4771,2.6675,19.8,15.5,9.64,3.16,0.0,4.603867,1.9096731,15.263821256160735
12,23,191,8.8629,1.3858,45.8,26.0,10.51,5.47,0.47308,6.335355,1.9749676,15.263821256160735
12,23,191,9.9429,1.08,95.8,50.0,11.06,7.01,0.13,8.35731,1.5018198,15.263821256160735
12,23,191,10.545,0.6021,165.8,70.0,11.06,7.01,0.0,10.836887,2.0672925,15.263821256160735
12,23,206,2.2307,2.2307,1.1667,1.1667,13.6,2.3,0.0,1.6925783,1.5016484,15.263821256160735
12,23,206,7.559,5.3283,5.25,4.0833,16.1,2.2,0.09796,4.109054,2.3468761,15.263821256160735
12,23,206,17.385,9.826,23.917,18.667,14.6,3.3,0.0053571,7.6604185,3.1968167,15.263821256160735
12,23,206,21.909,4.524,49.667,25.75,13.4,3.0,0.0,10.7347355,2.2263882,15.263821256160735
12,23,206,24.789,2.88,96.333,46.666,18.0,2.8,0.0021429,13.802094,1.7509254,15.263821256160735
12,23,206,28.074,3.285,170.5,74.167,14.6,3.3,0.10517,13.536986,-0.06259345,15.263821256160735
12,23,911,-0.031,-0.031,1.0,1.0,5.1,3.1629,0.0,-0.4117374,-0.5210487,15.263821256160735
12,23,911,2.9061,2.9371,3.3333,2.3333,5.1,3.1629,0.0,-0.81410265,0.26274067,15.263821256160735
12,23,911,3.1131,0.207,6.5,3.1667,5.1,3.1629,0.0,1.0019177,0.36706463,15.263821256160735
12,23,911,5.665,2.5519,23.417,16.917,7.9,4.4485,0.0,3.8878589,1.9509013,15.263821256160735
12,23,911,9.4412,3.7762,47.333,23.916,8.8,2.265,0.12552,5.506889,0.5305944,15.263821256160735
12,23,911,11.373,1.9318,95.667,48.334,7.6,2.9078,0.082816,8.1912565,1.2923362,15.263821256160735
12,23,911,13.272,1.899,144.33,48.663,5.4,4.4383,0.01232,9.294471,0.9490476,15.263821256160735
12,23,932,3.1296,3.1296,1.1667,1.1667,16.3,8.1827,0.16667,2.1331687,2.3351038,15.263821256160735
12,23,932,4.9036,1.774,3.1667,2.0,16.3,8.1317,0.0,2.5069747,1.5622064,15.263821256160735
12,23,932,4.7881,-0.1155,5.25,2.0833,16.3,7.2134,0.0,3.6975327,1.2698932,15.263821256160735
12,23,932,5.4769,0.6888,22.0,16.75,17.6,3.6832,0.11905,6.7625203,1.7336959,15.263821256160735
12,23,932,5.4526,-0.0242999999999993,46.25,24.25,17.3,5.4994,0.0,8.226159,0.5168989,15.263821256160735
12,23,932,8.2498,2.7972,90.667,44.417,13.5,3.7343,0.12613,9.562807,0.36499816,15.263821256160735
12,23,932,9.3322,1.0824,139.83,49.163,17.9,4.4893,0.0,10.733438,0.20189063,15.263821256160735
12,23,948,0.284,0.284,1.0,1.0,10.0,5.1014,0.0,1.3499947,1.2610244,15.263821256160735
12,23,948,2.67,2.386,3.0,2.0,10.0,5.1014,0.0,1.998163,1.4051397,15.263821256160735
12,23,948,4.056,1.386,6.0,3.0,10.0,5.1014,0.0,3.207609,1.2194453,15.263821256160735
12,23,948,6.144,2.088,24.0,18.0,9.3,5.3871,0.47778,5.729876,2.0984094,15.263821256160735
12,23,948,7.9999,1.8559,51.667,27.667,9.0,5.3871,0.25271,6.976359,1.0119026,15.263821256160735
12,23,948,8.2453,0.2454,92.583,40.916,10.4,2.9792,0.04401,8.4476,0.8199331,15.263821256160735
12,23,948,9.1412,0.895899999999999,145.25,52.667,9.3,2.1222,0.0,9.860455,0.40238604,15.263821256160735
12,23,950,1.95,1.95,1.0,1.0,10.0,9.6927,0.0,1.2099907,1.6566378,15.263821256160735
12,23,950,5.474,3.524,3.0,2.0,10.0,9.6927,0.0,2.0998907,1.4037939,15.263821256160735
12,23,950,9.218,3.744,6.0,3.0,10.0,9.6927,0.0,3.1161482,1.3290331,15.263821256160735
12,23,950,14.773,5.555,25.667,19.667,7.0,10.458,0.0,5.4653416,2.4444914,15.263821256160735
12,23,950,16.158,1.385,50.0,24.333,8.0,5.1014,0.0,6.6960874,0.73389393,15.263821256160735
12,23,950,20.446,4.288,94.167,44.167,3.5,4.0812,0.076923,7.495109,0.56494474,15.263821256160735
12,23,950,22.015,1.569,148.58,54.413,9.5,4.8464,0.0,9.252571,0.76015055,15.263821256160735
12,23,955,0.54,0.54,1.0,1.0,10.0,5.1014,0.0,1.3499947,1.2610244,15.263821256160735
12,23,955,1.796,1.256,3.2,2.2,10.0,5.1014,0.0,2.032864,1.4131796,15.263821256160735
12,23,955,2.426,0.63,6.2,3.0,10.0,5.1014,0.0,3.2447553,1.2101684,15.263821256160735
12,23,955,2.768,0.342,24.2,18.0,9.3,5.3871,0.47778,5.738718,2.0880077,15.263821256160735
12,23,955,2.8762,0.1082,51.25,27.05,9.0,5.3871,0.25878,6.9656687,0.9900598,15.263821256160735
12,23,955,3.243,0.3668,92.0,40.75,10.4,2.9792,0.044172,8.441746,0.8206953,15.263821256160735
12,23,955,3.1902,-0.0528,144.83,52.83,9.3,2.1222,0.0,9.891976,0.4190649,15.263821256160735
12,23,961,4.426,4.426,1.0,1.0,17.0,2.7548,2.2,2.8237028,1.5554469,15.263821256160735
12,23,961,5.6461,1.2201,3.0833,2.0833,17.0,2.7548,0.0,3.3120496,1.7192225,15.263821256160735
12,23,961,7.0171,1.371,6.0833,3.0,17.0,2.7548,0.0,5.2734575,1.5800861,15.263821256160735
12,23,961,8.1243,1.1072,23.417,17.3337,14.0,3.8057,0.54335,7.69774,2.2426338,15.263821256160735
12,23,961,9.0049,0.880599999999999,47.167,23.75,16.0,4.071,0.02521,9.798405,1.2486997,15.263821256160735
12,23,961,9.7617,0.7568,94.417,47.25,15.0,2.8874,0.054968,12.047494,0.9354398,15.263821256160735
12,23,961,9.8115,0.0498000000000012,144.25,49.833,16.0,2.1018,0.084337,12.422161,-0.09952106,15.263821256160735
12,23,980,5.012,5.012,3.5333,3.5333,18.5,3.97,0.0,4.6901445,4.471053,15.263821256160735
12,23,980,8.592,3.58,6.0667,2.5334,19.8,3.63,0.0,7.2758145,3.3182425,15.263821256160735
12,23,980,9.7412,1.1492,23.017,16.9503,12.1,1.21,0.0,10.519135,3.006373,15.263821256160735
12,23,980,12.477,2.7358,47.05,24.033,16.1,1.61,0.0,12.387383,2.4759219,15.263821256160735
12,23,980,12.705,0.228,69.867,22.817,15.8,2.12,0.0,13.26047,0.90890783,15.263821256160735
12,23,980,12.902,0.196999999999999,119.17,49.303,13.6,1.9,0.0,12.0369,-0.003927093,15.263821256160735
12,23,980,12.854,-0.048,167.13,47.96,15.3,1.38,0.0,11.651079,-0.45565403,15.263821256160735
12,23,1005,7.0592,7.0592,3.1667,3.1667,11.8,5.39,0.3125,3.4696004,3.4247837,15.263821256160735
12,23,1005,10.143,3.0838,5.0833,1.9166,12.2,5.47,0.73684,4.6829333,2.454258,15.263821256160735
12,23,1005,17.995,7.852,20.0,14.9167,11.6,5.56,0.18792,8.263171,2.8036425,15.263821256160735
12,23,1005,21.88,3.885,45.933,25.933,8.6,3.53,0.27027,10.45957,2.3392005,15.263821256160735
12,23,1005,21.068,-0.811999999999998,70.5,24.567,7.8,4.08,0.21951,11.536632,0.89837366,15.263821256160735
12,23,1005,21.416,0.347999999999999,120.07,49.57,10.4,3.79,0.22177,12.624054,0.8135205,15.263821256160735
