sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
4,5,184,8.2802,8.2802,5.15,5.15,11.15,8.27,0.0,8.146454,,20.753505396842957
4,5,184,9.4622,1.182,20.15,15.0,8.43,6.23,0.0,9.957197,,20.753505396842957
4,5,184,11.235,1.7728,45.15,25.0,10.0,7.3,0.0,12.676013,,20.753505396842957
4,5,184,12.195,0.960000000000001,95.45,50.3,12.7,3.77,0.0,12.249394,,20.753505396842957
4,5,184,12.965,0.77,164.15,68.7,10.57,6.16,0.010189,12.33587,,20.753505396842957
4,5,205,2.8403,2.8403,1.4167,1.4167,10.2,3.8,0.0,1.4069383,,20.753505396842957
4,5,205,12.025,9.1847,5.4167,4.0,13.5,6.1,0.0,4.571465,,20.753505396842957
4,5,205,19.304,7.279,24.417,19.0003,10.2,4.0,0.0052632,10.572693,,20.753505396842957
4,5,205,25.092,5.788,50.167,25.75,12.4,3.3,0.17087,15.9237,,20.753505396842957
4,5,205,28.841,3.749,96.167,46.0,10.9,1.8,0.0043478,19.289316,,20.753505396842957
4,5,205,30.425,1.584,168.5,72.333,12.7,4.1,0.11751,17.719654,,20.753505396842957
4,5,208,1.4489,1.4489,1.4167,1.4167,19.0,4.1,0.0,2.1770012,,20.753505396842957
4,5,208,2.6703,1.2214,4.25,2.8333,20.1,2.4,0.0,4.6636195,,20.753505396842957
4,5,208,5.0198,2.3495,25.417,21.167,17.8,1.1,0.0,9.229275,,20.753505396842957
4,5,208,5.7801,0.7603,48.667,23.25,14.9,1.5,0.0,11.583175,,20.753505396842957
4,5,208,7.7201,1.94,97.167,48.5,15.5,1.4,0.11546,12.763567,,20.753505396842957
4,5,208,9.2932,1.5731,169.0,71.833,14.9,2.0,0.0027842,11.124237,,20.753505396842957
4,5,918,2.511,2.511,1.0333,1.0333,16.3,8.1827,0.2,2.0269842,,20.753505396842957
4,5,918,5.773,3.262,3.0333,2.0,16.3,8.1317,0.0,3.9690194,,20.753505396842957
