sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
6,23,186,4.7615,4.7615,3.15,3.15,17.48,3.7,0.0,5.872953,6.1432233,17.513122940063475
6,23,186,6.156,1.3945,19.85,16.7,11.47,2.57,0.0,7.7321095,1.4937632,17.513122940063475
6,23,186,9.12,2.964,43.85,24.0,13.3,4.39,0.0,7.7152467,0.3707091,17.513122940063475
6,23,186,11.083,1.963,94.85,51.0,12.87,5.79,0.0,7.7652407,-0.75112605,17.513122940063475
6,23,186,11.083,0.0,165.85,71.0,9.15,5.12,0.20845,9.380927,0.44226465,17.513122940063475
6,23,194,1.8792,1.8792,4.0,4.0,18.24,6.78,0.0,5.3396015,5.8891096,17.513122940063475
6,23,194,3.0557,1.1765,20.25,16.25,13.95,3.93,0.0,8.120954,3.8476045,17.513122940063475
6,23,194,4.5353,1.4796,44.0,23.75,14.34,4.02,0.0,10.487385,2.5563,17.513122940063475
6,23,194,5.2265,0.691199999999999,92.0,48.0,13.1,2.84,0.0020833,12.102478,1.8149691,17.513122940063475
6,23,194,5.2773,0.0508000000000006,164.5,72.5,10.67,3.52,0.049655,12.209312,1.0191507,17.513122940063475
6,23,197,6.0246,6.0246,6.85,6.85,9.51,5.27,0.0,8.186947,8.249594,17.513122940063475
6,23,197,7.2418,1.2172,23.85,17.0,4.4,2.48,0.0,9.305109,1.5139989,17.513122940063475
6,23,197,7.2418,0.0,47.15,23.3,10.08,7.59,0.0,9.702438,1.6590717,17.513122940063475
6,23,197,9.6718,2.43,95.75,48.6,8.76,4.43,0.0,10.905497,0.66549015,17.513122940063475
6,23,197,15.272,5.6002,172.05,76.3,11.54,6.09,0.0,12.691964,1.0992281,17.513122940063475
6,23,928,1.11,1.11,1.0,1.0,17.5,4.6219,0.2,1.2959007,1.4072425,17.513122940063475
6,23,928,2.524,1.414,3.0,2.0,17.5,4.6219,0.0,2.5614383,1.818994,17.513122940063475
6,23,928,3.781,1.257,6.0,3.0,17.5,4.6219,0.0,3.9146647,0.8878163,17.513122940063475
6,23,928,7.6456,3.8646,23.083,17.083,13.8,2.8874,0.30409,5.264293,0.93657994,17.513122940063475
6,23,928,7.5404,-0.1052,49.367,26.284,8.7,5.7544,0.11407,5.820336,1.0017627,17.513122940063475
6,23,928,8.4543,0.9139,97.417,48.05,10.4,5.0402,0.10395,6.866277,1.392897,17.513122940063475
6,23,928,8.0277,-0.426600000000001,144.83,47.413,13.6,2.1732,0.080169,8.384678,0.7370311,17.513122940063475
6,23,930,0.192,0.192,1.0,1.0,10.2,1.1529,0.0,0.811873,0.2120808,17.513122940063475
6,23,930,0.852,0.66,3.0833,2.0833,10.2,1.6223,0.0,3.2494638,2.7459517,17.513122940063475
