sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
11,19,190,10.586,10.586,4.25,4.25,12.52,4.02,0.047059,5.294902,6.0120597,19.60206093788147
11,19,190,15.53,4.944,19.75,15.5,9.64,3.16,0.0,6.8049374,0.79649657,19.60206093788147
11,19,190,17.561,2.031,45.75,26.0,10.51,5.47,0.47308,6.6973715,1.1801319,19.60206093788147
11,19,190,18.511,0.949999999999999,95.5,49.75,11.06,7.01,0.13065,7.1977286,0.99484915,19.60206093788147
11,19,190,18.895,0.384,166.5,71.0,11.06,7.01,0.0,8.483392,1.9913993,19.60206093788147
11,19,196,1.868,1.868,4.5,4.5,11.82,7.47,0.0,2.9393873,4.938629,19.60206093788147
11,19,196,2.3637,0.4957,23.35,18.85,8.68,6.75,0.0,5.7357845,2.7796962,19.60206093788147
11,19,196,3.2037,0.84,44.35,21.0,10.97,5.91,0.0,8.100848,2.0529835,19.60206093788147
11,19,196,4.0572,0.8535,94.85,50.5,12.48,5.52,0.091089,10.462854,1.7778999,19.60206093788147
11,19,196,4.5944,0.5372,162.85,68.0,13.03,5.91,0.041176,13.018509,2.2195935,19.60206093788147
11,19,206,2.2307,2.2307,1.1667,1.1667,13.6,2.3,0.0,0.18605733,1.346826,19.60206093788147
11,19,206,7.559,5.3283,5.25,4.0833,16.1,2.2,0.09796,2.9081614,2.8249269,19.60206093788147
11,19,206,17.385,9.826,23.917,18.667,14.6,3.3,0.0053571,6.576162,3.9932935,19.60206093788147
11,19,206,21.909,4.524,49.667,25.75,13.4,3.0,0.0,8.222895,1.7121034,19.60206093788147
11,19,206,24.789,2.88,96.333,46.666,18.0,2.8,0.0021429,10.316522,2.059487,19.60206093788147
11,19,206,28.074,3.285,170.5,74.167,14.6,3.3,0.10517,11.832493,0.8724882,19.60206093788147
11,19,959,1.998,1.998,1.0,1.0,10.0,9.6927,0.0,0.7829961,1.5085188,19.60206093788147
11,19,959,3.948,1.95,3.0,2.0,10.0,9.6927,0.0,2.9438539,2.030047,19.60206093788147
11,19,959,5.271,1.323,6.0,3.0,10.0,9.6927,0.0,5.2114263,1.9048119,19.60206093788147
11,19,959,9.2247,3.9537,25.083,19.083,7.0,10.458,0.0,8.561784,3.118467,19.60206093788147
11,19,959,9.9079,0.683199999999999,49.5,24.417,8.0,5.1014,0.0,10.776336,1.3414229,19.60206093788147
11,19,959,12.592,2.6841,92.833,43.333,3.5,4.0812,0.078522,12.802342,2.0073328,19.60206093788147
11,19,959,13.232,0.639999999999999,147.42,54.587,9.5,4.8464,0.0,14.907535,1.7706063,19.60206093788147
11,19,963,1.914,1.914,1.0,1.0,10.0,9.6927,0.0,0.77848387,1.5094048,19.60206093788147
11,19,963,4.394,2.48,3.0,2.0,10.0,9.6927,0.0,2.9381115,2.0383656,19.60206093788147
11,19,963,6.152,1.758,6.0,3.0,10.0,9.6927,0.0,5.255611,1.9436697,19.60206093788147
11,19,963,12.761,6.609,25.5,19.5,7.0,10.458,0.0,8.614515,3.1485972,19.60206093788147
11,19,963,13.417,0.656000000000001,49.75,24.25,8.0,5.1014,0.0,10.787525,1.2965982,19.60206093788147
11,19,963,14.572,1.155,93.917,44.167,3.5,4.0812,0.12364,12.950498,2.0373151,19.60206093788147
11,19,963,16.102,1.53,148.42,54.503,9.5,4.8464,0.0,15.038088,1.7690743,19.60206093788147
11,19,970,4.52,4.52,1.0167,1.0167,17.0,2.7548,2.2,2.351106,2.9826736,19.60206093788147
11,19,970,8.348,3.828,3.0167,2.0,17.0,2.7548,0.0,3.8097167,1.9723399,19.60206093788147
11,19,970,9.938,1.59,6.0167,3.0,17.0,2.7548,0.0,5.055048,1.3885889,19.60206093788147
11,19,970,12.216,2.278,23.767,17.7503,14.0,3.8057,0.52809,5.9906507,0.9255814,19.60206093788147
11,19,970,13.311,1.095,47.517,23.75,16.0,4.071,0.02521,7.3418384,1.2711034,19.60206093788147
11,19,970,14.068,0.757,94.767,47.25,15.0,2.8874,0.054968,8.5856495,0.84954923,19.60206093788147
11,19,970,13.869,-0.199,144.6,49.833,16.0,2.1018,0.084337,9.136571,0.2562374,19.60206093788147
11,19,973,0.7409,0.7409,3.1,3.1,9.2,1.3,0.0,1.6046576,0.8568587,19.60206093788147
11,19,973,0.9623,0.2214,5.8667,2.7667,10.8,1.19,0.0,1.921764,0.749974,19.60206093788147
11,19,973,2.4263,1.464,24.367,18.5003,3.8,0.59,0.010929,3.0347779,1.164886,19.60206093788147
11,19,973,2.9618,0.5355,49.9,25.533,8.8,0.97,0.0,2.495768,0.13127726,19.60206093788147
11,19,973,3.7674,0.8056,71.2,21.3,9.2,1.18,0.0,2.2237883,0.8429233,19.60206093788147
11,19,973,4.0608,0.293400000000001,120.12,48.92,8.3,1.33,0.02045,1.7856477,0.62092596,19.60206093788147
11,19,973,4.8816,0.820799999999999,165.73,45.61,9.7,2.79,0.074561,3.4696026,1.3020619,19.60206093788147
11,19,984,3.3604,3.3604,3.0667,3.0667,17.7,4.04,0.0,1.1274265,2.024476,19.60206093788147
11,19,984,8.7592,5.3988,6.4333,3.3666,19.7,3.52,0.0,3.1709604,1.8199636,19.60206093788147
11,19,984,10.064,1.3048,23.95,17.5167,12.0,1.18,0.0,4.351114,1.0876125,19.60206093788147
11,19,984,13.496,3.432,47.933,23.983,16.1,1.61,0.0,6.087297,1.4606405,19.60206093788147
11,19,984,13.267,-0.229000000000001,70.817,22.884,15.8,2.12,0.0,7.1025085,0.7150766,19.60206093788147
11,19,984,13.316,0.0490000000000013,119.67,48.853,13.6,1.9,0.0,7.509024,0.20035775,19.60206093788147
11,19,984,13.46,0.144,167.78,48.11,15.3,1.38,0.0,6.870669,-0.015957866,19.60206093788147
11,19,990,7.966,7.966,3.5,3.5,14.5,4.7,0.0,3.0263858,4.4376683,19.60206093788147
11,19,990,9.91,1.944,6.5667,3.0667,12.0,3.75,0.0,6.6447325,3.5063844,19.60206093788147
11,19,990,15.376,5.466,20.267,13.7003,10.2,3.18,0.058394,10.532384,3.8388777,19.60206093788147
11,19,990,16.858,1.482,44.2,23.933,9.8,3.68,0.14226,12.487377,2.5104907,19.60206093788147
11,19,990,17.564,0.706,69.433,25.233,9.2,3.21,0.0,13.647529,1.9010723,19.60206093788147
11,19,990,17.935,0.370999999999999,115.85,46.417,10.7,2.27,0.0,13.526924,0.8303181,19.60206093788147
11,19,990,17.987,0.0519999999999996,168.23,52.38,11.2,3.75,0.0076482,15.450701,1.3857249,19.60206093788147
11,19,994,1.5836,1.5836,3.7333,3.7333,10.0,5.0,0.054054,2.3336127,2.633641,19.60206093788147
