sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
0,15,195,8.6395,8.6395,4.7,4.7,11.82,7.47,0.0,,9.216528,18.186436959107716
0,15,195,12.389,3.7495,23.4,18.7,8.68,6.75,0.0,,2.7255573,18.186436959107716
0,15,195,14.392,2.003,44.4,21.0,10.97,5.91,0.0,,1.2822856,18.186436959107716
0,15,195,15.882,1.49,94.9,50.5,12.48,5.52,0.091089,,0.37986472,18.186436959107716
0,15,195,18.5,2.618,162.9,68.0,13.03,5.91,0.041176,,1.0087124,18.186436959107716
0,15,196,1.868,1.868,4.5,4.5,11.82,7.47,0.0,,5.3875465,18.186436959107716
0,15,196,2.3637,0.4957,23.35,18.85,8.68,6.75,0.0,,4.8068085,18.186436959107716
0,15,196,3.2037,0.84,44.35,21.0,10.97,5.91,0.0,,2.7170935,18.186436959107716
0,15,196,4.0572,0.8535,94.85,50.5,12.48,5.52,0.091089,,1.6160804,18.186436959107716
0,15,196,4.5944,0.5372,162.85,68.0,13.03,5.91,0.041176,,0.33131096,18.186436959107716
0,15,200,0.22185,0.22185,2.25,2.25,3.6,2.5,0.0,,1.7286206,18.186436959107716
0,15,200,2.4662,2.24435,4.8333,2.5833,3.3,2.9,0.0,,0.59931624,18.186436959107716
0,15,200,3.8748,1.4086,20.75,15.9167,-1.9,1.9,0.0,,0.59817755,18.186436959107716
0,15,200,4.3997,0.5249,94.667,73.917,-1.6,3.7,0.082525,,6.4647336,18.186436959107716
0,15,200,5.1117,0.712,165.17,70.503,0.3,3.0,0.22837,,5.776987,18.186436959107716
0,15,927,4.408,4.408,1.0,1.0,16.3,8.1827,0.2,,3.6749165,18.186436959107716
0,15,927,7.924,3.516,3.0,2.0,16.3,8.1317,0.0,,2.288813,18.186436959107716
0,15,927,8.104,0.179999999999999,6.0,3.0,16.3,7.2134,0.0,,0.37459013,18.186436959107716
0,15,927,8.5615,0.457500000000001,24.25,18.25,17.6,3.6832,0.10929,,2.8155575,18.186436959107716
0,15,927,9.655,1.0935,48.583,24.333,17.3,5.4994,0.0,,0.70443857,18.186436959107716
0,15,927,10.139,0.484,92.583,44.0,13.5,3.7343,0.12727,,1.1211145,18.186436959107716
0,15,927,8.904,-1.235,142.0,49.417,17.9,4.4893,0.0,,0.90398705,18.186436959107716
0,15,940,5.108,5.108,1.0,1.0,16.3,8.1827,0.2,,3.6749165,18.186436959107716
0,15,940,7.052,1.944,3.0,2.0,16.3,8.1317,0.0,,2.288813,18.186436959107716
0,15,940,7.658,0.606000000000001,6.0,3.0,16.3,7.2134,0.0,,0.37459013,18.186436959107716
0,15,940,8.118,0.46,24.383,18.383,17.6,3.6832,0.1087,,2.8356142,18.186436959107716
0,15,940,8.847,0.728999999999999,48.717,24.334,17.3,5.4994,0.0,,0.69465387,18.186436959107716
0,15,940,8.1526,-0.6944,92.133,43.416,13.5,3.7343,0.12903,,1.1287819,18.186436959107716
0,15,940,9.5498,1.3972,142.05,49.917,17.9,4.4893,0.0,,0.91934025,18.186436959107716
0,15,957,0.85,0.85,1.0833,1.0833,14.0,16.1,2.4,,1.204329,18.186436959107716
0,15,957,2.354,1.504,3.0833,2.0,14.0,15.814,0.0,,1.0746901,18.186436959107716
0,15,957,3.434,1.08,6.0833,3.0,14.0,16.784,0.0,,0.6630696,18.186436959107716
0,15,957,4.64,1.206,24.083,17.9997,14.0,5.6014,0.0,,1.026878,18.186436959107716
0,15,957,6.272,1.632,48.5,24.417,16.0,14.141,0.0,,0.83833516,18.186436959107716
0,15,957,8.0,1.728,98.917,50.417,17.0,28.374,0.045833,,1.5275766,18.186436959107716
0,15,957,8.5604,0.5604,145.42,46.503,13.5,21.457,0.025696,,0.1847245,18.186436959107716
0,15,958,2.208,2.208,1.0833,1.0833,10.0,5.1014,0.0,,1.4683236,18.186436959107716
0,15,958,3.73,1.522,3.0833,2.0,10.0,5.1014,0.0,,2.1678352,18.186436959107716
0,15,958,5.221,1.491,6.0833,3.0,10.0,5.1014,0.0,,1.8586693,18.186436959107716
0,15,958,6.481,1.26,24.083,17.9997,9.3,5.3871,0.47778,,2.1118648,18.186436959107716
0,15,958,6.3076,-0.1734,53.0,28.917,9.0,5.3871,0.24221,,0.966959,18.186436959107716
0,15,958,5.818,-0.4896,93.75,40.75,10.4,2.9792,0.044118,,0.02943439,18.186436959107716
0,15,958,6.2404,0.422400000000001,146.5,52.75,9.3,2.1222,0.0,,0.50727415,18.186436959107716
0,15,965,1.27,1.27,1.0,1.0,10.0,9.6927,0.0,,1.1148541,18.186436959107716
0,15,965,3.748,2.478,3.0,2.0,10.0,9.6927,0.0,,2.2812552,18.186436959107716
0,15,965,6.2148,2.4668,5.8333,2.8333,10.0,9.6927,0.0,,2.0090365,18.186436959107716
0,15,965,11.849,5.6342,24.917,19.0837,7.0,10.458,0.0,,3.8704774,18.186436959107716
0,15,965,13.515,1.666,49.417,24.5,8.0,5.1014,0.0,,1.178213,18.186436959107716
0,15,965,15.53,2.015,93.167,43.75,3.5,4.0812,0.077626,,2.6861846,18.186436959107716
0,15,965,16.503,0.973000000000001,147.42,54.253,9.5,4.8464,0.0,,1.0774335,18.186436959107716
0,15,972,3.501,3.501,1.0,1.0,17.0,2.7548,2.2,,2.4474108,18.186436959107716
0,15,972,6.779,3.278,3.0,2.0,17.0,2.7548,0.0,,0.5744686,18.186436959107716
0,15,972,7.826,1.047,6.0,3.0,17.0,2.7548,0.0,,1.5309026,18.186436959107716
0,15,972,9.3212,1.4952,23.817,17.817,14.0,3.8057,0.52809,,2.6534772,18.186436959107716
0,15,972,10.226,0.904800000000002,47.583,23.766,16.0,4.071,0.02521,,1.0620726,18.186436959107716
0,15,972,10.651,0.424999999999999,94.833,47.25,15.0,2.8874,0.054968,,0.99587196,18.186436959107716
0,15,972,10.651,0.0,144.67,49.837,16.0,2.1018,0.084337,,0.24091725,18.186436959107716
0,15,982,2.6796,2.6796,2.7667,2.7667,12.6,4.18,0.0,,4.023623,18.186436959107716
0,15,982,11.038,8.3584,5.9667,3.2,13.6,5.06,0.0,,2.8175328,18.186436959107716
0,15,982,25.329,14.291,23.683,17.7163,11.5,4.74,0.011364,,3.67887,18.186436959107716
0,15,982,28.113,2.784,47.65,23.967,11.7,3.78,0.033333,,1.9354519,18.186436959107716
0,15,982,29.274,1.161,72.367,24.717,9.8,3.68,0.13765,,0.6513066,18.186436959107716
0,15,982,31.193,1.919,126.22,53.853,9.6,2.9,0.06379,,0.7013675,18.186436959107716
0,15,982,31.749,0.555999999999997,172.58,46.36,11.6,4.04,0.0,,0.48104075,18.186436959107716
0,15,984,3.3604,3.3604,3.0667,3.0667,17.7,4.04,0.0,,4.530794,18.186436959107716
0,15,984,8.7592,5.3988,6.4333,3.3666,19.7,3.52,0.0,,3.640441,18.186436959107716
0,15,984,10.064,1.3048,23.95,17.5167,12.0,1.18,0.0,,1.48736,18.186436959107716
0,15,984,13.496,3.432,47.933,23.983,16.1,1.61,0.0,,1.716076,18.186436959107716
0,15,984,13.267,-0.229000000000001,70.817,22.884,15.8,2.12,0.0,,0.51828,18.186436959107716
0,15,984,13.316,0.0490000000000013,119.67,48.853,13.6,1.9,0.0,,0.39623946,18.186436959107716
0,15,984,13.46,0.144,167.78,48.11,15.3,1.38,0.0,,0.19760464,18.186436959107716
0,15,1008,2.3972,2.3972,2.5667,2.5667,19.9,1.46,0.0,,7.3666925,18.186436959107716
0,15,1008,5.7028,3.3056,5.8,3.2333,21.2,1.84,0.0,,5.044942,18.186436959107716
