sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
6,16,186,4.7615,4.7615,3.15,3.15,17.48,3.7,0.0,,5.589016,14.62440600792567
6,16,186,6.156,1.3945,19.85,16.7,11.47,2.57,0.0,,1.4890883,14.62440600792567
6,16,186,9.12,2.964,43.85,24.0,13.3,4.39,0.0,,2.1123686,14.62440600792567
6,16,186,11.083,1.963,94.85,51.0,12.87,5.79,0.0,,0.8859136,14.62440600792567
6,16,186,11.083,0.0,165.85,71.0,9.15,5.12,0.20845,,-0.3625679,14.62440600792567
6,16,194,1.8792,1.8792,4.0,4.0,18.24,6.78,0.0,,5.592595,14.62440600792567
6,16,194,3.0557,1.1765,20.25,16.25,13.95,3.93,0.0,,2.998563,14.62440600792567
6,16,194,4.5353,1.4796,44.0,23.75,14.34,4.02,0.0,,1.5223826,14.62440600792567
6,16,194,5.2265,0.691199999999999,92.0,48.0,13.1,2.84,0.0020833,,0.93109846,14.62440600792567
6,16,194,5.2773,0.0508000000000006,164.5,72.5,10.67,3.52,0.049655,,1.1970692,14.62440600792567
6,16,197,6.0246,6.0246,6.85,6.85,9.51,5.27,0.0,,8.425623,14.62440600792567
6,16,197,7.2418,1.2172,23.85,17.0,4.4,2.48,0.0,,2.001909,14.62440600792567
6,16,197,7.2418,0.0,47.15,23.3,10.08,7.59,0.0,,3.1318033,14.62440600792567
6,16,197,9.6718,2.43,95.75,48.6,8.76,4.43,0.0,,0.13703072,14.62440600792567
6,16,197,15.272,5.6002,172.05,76.3,11.54,6.09,0.0,,1.8159542,14.62440600792567
6,16,928,1.11,1.11,1.0,1.0,17.5,4.6219,0.2,,1.3462042,14.62440600792567
6,16,928,2.524,1.414,3.0,2.0,17.5,4.6219,0.0,,1.879615,14.62440600792567
6,16,928,3.781,1.257,6.0,3.0,17.5,4.6219,0.0,,1.3029249,14.62440600792567
6,16,928,7.6456,3.8646,23.083,17.083,13.8,2.8874,0.30409,,1.1169455,14.62440600792567
6,16,928,7.5404,-0.1052,49.367,26.284,8.7,5.7544,0.11407,,0.113080315,14.62440600792567
6,16,928,8.4543,0.9139,97.417,48.05,10.4,5.0402,0.10395,,0.9807512,14.62440600792567
6,16,928,8.0277,-0.426600000000001,144.83,47.413,13.6,2.1732,0.080169,,0.104913525,14.62440600792567
6,16,930,0.192,0.192,1.0,1.0,10.2,1.1529,0.0,,0.6291066,14.62440600792567
6,16,930,0.852,0.66,3.0833,2.0833,10.2,1.6223,0.0,,1.6311238,14.62440600792567
6,16,930,1.5811,0.7291,6.0833,3.0,10.2,2.3059,0.0,,1.275833,14.62440600792567
6,16,930,3.5971,2.016,24.167,18.0837,8.1,2.0406,0.0,,2.2333727,14.62440600792567
6,16,930,6.7387,3.1416,48.167,24.0,7.7,3.8975,0.042017,,3.6612031,14.62440600792567
