sample,model,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
9,22,198,7.1136,7.1136,6.5,6.5,9.51,5.27,0.0,3.1251333,2.9279165,16.973926838239034
9,22,198,8.5755,1.4619,23.0,16.5,4.4,2.48,0.0,5.114767,2.5220325,16.973926838239034
9,22,198,13.683,5.1075,47.0,24.0,10.08,7.59,0.0,6.9689713,2.027844,16.973926838239034
9,22,198,15.824,2.141,95.0,48.0,8.76,4.43,0.0,8.487231,1.5813012,16.973926838239034
9,22,198,19.481,3.657,172.0,77.0,11.54,6.09,0.0,6.9253707,1.7263672,16.973926838239034
9,22,204,1.333,1.333,1.25,1.25,10.8,4.1,0.0,1.546825,1.4888825,16.973926838239034
9,22,204,5.4997,4.1667,4.4167,3.1667,13.7,6.2,0.0,3.9906404,2.894465,16.973926838239034
9,22,204,11.889,6.3893,23.5,19.0833,10.3,4.0,0.0052402,8.498448,2.8300877,16.973926838239034
9,22,204,17.33,5.441,49.25,25.75,12.4,3.3,0.17087,13.856363,3.0314038,16.973926838239034
9,22,204,20.31,2.98,95.167,45.917,10.9,1.8,0.0043557,14.782177,1.3398447,16.973926838239034
9,22,204,22.557,2.247,167.67,72.503,12.7,4.0,0.11724,13.433638,0.6494875,16.973926838239034
9,22,208,1.4489,1.4489,1.4167,1.4167,19.0,4.1,0.0,2.2804677,3.2132578,16.973926838239034
9,22,208,2.6703,1.2214,4.25,2.8333,20.1,2.4,0.0,4.80461,3.606504,16.973926838239034
9,22,208,5.0198,2.3495,25.417,21.167,17.8,1.1,0.0,9.814898,2.99155,16.973926838239034
9,22,208,5.7801,0.7603,48.667,23.25,14.9,1.5,0.0,14.3766985,2.577876,16.973926838239034
9,22,208,7.7201,1.94,97.167,48.5,15.5,1.4,0.11546,14.499844,1.117856,16.973926838239034
9,22,208,9.2932,1.5731,169.0,71.833,14.9,2.0,0.0027842,11.030681,0.07353066,16.973926838239034
9,22,911,-0.031,-0.031,1.0,1.0,5.1,3.1629,0.0,-1.8473467,-0.38008118,16.973926838239034
9,22,911,2.9061,2.9371,3.3333,2.3333,5.1,3.1629,0.0,1.5156745,-0.3375213,16.973926838239034
9,22,911,3.1131,0.207,6.5,3.1667,5.1,3.1629,0.0,0.2420341,-0.08025791,16.973926838239034
9,22,911,5.665,2.5519,23.417,16.917,7.9,4.4485,0.0,2.2508335,1.8471844,16.973926838239034
9,22,911,9.4412,3.7762,47.333,23.916,8.8,2.265,0.12552,4.245565,1.5741569,16.973926838239034
