sample,model,n_parameters,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
14,1,570474,201,-0.44683,-0.44683,-1.447110531628585,-0.6755750979742274,-1.842304072093529,-0.3109565300838894,-0.28458986084369403,0.8038756,0.8038756,266.37564523617425
14,1,570474,201,-0.35187,0.09496,-1.367260634274495,-0.2598256540737106,-1.4947550824045928,-0.353876783064349,-0.28458986084369403,1.7985669,0.9946913,266.37564523617425
14,1,570474,201,0.92481,1.27668,-0.9643008782244815,2.522525592914346,-1.433422907753604,-0.3109565300838894,-0.28458986084369403,2.7607684,0.96220154,266.37564523617425
14,1,570474,201,2.8836,1.95879,-0.42204446591894423,3.722031627171768,-1.1063179762816637,0.8049700474080598,-0.28458986084369403,3.8898733,1.1291049,266.37564523617425
14,1,570474,201,6.5594,3.6758,0.6642956384574402,8.407224289534465,-1.4947550824045928,1.7921358659586302,-0.2620024300670902,5.455851,1.5659778,266.37564523617425
14,1,570474,201,9.0318,2.4724,2.2705859716628334,12.884599797025816,-1.4743110241875965,1.0624915652908171,-0.22348718833238296,6.054317,0.5984658,266.37564523617425
14,1,570474,203,1.7841,1.7841,-1.445254282793825,-0.6595906390630704,-0.7792130448097234,-0.22511602412297035,-0.28458986084369403,3.4292285,3.4292285,266.37564523617425
14,1,570474,203,5.1678,3.3837,-1.3784025840629708,-0.3717552445044184,-0.10455912364884695,0.16116625270116605,-0.28458986084369403,8.119545,4.690316,266.37564523617425
14,1,570474,203,5.77,0.6022,-0.9717214167836064,2.5545712668418763,-0.656548695507746,-0.010514759220672425,4.602654947759558,11.106579,2.9870343,266.37564523617425
14,1,570474,203,6.1289,0.3589,-0.4201949022540573,3.8018579765960343,-1.0245417434136788,-0.1392755181620511,0.07132761831204432,13.969397,2.862817,266.37564523617425
14,1,570474,203,9.0274,2.8985,0.6438613025453757,8.215334026495364,-0.288555647601813,0.375767517603464,-0.28458986084369403,16.682896,2.7134984,266.37564523617425
