sample,model,n_parameters,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
7,1,570474,192,5.0611,5.0611,5.75,5.75,8.51,7.89,0.0,6.385458,6.385458,266.92207437356313
7,1,570474,192,7.0382,1.9771,22.75,17.0,3.86,3.72,0.0,7.2124853,0.8270273,266.92207437356313
7,1,570474,192,9.9854,2.9472,46.75,24.0,7.59,6.94,0.075,9.193112,1.9806268,266.92207437356313
7,1,570474,192,12.611,2.6256,94.75,48.0,9.94,4.78,0.13542,10.709172,1.5160605,266.92207437356313
7,1,570474,192,15.513,2.902,166.75,72.0,12.32,5.36,0.068056,13.113812,2.40464,266.92207437356313
7,1,570474,198,7.1136,7.1136,6.5,6.5,9.51,5.27,0.0,2.7299814,2.7299814,266.92207437356313
7,1,570474,198,8.5755,1.4619,23.0,16.5,4.4,2.48,0.0,3.2090044,0.47902304,266.92207437356313
7,1,570474,198,13.683,5.1075,47.0,24.0,10.08,7.59,0.0,5.835339,2.6263347,266.92207437356313
7,1,570474,198,15.824,2.141,95.0,48.0,8.76,4.43,0.0,8.167454,2.3321152,266.92207437356313
7,1,570474,198,19.481,3.657,172.0,77.0,11.54,6.09,0.0,9.688538,1.521083,266.92207437356313
7,1,570474,201,-0.44683,-0.44683,1.4167,1.4167,3.7,2.6,0.0,1.5288125,1.5288125,266.92207437356313
7,1,570474,201,-0.35187,0.09496,5.0,3.5833,5.4,2.5,0.0,2.7147298,1.1859171,266.92207437356313
7,1,570474,201,0.92481,1.27668,23.083,18.083,5.7,2.6,0.0,4.2215767,1.5068473,266.92207437356313
7,1,570474,201,2.8836,1.95879,47.417,24.334,7.3,5.2,0.0,5.534143,1.3125662,266.92207437356313
7,1,570474,201,6.5594,3.6758,96.167,48.75,5.4,7.5,0.0020513,6.720425,1.186282,266.92207437356313
7,1,570474,201,9.0318,2.4724,168.25,72.083,5.5,5.8,0.0055491,7.9515433,1.2311182,266.92207437356313
7,1,570474,917,0.361,0.361,1.3333,1.3333,2.8,7.0808,0.6,0.47715783,0.47715783,266.92207437356313
7,1,570474,917,1.137,0.776,3.3333,2.0,2.8,7.846,0.0,1.1788616,0.7017038,266.92207437356313
7,1,570474,917,1.2735,0.1365,4.5833,1.25,2.8,7.04,0.0,1.3639762,0.18511462,266.92207437356313
7,1,570474,917,4.4695,3.196,23.417,18.8337,4.9,7.8664,0.06383,3.9125257,2.5485494,266.92207437356313
7,1,570474,917,6.9655,2.496,47.417,24.0,6.3,11.264,0.0,5.3830047,1.470479,266.92207437356313
7,1,570474,917,11.573,4.6075,94.917,47.5,6.9,12.478,0.033684,11.432346,6.049342,266.92207437356313
7,1,570474,917,14.853,3.28,144.58,49.663,8.3,9.1214,0.0,14.425127,2.9927802,266.92207437356313
7,1,570474,922,0.873,0.873,1.0,1.0,2.8,7.0808,0.6,0.9188098,0.9188098,266.92207437356313
7,1,570474,922,1.841,0.968,3.0,2.0,2.8,7.846,0.0,1.7112373,0.79242754,266.92207437356313
7,1,570474,922,3.527,1.686,6.0,3.0,2.8,7.04,0.0,3.2062325,1.4949954,266.92207437356313
7,1,570474,922,8.5322,5.0052,25.417,19.417,4.9,7.8664,0.061856,11.631809,8.425577,266.92207437356313
7,1,570474,922,9.8282,1.296,49.417,24.0,6.3,11.264,0.0,13.79977,2.167961,266.92207437356313
7,1,570474,922,19.197,9.3688,97.2,47.783,6.9,12.478,0.033473,27.271366,13.471596,266.92207437356313
7,1,570474,922,24.246,5.049,146.67,49.47,8.3,9.1214,0.0,37.29083,10.019464,266.92207437356313
7,1,570474,924,1.9767,1.9767,1.0833,1.0833,5.1,3.1629,0.0,1.2145927,1.2145927,266.92207437356313
7,1,570474,924,3.0887,1.112,3.25,2.1667,5.1,3.1629,0.0,2.3509176,1.1363249,266.92207437356313
7,1,570474,924,3.0743,-0.0143999999999997,5.6667,2.4167,5.1,3.1629,0.0,2.563231,0.21231353,266.92207437356313
7,1,570474,924,6.8627,3.7884,22.083,16.4163,7.9,4.4485,0.0,6.2887125,3.7254813,266.92207437356313
7,1,570474,924,11.504,4.6413,45.917,23.834,8.8,2.265,0.12605,11.291164,5.002452,266.92207437356313
7,1,570474,924,14.788,3.284,94.25,48.333,7.6,2.9078,0.082816,13.205922,1.9147577,266.92207437356313
7,1,570474,924,17.267,2.479,142.87,48.62,5.4,4.4383,0.012346,15.921826,2.7159045,266.92207437356313
7,1,570474,959,1.998,1.998,1.0,1.0,10.0,9.6927,0.0,1.2663175,1.2663175,266.92207437356313
7,1,570474,959,3.948,1.95,3.0,2.0,10.0,9.6927,0.0,3.4473538,2.1810365,266.92207437356313
7,1,570474,959,5.271,1.323,6.0,3.0,10.0,9.6927,0.0,5.596237,2.1488836,266.92207437356313
7,1,570474,959,9.2247,3.9537,25.083,19.083,7.0,10.458,0.0,10.194326,4.598089,266.92207437356313
7,1,570474,959,9.9079,0.683199999999999,49.5,24.417,8.0,5.1014,0.0,12.160397,1.9660704,266.92207437356313
7,1,570474,959,12.592,2.6841,92.833,43.333,3.5,4.0812,0.078522,14.75337,2.5929737,266.92207437356313
7,1,570474,959,13.232,0.639999999999999,147.42,54.587,9.5,4.8464,0.0,16.284285,1.5309138,266.92207437356313
7,1,570474,966,0.728,0.728,1.0833,1.0833,14.0,16.1,2.4,0.9912332,0.9912332,266.92207437356313
