sample,model,n_parameters,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
13,1,570474,183,3.4692,3.4692,6.0,6.0,13.77,4.31,0.0,5.5333138,5.5333138,267.8950125614802
13,1,570474,183,5.5152,2.046,20.5,14.5,9.88,3.38,0.0,7.300348,1.7670339,267.8950125614802
13,1,570474,183,5.5152,0.0,45.2,24.7,10.64,3.51,0.0,10.477961,3.1776128,267.8950125614802
13,1,570474,183,5.8272,0.312,93.2,48.0,9.45,4.26,0.0,12.180146,1.702186,267.8950125614802
13,1,570474,183,6.9332,1.106,163.2,70.0,10.32,4.84,0.0,14.596685,2.4165394,267.8950125614802
13,1,570474,191,4.8096,4.8096,4.3,4.3,12.52,4.02,0.046512,3.8880024,3.8880024,267.8950125614802
13,1,570474,191,7.4771,2.6675,19.8,15.5,9.64,3.16,0.0,5.947494,2.0594916,267.8950125614802
13,1,570474,191,8.8629,1.3858,45.8,26.0,10.51,5.47,0.47308,8.479451,2.5319571,267.8950125614802
13,1,570474,191,9.9429,1.08,95.8,50.0,11.06,7.01,0.13,11.172736,2.693285,267.8950125614802
13,1,570474,191,10.545,0.6021,165.8,70.0,11.06,7.01,0.0,12.773873,1.6011373,267.8950125614802
13,1,570474,205,2.8403,2.8403,1.4167,1.4167,10.2,3.8,0.0,1.5314466,1.5314466,267.8950125614802
13,1,570474,205,12.025,9.1847,5.4167,4.0,13.5,6.1,0.0,4.663278,3.1318316,267.8950125614802
13,1,570474,205,19.304,7.279,24.417,19.0003,10.2,4.0,0.0052632,11.716896,7.053618,267.8950125614802
13,1,570474,205,25.092,5.788,50.167,25.75,12.4,3.3,0.17087,15.8777485,4.160852,267.8950125614802
13,1,570474,205,28.841,3.749,96.167,46.0,10.9,1.8,0.0043478,18.979013,3.101266,267.8950125614802
13,1,570474,205,30.425,1.584,168.5,72.333,12.7,4.1,0.11751,20.472885,1.4938717,267.8950125614802
13,1,570474,918,2.511,2.511,1.0333,1.0333,16.3,8.1827,0.2,2.4570756,2.4570756,267.8950125614802
13,1,570474,918,5.773,3.262,3.0333,2.0,16.3,8.1317,0.0,4.2759633,1.8188876,267.8950125614802
13,1,570474,918,6.4555,0.6825,5.1333,2.1,16.3,7.2134,0.0,5.9614124,1.6854495,267.8950125614802
13,1,570474,918,7.5878,1.1323,22.0,16.8667,17.6,3.6832,0.11834,7.165374,1.2039613,267.8950125614802
13,1,570474,918,7.6364,0.0486000000000004,46.333,24.333,17.3,5.4994,0.0,7.2203283,0.054954648,267.8950125614802
13,1,570474,918,8.6,0.9636,90.167,43.834,13.5,3.7343,0.12785,9.669173,2.4488444,267.8950125614802
13,1,570474,918,10.634,2.034,139.75,49.583,17.9,4.4893,0.0,10.079155,0.40998212,267.8950125614802
13,1,570474,931,0.205,0.205,1.0,1.0,17.5,4.6219,0.2,2.033949,2.033949,267.8950125614802
13,1,570474,931,2.841,2.636,3.0,2.0,17.5,4.6219,0.0,5.142721,3.1087725,267.8950125614802
13,1,570474,931,3.756,0.915,6.0,3.0,17.5,4.6219,0.0,7.0663867,1.9236652,267.8950125614802
13,1,570474,931,7.9185,4.1625,24.483,18.483,13.8,2.8874,0.28108,10.806616,3.7402291,267.8950125614802
13,1,570474,931,9.27,1.3515,50.017,25.534,8.7,5.7544,0.11765,12.098026,1.2914107,267.8950125614802
13,1,570474,931,11.023,1.753,98.667,48.65,10.4,5.0402,0.10267,13.769901,1.6718748,267.8950125614802
13,1,570474,931,9.3878,-1.6352,146.72,48.053,13.6,2.1732,0.079002,13.452569,-0.31733266,267.8950125614802
13,1,570474,956,1.752,1.752,1.1667,1.1667,9.0,8.4174,0.0,1.4668441,1.4668441,267.8950125614802
13,1,570474,956,6.0252,4.2732,3.0,1.8333,9.0,8.4174,0.0,3.7014904,2.2346463,267.8950125614802
13,1,570474,956,8.3532,2.328,6.0,3.0,9.0,8.4174,0.0,6.597373,2.8958826,267.8950125614802
13,1,570474,956,9.3906,1.0374,25.217,19.217,7.0,5.1014,0.065934,7.917476,1.3201033,267.8950125614802
13,1,570474,956,9.9054,0.514800000000001,48.833,23.616,10.0,6.887,0.0,8.3548155,0.43733922,267.8950125614802
13,1,570474,956,10.049,0.143599999999999,96.75,47.917,12.5,10.08,0.0,8.155638,-0.19917794,267.8950125614802
13,1,570474,956,10.098,0.0490000000000013,145.43,48.68,12.0,4.979,0.0,8.010972,-0.14466576,267.8950125614802
13,1,570474,961,4.426,4.426,1.0,1.0,17.0,2.7548,2.2,3.643,3.643,267.8950125614802
13,1,570474,961,5.6461,1.2201,3.0833,2.0833,17.0,2.7548,0.0,6.8608317,3.2178319,267.8950125614802
13,1,570474,961,7.0171,1.371,6.0833,3.0,17.0,2.7548,0.0,8.366527,1.505695,267.8950125614802
13,1,570474,961,8.1243,1.1072,23.417,17.3337,14.0,3.8057,0.54335,10.207294,1.8407673,267.8950125614802
13,1,570474,961,9.0049,0.880599999999999,47.167,23.75,16.0,4.071,0.02521,11.254858,1.0475643,267.8950125614802
13,1,570474,961,9.7617,0.7568,94.417,47.25,15.0,2.8874,0.054968,11.481998,0.22714064,267.8950125614802
13,1,570474,961,9.8115,0.0498000000000012,144.25,49.833,16.0,2.1018,0.084337,11.180876,-0.3011235,267.8950125614802
13,1,570474,968,0.946,0.946,1.1667,1.1667,14.0,16.1,2.4,1.0897299,1.0897299,267.8950125614802
13,1,570474,968,2.028,1.082,3.1667,2.0,14.0,15.814,0.0,2.6376243,1.5478944,267.8950125614802
13,1,570474,968,2.805,0.777,6.1667,3.0,14.0,16.784,0.0,3.9032493,1.265625,267.8950125614802
13,1,570474,968,3.399,0.594,24.167,18.0003,14.0,5.6014,0.0,5.1446977,1.2414483,267.8950125614802
13,1,570474,968,4.167,0.768,48.167,24.0,16.0,14.141,0.0,6.0517063,0.9070085,267.8950125614802
13,1,570474,968,5.799,1.632,98.0,49.833,17.0,28.374,0.045833,7.5169787,1.4652725,267.8950125614802
13,1,570474,968,5.9409,0.1419,145.33,47.33,13.5,21.457,0.02537,7.669635,0.15265623,267.8950125614802
13,1,570474,980,5.012,5.012,3.5333,3.5333,18.5,3.97,0.0,1.2188065,1.2188065,267.8950125614802
13,1,570474,980,8.592,3.58,6.0667,2.5334,19.8,3.63,0.0,2.3895802,1.1707736,267.8950125614802
13,1,570474,980,9.7412,1.1492,23.017,16.9503,12.1,1.21,0.0,3.4619913,1.0724113,267.8950125614802
13,1,570474,980,12.477,2.7358,47.05,24.033,16.1,1.61,0.0,4.8496337,1.3876424,267.8950125614802
13,1,570474,980,12.705,0.228,69.867,22.817,15.8,2.12,0.0,5.9537454,1.1041117,267.8950125614802
13,1,570474,980,12.902,0.196999999999999,119.17,49.303,13.6,1.9,0.0,6.5119386,0.55819297,267.8950125614802
13,1,570474,980,12.854,-0.048,167.13,47.96,15.3,1.38,0.0,6.9636207,0.45168218,267.8950125614802
13,1,570474,984,3.3604,3.3604,3.0667,3.0667,17.7,4.04,0.0,1.1049106,1.1049106,267.8950125614802
13,1,570474,984,8.7592,5.3988,6.4333,3.3666,19.7,3.52,0.0,2.3993094,1.2943988,267.8950125614802
13,1,570474,984,10.064,1.3048,23.95,17.5167,12.0,1.18,0.0,3.4259799,1.0266705,267.8950125614802
13,1,570474,984,13.496,3.432,47.933,23.983,16.1,1.61,0.0,4.9066577,1.4806778,267.8950125614802
13,1,570474,984,13.267,-0.229000000000001,70.817,22.884,15.8,2.12,0.0,6.4381657,1.5315082,267.8950125614802
13,1,570474,984,13.316,0.0490000000000013,119.67,48.853,13.6,1.9,0.0,6.9043136,0.4661478,267.8950125614802
13,1,570474,984,13.46,0.144,167.78,48.11,15.3,1.38,0.0,7.6733675,0.7690537,267.8950125614802
13,1,570474,992,0.6208,0.6208,3.1667,3.1667,14.5,2.78,0.0625,0.7235459,0.7235459,267.8950125614802
13,1,570474,992,1.57,0.9492,5.9167,2.75,15.2,3.72,0.0,1.6622671,0.9387212,267.8950125614802
13,1,570474,992,3.413,1.843,24.9,18.9833,12.4,3.18,0.12632,3.7431273,2.0808601,267.8950125614802
13,1,570474,992,4.3888,0.9758,48.817,23.917,12.1,2.95,0.067227,4.886108,1.1429806,267.8950125614802
13,1,570474,992,5.0674,0.6786,72.25,23.433,14.2,3.96,0.042735,5.57944,0.6933322,267.8950125614802
13,1,570474,992,5.6927,0.6253,120.33,48.08,17.8,2.75,0.008316,6.44451,0.86506987,267.8950125614802
13,1,570474,992,6.0294,0.3367,168.42,48.09,13.6,2.66,0.08316,6.1271772,-0.31733266,267.8950125614802
13,1,570474,1002,1.84,1.84,4.05,4.05,10.3,4.02,0.0,3.6677396,3.6677396,267.8950125614802
13,1,570474,1002,3.12,1.28,24.05,20.0,8.6,1.86,0.0,5.2437863,1.5760467,267.8950125614802
13,1,570474,1002,5.4384,2.3184,44.8,20.75,10.8,3.1,0.0,6.770329,1.5265427,267.8950125614802
13,1,570474,1002,6.512,1.0736,69.383,24.583,10.0,3.48,0.065574,7.149256,0.37892702,267.8950125614802
13,1,570474,1002,6.7525,0.240500000000001,117.55,48.167,8.9,3.4,0.22869,7.4038105,0.25455442,267.8950125614802
13,1,570474,1002,6.895,0.142499999999999,165.05,47.5,7.5,2.92,0.063158,7.4877377,0.08392742,267.8950125614802
13,1,570474,1009,5.6224,5.6224,2.75,2.75,8.9,3.73,0.35714,1.8428236,1.8428236,267.8950125614802
13,1,570474,1009,9.3484,3.726,20.75,18.0,7.5,2.72,0.31111,4.0165815,2.1737578,267.8950125614802
13,1,570474,1009,14.708,5.3596,43.967,23.217,7.8,4.08,0.23276,5.051098,1.0345165,267.8950125614802
13,1,570474,1009,16.476,1.768,71.167,27.2,7.9,3.34,0.0073529,8.398079,3.3469815,267.8950125614802
13,1,570474,1009,16.869,0.393000000000001,114.83,43.663,11.4,2.98,0.2746,11.087612,2.689533,267.8950125614802
13,1,570474,1009,17.948,1.079,161.75,46.92,12.2,2.91,0.23454,10.77028,-0.31733266,267.8950125614802
13,1,570474,1131,23.04,23.04,24.0,24.0,19.95,1.9099,0.0,26.416973,26.416973,267.8950125614802
13,1,570474,1131,24.336,1.296,48.0,24.0,21.66,1.6682,0.0,26.582054,0.16508031,267.8950125614802
13,1,570474,1131,24.72,0.384,72.0,24.0,22.11,1.7143,0.0,26.425,-0.15705343,267.8950125614802
13,1,570474,1131,24.72,0.0,168.0,96.0,20.02,1.7603,0.0020833,27.219593,0.7945931,267.8950125614802
13,1,570474,1159,0.363,0.363,1.5,1.5,13.35,2.0,0.0,1.5497941,1.5497941,267.8950125614802
13,1,570474,1159,1.1096,0.7466,5.45,3.95,12.57,2.32,0.0,2.4757867,0.9259925,267.8950125614802
13,1,570474,1159,1.4639,0.3543,23.167,17.717,9.89,2.22,0.0,3.920361,1.4445744,267.8950125614802
