sample,model,n_parameters,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
10,1,570474,188,6.9084,6.9084,4.75,4.75,6.17,7.02,0.54737,6.9675627,6.9675627,266.0634030421575
10,1,570474,188,9.1181,2.2097,23.35,18.6,4.19,6.13,0.091398,10.339457,3.3718941,266.0634030421575
10,1,570474,188,11.616,2.4979,46.25,22.9,5.18,4.56,0.0087336,12.193995,1.8545387,266.0634030421575
10,1,570474,188,14.847,3.231,94.25,48.0,7.05,4.9,0.095833,13.532742,1.3387461,266.0634030421575
10,1,570474,188,16.195,1.348,167.5,73.25,6.75,4.99,0.12969,17.465952,3.933211,266.0634030421575
10,1,570474,200,0.22185,0.22185,2.25,2.25,3.6,2.5,0.0,1.1206049,1.1206049,266.0634030421575
10,1,570474,200,2.4662,2.24435,4.8333,2.5833,3.3,2.9,0.0,1.9749548,0.85435,266.0634030421575
10,1,570474,200,3.8748,1.4086,20.75,15.9167,-1.9,1.9,0.0,2.6597142,0.6847594,266.0634030421575
10,1,570474,200,4.3997,0.5249,94.667,73.917,-1.6,3.7,0.082525,9.741653,7.0819387,266.0634030421575
10,1,570474,200,5.1117,0.712,165.17,70.503,0.3,3.0,0.22837,9.422898,-0.31875443,266.0634030421575
10,1,570474,205,2.8403,2.8403,1.4167,1.4167,10.2,3.8,0.0,1.1992527,1.1992527,266.0634030421575
10,1,570474,205,12.025,9.1847,5.4167,4.0,13.5,6.1,0.0,4.6527567,3.4535038,266.0634030421575
10,1,570474,205,19.304,7.279,24.417,19.0003,10.2,4.0,0.0052632,10.652831,6.0000744,266.0634030421575
10,1,570474,205,25.092,5.788,50.167,25.75,12.4,3.3,0.17087,12.763332,2.1105015,266.0634030421575
10,1,570474,205,28.841,3.749,96.167,46.0,10.9,1.8,0.0043478,15.392427,2.6290953,266.0634030421575
10,1,570474,205,30.425,1.584,168.5,72.333,12.7,4.1,0.11751,16.606035,1.2136081,266.0634030421575
10,1,570474,929,0.192,0.192,1.0,1.0,17.5,4.6219,0.2,1.3084216,1.3084216,266.0634030421575
10,1,570474,929,1.504,1.312,3.0,2.0,17.5,4.6219,0.0,2.5816934,1.2732718,266.0634030421575
10,1,570474,929,2.008,0.504,6.0,3.0,17.5,4.6219,0.0,3.7493982,1.1677049,266.0634030421575
10,1,570474,929,2.7992,0.7912,23.167,17.167,13.8,2.8874,0.30233,6.2459364,2.496538,266.0634030421575
10,1,570474,929,2.7209,-0.0783,49.25,26.083,8.7,5.7544,0.11494,6.179442,-0.066494554,266.0634030421575
10,1,570474,929,2.6727,-0.0482,97.467,48.217,10.4,5.0402,0.10373,6.285128,0.10568622,266.0634030421575
10,1,570474,929,2.1039,-0.5688,144.82,47.353,13.6,2.1732,0.080169,5.9663734,-0.31875443,266.0634030421575
10,1,570474,944,1.812,1.812,1.0,1.0,5.1,3.1629,0.0,0.8439517,0.8439517,266.0634030421575
10,1,570474,944,2.846,1.034,3.1667,2.1667,5.1,3.1629,0.0,1.3842913,0.5403396,266.0634030421575
10,1,570474,944,2.9228,0.0768,5.5833,2.4166,5.1,3.1629,0.0,1.5934253,0.20913404,266.0634030421575
10,1,570474,944,6.3012,3.3784,21.833,16.2497,7.9,4.4485,0.0,5.127281,3.5338562,266.0634030421575
10,1,570474,944,10.77,4.4688,45.75,23.917,8.8,2.265,0.12552,8.8527355,3.7254546,266.0634030421575
10,1,570474,944,12.799,2.029,94.083,48.333,7.6,2.9078,0.082816,12.001463,3.1487267,266.0634030421575
10,1,570474,944,15.672,2.873,142.75,48.667,5.4,4.4383,0.01232,14.067741,2.066279,266.0634030421575
10,1,570474,962,0.596,0.596,1.25,1.25,10.0,5.1014,0.0,1.1305479,1.1305479,266.0634030421575
10,1,570474,962,3.726,3.13,3.25,2.0,10.0,5.1014,0.0,3.4294987,2.298951,266.0634030421575
10,1,570474,962,5.43,1.704,6.25,3.0,10.0,5.1014,0.0,5.224677,1.7951779,266.0634030421575
10,1,570474,962,7.5776,2.1476,24.417,18.167,9.3,5.3871,0.47253,6.362879,1.1382022,266.0634030421575
10,1,570474,962,7.7206,0.143,52.167,27.75,9.0,5.3871,0.24476,6.983678,0.62079906,266.0634030421575
10,1,570474,962,7.3086,-0.412,94.0,41.833,10.4,2.9792,0.043689,7.0806828,0.09700459,266.0634030421575
10,1,570474,962,7.9302,0.6216,145.75,51.75,9.3,2.1222,0.0,7.20052,0.11983752,266.0634030421575
10,1,570474,975,0.5075,0.5075,2.9167,2.9167,16.0,3.76,0.0,2.7031124,2.7031124,266.0634030421575
10,1,570474,975,1.3643,0.8568,5.7,2.7833,16.4,3.6,0.0,5.21455,2.511438,266.0634030421575
10,1,570474,975,2.5603,1.196,24.083,18.383,11.1,1.61,0.0,6.811421,1.5968705,266.0634030421575
10,1,570474,975,3.3391,0.7788,47.7,23.617,13.9,1.82,0.0,8.425648,1.6142274,266.0634030421575
10,1,570474,975,3.7488,0.4097,71.883,24.183,16.1,1.61,0.0,8.479105,0.053456634,266.0634030421575
10,1,570474,975,4.4478,0.699,118.57,46.687,14.2,1.83,0.0,8.782283,0.30317825,266.0634030421575
10,1,570474,975,4.8334,0.3856,166.78,48.21,14.7,1.85,0.0,9.162052,0.3797695,266.0634030421575
10,1,570474,976,0.5784,0.5784,2.4333,2.4333,13.9,2.28,0.16667,0.8350409,0.8350409,266.0634030421575
10,1,570474,976,1.1424,0.564,5.45,3.0167,15.0,3.2,0.0,2.2069464,1.3719054,266.0634030421575
10,1,570474,976,3.6264,2.484,26.233,20.783,12.6,3.24,0.11594,6.2528906,4.045944,266.0634030421575
10,1,570474,976,5.1321,1.5057,50.133,23.9,12.1,2.95,0.066946,7.39202,1.1391295,266.0634030421575
