sample,model,n_parameters,pmid,e.cum,delta_e.cum,ct,dt,air.temp,wind.2m,rain.rate,prediction_ecum,prediction_delta_ecum,running_time
11,1,570474,190,10.586,10.586,4.25,4.25,12.52,4.02,0.047059,6.762339,6.762339,267.21317223707837
11,1,570474,190,15.53,4.944,19.75,15.5,9.64,3.16,0.0,8.817068,2.0547285,267.21317223707837
11,1,570474,190,17.561,2.031,45.75,26.0,10.51,5.47,0.47308,11.731196,2.914129,267.21317223707837
11,1,570474,190,18.511,0.949999999999999,95.5,49.75,11.06,7.01,0.13065,13.689635,1.958439,267.21317223707837
11,1,570474,190,18.895,0.384,166.5,71.0,11.06,7.01,0.0,18.097588,4.407952,267.21317223707837
11,1,570474,196,1.868,1.868,4.5,4.5,11.82,7.47,0.0,4.497456,4.497456,267.21317223707837
11,1,570474,196,2.3637,0.4957,23.35,18.85,8.68,6.75,0.0,8.572181,4.0747247,267.21317223707837
11,1,570474,196,3.2037,0.84,44.35,21.0,10.97,5.91,0.0,11.027138,2.4549575,267.21317223707837
11,1,570474,196,4.0572,0.8535,94.85,50.5,12.48,5.52,0.091089,13.265043,2.237905,267.21317223707837
11,1,570474,196,4.5944,0.5372,162.85,68.0,13.03,5.91,0.041176,14.653458,1.3884146,267.21317223707837
11,1,570474,206,2.2307,2.2307,1.1667,1.1667,13.6,2.3,0.0,1.2190602,1.2190602,267.21317223707837
11,1,570474,206,7.559,5.3283,5.25,4.0833,16.1,2.2,0.09796,2.6430795,1.4240193,267.21317223707837
11,1,570474,206,17.385,9.826,23.917,18.667,14.6,3.3,0.0053571,7.060709,4.4176292,267.21317223707837
11,1,570474,206,21.909,4.524,49.667,25.75,13.4,3.0,0.0,9.43549,2.374781,267.21317223707837
11,1,570474,206,24.789,2.88,96.333,46.666,18.0,2.8,0.0021429,11.397191,1.9617015,267.21317223707837
11,1,570474,206,28.074,3.285,170.5,74.167,14.6,3.3,0.10517,13.589623,2.192432,267.21317223707837
11,1,570474,959,1.998,1.998,1.0,1.0,10.0,9.6927,0.0,1.1631504,1.1631504,267.21317223707837
11,1,570474,959,3.948,1.95,3.0,2.0,10.0,9.6927,0.0,3.3502188,2.1870685,267.21317223707837
11,1,570474,959,5.271,1.323,6.0,3.0,10.0,9.6927,0.0,5.1442604,1.7940415,267.21317223707837
11,1,570474,959,9.2247,3.9537,25.083,19.083,7.0,10.458,0.0,9.755178,4.6109176,267.21317223707837
11,1,570474,959,9.9079,0.683199999999999,49.5,24.417,8.0,5.1014,0.0,11.6772375,1.9220599,267.21317223707837
11,1,570474,959,12.592,2.6841,92.833,43.333,3.5,4.0812,0.078522,14.856572,3.1793344,267.21317223707837
11,1,570474,959,13.232,0.639999999999999,147.42,54.587,9.5,4.8464,0.0,16.59946,1.7428886,267.21317223707837
11,1,570474,963,1.914,1.914,1.0,1.0,10.0,9.6927,0.0,1.1645889,1.1645889,267.21317223707837
11,1,570474,963,4.394,2.48,3.0,2.0,10.0,9.6927,0.0,3.3466246,2.1820357,267.21317223707837
11,1,570474,963,6.152,1.758,6.0,3.0,10.0,9.6927,0.0,5.13791,1.7912852,267.21317223707837
11,1,570474,963,12.761,6.609,25.5,19.5,7.0,10.458,0.0,9.855583,4.717673,267.21317223707837
11,1,570474,963,13.417,0.656000000000001,49.75,24.25,8.0,5.1014,0.0,11.801661,1.9460775,267.21317223707837
11,1,570474,963,14.572,1.155,93.917,44.167,3.5,4.0812,0.12364,14.990803,3.1891432,267.21317223707837
11,1,570474,963,16.102,1.53,148.42,54.503,9.5,4.8464,0.0,16.688171,1.6973689,267.21317223707837
11,1,570474,970,4.52,4.52,1.0167,1.0167,17.0,2.7548,2.2,4.028945,4.028945,267.21317223707837
11,1,570474,970,8.348,3.828,3.0167,2.0,17.0,2.7548,0.0,5.8227086,1.7937638,267.21317223707837
11,1,570474,970,9.938,1.59,6.0167,3.0,17.0,2.7548,0.0,6.8106294,0.98792064,267.21317223707837
11,1,570474,970,12.216,2.278,23.767,17.7503,14.0,3.8057,0.52809,8.426133,1.6155037,267.21317223707837
11,1,570474,970,13.311,1.095,47.517,23.75,16.0,4.071,0.02521,9.25053,0.8243972,267.21317223707837
11,1,570474,970,14.068,0.757,94.767,47.25,15.0,2.8874,0.054968,9.946475,0.69594467,267.21317223707837
11,1,570474,970,13.869,-0.199,144.6,49.833,16.0,2.1018,0.084337,10.094736,0.14826119,267.21317223707837
11,1,570474,973,0.7409,0.7409,3.1,3.1,9.2,1.3,0.0,0.921229,0.921229,267.21317223707837
11,1,570474,973,0.9623,0.2214,5.8667,2.7667,10.8,1.19,0.0,1.8573449,0.93611586,267.21317223707837
11,1,570474,973,2.4263,1.464,24.367,18.5003,3.8,0.59,0.010929,2.3207822,0.46343735,267.21317223707837
11,1,570474,973,2.9618,0.5355,49.9,25.533,8.8,0.97,0.0,3.5033464,1.1825641,267.21317223707837
11,1,570474,973,3.7674,0.8056,71.2,21.3,9.2,1.18,0.0,4.659456,1.1561093,267.21317223707837
11,1,570474,973,4.0608,0.293400000000001,120.12,48.92,8.3,1.33,0.02045,4.986247,0.3267915,267.21317223707837
11,1,570474,973,4.8816,0.820799999999999,165.73,45.61,9.7,2.79,0.074561,6.2879844,1.3017371,267.21317223707837
11,1,570474,984,3.3604,3.3604,3.0667,3.0667,17.7,4.04,0.0,2.4644973,2.4644973,267.21317223707837
