"","e.cum","delta_e.cum","e.cum_shift","e.rel","j.NH3","pmid","meas.tech","country","inst","ct","dt","air.temp","wind.2m","rain.rate","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","app.mthd","incorp"
"4405",14.746,2.949,11.797,0.13299062049062,0.120367346938776,3152,"IHF","NL",214,46.6,24.5,7.3,2.9,0,110.88,25.2,10.7,7.725,0,0,0,1
"4406",18.171,3.425,14.746,0.16387987012987,0.140946502057613,3152,"IHF","NL",214,70.9,24.3,8.4,2.2,0,110.88,25.2,10.7,7.725,0,0,0,1
"4407",20.169,1.998,18.171,0.181899350649351,0.0829045643153528,3152,"IHF","NL",214,95,24.1,6.8,4.6,0,110.88,25.2,10.7,7.725,0,0,0,1
"4408",0.84564,0.84564,0,0.00686396103896104,1.69128,3153,"IHF","NL",214,0.5,0.5,9.3,7.4,0,123.2,28,10.7,7.725,0,0,0,1
"4409",4.0168,3.17116,0.84564,0.0326038961038961,3.17116,3153,"IHF","NL",214,1.5,1,10.4,7.1,0,123.2,28,10.7,7.725,0,0,0,1
"4410",8.245,4.2282,4.0168,0.0669237012987013,2.8188,3153,"IHF","NL",214,3,1.5,11.7,6.4,0,123.2,28,10.7,7.725,0,0,0,1
"4411",14.587,6.342,8.245,0.118400974025974,2.114,3153,"IHF","NL",214,6,3,13.5,5.1,0,123.2,28,10.7,7.725,0,0,0,1
"4412",17.441,2.854,14.587,0.141566558441558,0.864848484848484,3153,"IHF","NL",214,9.3,3.3,10.9,3.6,0,123.2,28,10.7,7.725,0,0,0,1
"4413",21.775,4.334,17.441,0.17674512987013,0.343968253968254,3153,"IHF","NL",214,21.9,12.6,6.5,3.2,0,123.2,28,10.7,7.725,0,0,0,1
"4414",26.004,4.229,21.775,0.211071428571429,0.175477178423237,3153,"IHF","NL",214,46,24.1,7.4,2.9,0,123.2,28,10.7,7.725,0,0,0,1
"4415",28.012,2.008,26.004,0.22737012987013,0.0819591836734694,3153,"IHF","NL",214,70.5,24.5,8.4,2.2,0,123.2,28,10.7,7.725,0,0,0,1
"4416",31.395,3.383,28.012,0.254829545454545,0.139793388429752,3153,"IHF","NL",214,94.7,24.2,6.8,4.6,0,123.2,28,10.7,7.725,0,0,0,1
"4417",0.19858,0.19858,0,0.00171603871413757,0.39716,3154,"IHF","NL",214,0.5,0.5,9,6,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4418",0.39715,0.19857,0.19858,0.00343199101278949,0.19857,3154,"IHF","NL",214,1.5,1,9.3,7.1,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4419",0.49644,0.09929,0.39715,0.00429001036985828,0.0709214285714286,3154,"IHF","NL",214,2.9,1.4,10.7,7,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4420",0.50637,0.00992999999999999,0.49644,0.00437582094711372,0.00320322580645161,3154,"IHF","NL",214,6,3.1,12.9,5.7,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4421",0.59573,0.08936,0.50637,0.00514802972692707,0.0229128205128205,3154,"IHF","NL",214,9.9,3.9,11.9,3.9,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4422",1.39,0.79427,0.59573,0.0120117525060491,0.0630373015873016,3154,"IHF","NL",214,22.5,12.6,6.6,3.2,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4423",1.4893,0.0993000000000002,1.39,0.0128698582786035,0.0040530612244898,3154,"IHF","NL",214,47,24.5,7.3,2.9,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4424",1.4992,0.00990000000000002,1.4893,0.012955409609402,0.00040909090909091,3154,"IHF","NL",214,71.2,24.2,8.4,2.2,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4425",1.5092,0.01,1.4992,0.013041825095057,0.000409836065573771,3154,"IHF","NL",214,95.6,24.4,6.8,4.5,0,115.72,26.3,10.7,7.725,0,1000,4,0
"4426",12.429,12.429,0,0.112398263700488,24.858,3158,"IHF","NL",214,0.5,0.5,14.8,6.1,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4427",30.551,18.122,12.429,0.276279616567191,18.122,3158,"IHF","NL",214,1.5,1,14.7,6.3,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4428",44.687,14.136,30.551,0.404114668113583,9.424,3158,"IHF","NL",214,3,1.5,14.5,6.4,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4429",57.116,12.429,44.687,0.516512931814071,2.762,3158,"IHF","NL",214,7.5,4.5,14.2,4.5,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4430",65.086,7.97,57.116,0.588587448001447,0.664166666666667,3158,"IHF","NL",214,19.5,12,14,2,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4431",73.625,8.539,65.086,0.665807560137457,0.717563025210084,3158,"IHF","NL",214,31.4,11.9,15.5,5.3,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4432",75.428,1.803,73.625,0.682112497739193,0.141968503937008,3158,"IHF","NL",214,44.1,12.7,14.5,2.4,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4433",78.654,3.226,75.428,0.711285946825827,0.133305785123967,3158,"IHF","NL",214,68.3,24.2,15.8,2.6,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4434",81.785,3.131,78.654,0.739600289383252,0.127276422764228,3158,"IHF","NL",214,92.9,24.6,15.4,5.5,0,110.58,29.1,6.07,7.725,0,1000,0,0
"4435",2.6758,2.6758,0,0.0248819044076623,5.3516,3159,"IHF","NL",214,0.5,0.5,14.5,6,0,107.54,28.3,6.07,7.725,0,0,0,1
"4436",7.4738,4.798,2.6758,0.0694978612609262,4.798,3159,"IHF","NL",214,1.5,1,14.7,6.2,0,107.54,28.3,6.07,7.725,0,0,0,1
"4437",10.426,2.9522,7.4738,0.0969499721034034,1.845125,3159,"IHF","NL",214,3.1,1.6,14.4,6.4,0,107.54,28.3,6.07,7.725,0,0,0,1
"4438",12.918,2.492,10.426,0.120122745025107,0.859310344827586,3159,"IHF","NL",214,6,2.9,14.2,5.5,0,107.54,28.3,6.07,7.725,0,0,0,1
"4439",13.748,0.83,12.918,0.127840803421983,0.319230769230769,3159,"IHF","NL",214,8.6,2.6,13.9,3.5,0,107.54,28.3,6.07,7.725,0,0,0,1
"4440",14.948,1.2,13.748,0.138999442068068,0.104347826086957,3159,"IHF","NL",214,20.1,11.5,14,2,0,107.54,28.3,6.07,7.725,0,0,0,1
"4441",19.192,4.244,14.948,0.178463827413056,0.172520325203252,3159,"IHF","NL",214,44.7,24.6,14.9,3.9,0,107.54,28.3,6.07,7.725,0,0,0,1
"4442",20.207,1.015,19.192,0.187902175934536,0.0419421487603306,3159,"IHF","NL",214,68.9,24.2,15.8,2.5,0,107.54,28.3,6.07,7.725,0,0,0,1
"4443",21.868,1.661,20.207,0.203347591593826,0.067246963562753,3159,"IHF","NL",214,93.6,24.7,15.5,5.5,0,107.54,28.3,6.07,7.725,0,0,0,1
"4444",2.5705,2.5705,0,0.0231660057678443,5.141,3160,"IHF","NL",214,0.5,0.5,14.8,6.3,0,110.96,29.2,6.07,7.725,0,0,0,1
"4445",5.8074,3.2369,2.5705,0.0523377793799567,3.2369,3160,"IHF","NL",214,1.5,1,14.7,6.3,0,110.96,29.2,6.07,7.725,0,0,0,1
"4446",9.2348,3.4274,5.8074,0.083226387887527,2.142125,3160,"IHF","NL",214,3.1,1.6,14.5,6.4,0,110.96,29.2,6.07,7.725,0,0,0,1
"4447",12.281,3.0462,9.2348,0.110679524152848,0.662217391304348,3160,"IHF","NL",214,7.7,4.6,14.2,4.6,0,110.96,29.2,6.07,7.725,0,0,0,1
"4448",14.852,2.571,12.281,0.133850036049027,0.216050420168067,3160,"IHF","NL",214,19.6,11.9,14,2,0,110.96,29.2,6.07,7.725,0,0,0,1
"4449",20.278,5.426,14.852,0.1827505407354,0.455966386554622,3160,"IHF","NL",214,31.5,11.9,15.5,5.4,0,110.96,29.2,6.07,7.725,0,0,0,1
"4450",21.326,1.048,20.278,0.192195385724585,0.0825196850393702,3160,"IHF","NL",214,44.2,12.7,14.9,2.4,0,110.96,29.2,6.07,7.725,0,0,0,1
"4451",23.039,1.713,21.326,0.207633381398702,0.0710788381742739,3160,"IHF","NL",214,68.3,24.1,15.8,2.6,0,110.96,29.2,6.07,7.725,0,0,0,1
"4452",24.658,1.619,23.039,0.222224224945926,0.0655465587044534,3160,"IHF","NL",214,93,24.7,15.5,5.5,0,110.96,29.2,6.07,7.725,0,0,0,1
"4453",9.3155,9.3155,0,0.0832261234700259,18.631,3161,"IHF","NL",214,0.5,0.5,16.1,4.7,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4454",25.45,16.1345,9.3155,0.227374251764496,16.1345,3161,"IHF","NL",214,1.5,1,16.7,5,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4455",42.064,16.614,25.45,0.375806307513625,9.77294117647059,3161,"IHF","NL",214,3.2,1.7,17.6,5.8,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4456",58.486,16.422,42.064,0.522523005449835,5.474,3161,"IHF","NL",214,6.2,3,19,6.1,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4457",65.016,6.53000000000001,58.486,0.580863039399625,2.612,3161,"IHF","NL",214,8.7,2.5,19.1,4.5,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4458",75.388,10.372,65.016,0.673528097918342,0.836451612903226,3161,"IHF","NL",214,21.1,12.4,13.5,3.3,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4459",84.127,8.73899999999999,75.388,0.751603680871973,0.34816733067729,3161,"IHF","NL",214,46.2,25.1,15.5,2.3,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4460",87.969,3.842,84.127,0.7859287054409,0.159419087136929,3161,"IHF","NL",214,70.3,24.1,15.8,1.9,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4461",89.505,1.536,87.969,0.799651567944251,0.0656410256410257,3161,"IHF","NL",214,93.7,23.4,16.2,1.2,0,111.93,28.7,5.58,7.725,0,1000,0,0
"4462",3.1909,3.1909,0,0.0274556874892445,6.3818,3162,"IHF","NL",214,0.5,0.5,16.5,4.9,0,116.22,29.8,5.58,7.725,0,0,0,1
"4463",8.1768,4.9859,3.1909,0.0703562209602478,4.9859,3162,"IHF","NL",214,1.5,1,17,5.2,0,116.22,29.8,5.58,7.725,0,0,0,1
"4464",13.462,5.2852,8.1768,0.11583204267768,3.30325,3162,"IHF","NL",214,3.1,1.6,17.8,6.1,0,116.22,29.8,5.58,7.725,0,0,0,1
"4465",18.348,4.886,13.462,0.157872999483738,1.745,3162,"IHF","NL",214,5.9,2.8,19.2,6,0,116.22,29.8,5.58,7.725,0,0,0,1
"4466",19.943,1.595,18.348,0.171596971261401,0.550000000000001,3162,"IHF","NL",214,8.8,2.9,18.5,3.8,0,116.22,29.8,5.58,7.725,0,0,0,1
"4467",23.433,3.49,19.943,0.20162622612287,0.29327731092437,3162,"IHF","NL",214,20.7,11.9,13.4,3.3,0,116.22,29.8,5.58,7.725,0,0,0,1
"4468",27.622,4.189,23.433,0.237669936327654,0.168911290322581,3162,"IHF","NL",214,45.5,24.8,15.6,2.3,0,116.22,29.8,5.58,7.725,0,0,0,1
"4469",29.516,1.894,27.622,0.253966615040441,0.0785892116182572,3162,"IHF","NL",214,69.6,24.1,15.7,1.9,0,116.22,29.8,5.58,7.725,0,0,0,1
"4470",30.214,0.698,29.516,0.259972466012734,0.029451476793249,3162,"IHF","NL",214,93.3,23.7,16.2,1.2,0,116.22,29.8,5.58,7.725,0,0,0,1
"4471",1.9609,1.9609,0,0.0171602345322482,3.9218,3163,"IHF","NL",214,0.5,0.5,16,4.5,0,114.27,29.3,5.58,7.725,0,0,0,1
"4472",5.0002,3.0393,1.9609,0.0437577666929203,3.0393,3163,"IHF","NL",214,1.5,1,16.5,4.9,0,114.27,29.3,5.58,7.725,0,0,0,1
"4473",8.2357,3.2355,5.0002,0.0720722849391791,2.0221875,3163,"IHF","NL",214,3.1,1.6,17.4,5.6,0,114.27,29.3,5.58,7.725,0,0,0,1
"4474",11.667,3.4313,8.2357,0.102100288789709,1.18320689655172,3163,"IHF","NL",214,6,2.9,18.9,6.2,0,114.27,29.3,5.58,7.725,0,0,0,1
"4475",13.04,1.373,11.667,0.1141156909075,0.508518518518518,3163,"IHF","NL",214,8.7,2.7,19.2,4.7,0,114.27,29.3,5.58,7.725,0,0,0,1
"4476",15.393,2.353,13.04,0.134707272249934,0.185275590551181,3163,"IHF","NL",214,21.4,12.7,13.6,3.3,0,114.27,29.3,5.58,7.725,0,0,0,1
"4477",18.53,3.137,15.393,0.162159796972084,0.12548,3163,"IHF","NL",214,46.4,25,15.6,2.3,0,114.27,29.3,5.58,7.725,0,0,0,1
"4478",20.197,1.667,18.53,0.176748052857268,0.0694583333333332,3163,"IHF","NL",214,70.4,24,15.8,1.9,0,114.27,29.3,5.58,7.725,0,0,0,1
"4479",20.785,0.588000000000001,20.197,0.181893760392054,0.0250212765957447,3163,"IHF","NL",214,93.9,23.5,16.2,1.2,0,114.27,29.3,5.58,7.725,0,0,0,1
"4480",13.851,13.851,0,0.126124567474048,27.702,3164,"IHF","NL",214,0.5,0.5,19,3.9,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4481",41.082,27.231,13.851,0.3740848661446,27.231,3164,"IHF","NL",214,1.5,1,20.3,4.8,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4482",60.304,19.222,41.082,0.549116736477873,12.8146666666667,3164,"IHF","NL",214,3,1.5,21.7,4.2,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4483",76.134,15.83,60.304,0.693261700965216,5.27666666666667,3164,"IHF","NL",214,6,3,24,3.9,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4484",80.186,4.05200000000001,76.134,0.730158441085413,1.35066666666667,3164,"IHF","NL",214,9,3,22.2,2.8,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4485",87.818,7.63199999999999,80.186,0.799653979238754,0.549064748201438,3164,"IHF","NL",214,22.9,13.9,16.8,2.5,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4486",95.168,7.35000000000001,87.818,0.866581679111273,0.3,3164,"IHF","NL",214,47.4,24.5,15,5,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4487",98.183,3.015,95.168,0.894035694773265,0.124586776859504,3164,"IHF","NL",214,71.6,24.2,16.5,4.3,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4488",99.879,1.696,98.183,0.90947914769623,0.0692244897959183,3164,"IHF","NL",214,96.1,24.5,17.5,4.6,0,109.82,28.9,5.5,7.725,0,1000,0,0
"4489",3.8401,3.8401,0,0.0334620076681771,7.6802,3165,"IHF","NL",214,0.5,0.5,20.2,4.9,0,114.76,30.2,5.5,7.725,0,0,0,1
"4490",7.2863,3.4462,3.8401,0.0634916347159289,3.4462,3165,"IHF","NL",214,1.5,1,21,4.4,0,114.76,30.2,5.5,7.725,0,0,0,1
"4491",12.013,4.7267,7.2863,0.104679330777274,3.15113333333333,3165,"IHF","NL",214,3,1.5,22.9,4.1,0,114.76,30.2,5.5,7.725,0,0,0,1
"4492",17.822,5.809,12.013,0.155298013245033,1.93633333333333,3165,"IHF","NL",214,6,3,24.1,3.9,0,114.76,30.2,5.5,7.725,0,0,0,1
"4493",19.496,1.674,17.822,0.169884977344022,0.558,3165,"IHF","NL",214,9,3,21.6,2.6,0,114.76,30.2,5.5,7.725,0,0,0,1
"4494",22.056,2.56,19.496,0.192192401533635,0.191044776119403,3165,"IHF","NL",214,22.4,13.4,16.8,2.5,0,114.76,30.2,5.5,7.725,0,0,0,1
"4495",29.145,7.089,22.056,0.253964796096201,0.287004048582996,3165,"IHF","NL",214,47.1,24.7,15,5,0,114.76,30.2,5.5,7.725,0,0,0,1
"4496",32.001,2.856,29.145,0.278851516207738,0.11801652892562,3165,"IHF","NL",214,71.3,24.2,16.5,4.3,0,114.76,30.2,5.5,7.725,0,0,0,1
"4497",32.985,0.984000000000002,32.001,0.28742593238062,0.0406611570247935,3165,"IHF","NL",214,95.5,24.2,17.5,4.6,0,114.76,30.2,5.5,7.725,0,0,0,1
"4498",1.3097,1.3097,0,0.0111539771759496,2.6194,3166,"IHF","NL",214,0.5,0.5,20.2,5.1,0,117.42,30.9,5.5,7.725,0,0,0,1
"4499",3.0224,1.7127,1.3097,0.0257400783512179,1.7127,3166,"IHF","NL",214,1.5,1,21,4.4,0,117.42,30.9,5.5,7.725,0,0,0,1
"4500",4.9366,1.9142,3.0224,0.0420422415261455,1.36728571428571,3166,"IHF","NL",214,2.9,1.4,22.7,4.1,0,117.42,30.9,5.5,7.725,0,0,0,1
"4501",9.2687,4.3321,4.9366,0.0789362970533129,1.4938275862069,3166,"IHF","NL",214,5.8,2.9,24.1,3.9,0,117.42,30.9,5.5,7.725,0,0,0,1
"4502",10.679,1.4103,9.2687,0.0909470277635837,0.454935483870967,3166,"IHF","NL",214,8.9,3.1,21.6,2.4,0,117.42,30.9,5.5,7.725,0,0,0,1
"4503",11.284,0.605,10.679,0.0960994719809232,0.0465384615384616,3166,"IHF","NL",214,21.9,13,16.8,2.5,0,117.42,30.9,5.5,7.725,0,0,0,1
"4504",19.343,8.059,11.284,0.164733435530574,0.32236,3166,"IHF","NL",214,46.9,25,15,5,0,117.42,30.9,5.5,7.725,0,0,0,1
"4505",21.963,2.62,19.343,0.187046499744507,0.108713692946058,3166,"IHF","NL",214,71,24.1,16.5,4.3,0,117.42,30.9,5.5,7.725,0,0,0,1
"4506",23.978,2.015,21.963,0.2042071197411,0.0829218106995885,3166,"IHF","NL",214,95.3,24.3,17.5,4.6,0,117.42,30.9,5.5,7.725,0,0,0,1
"4507",6.5462,6.5462,0,0.0514800251651463,13.0924,3167,"IHF","NL",214,0.5,0.5,9.7,3.7,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4508",19.966,13.4198,6.5462,0.157014784523435,13.4198,3167,"IHF","NL",214,1.5,1,10.2,4.1,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4509",36.113,16.147,19.966,0.283996539792388,11.5335714285714,3167,"IHF","NL",214,2.9,1.4,11.3,4.4,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4510",48.66,12.547,36.113,0.382667505504876,3.9209375,3167,"IHF","NL",214,6.1,3.2,11.7,5.1,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4511",52.37,3.71,48.66,0.411843346964454,1.19677419354839,3167,"IHF","NL",214,9.2,3.1,9.9,5.6,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4512",56.297,3.927,52.37,0.442725699905631,0.319268292682927,3167,"IHF","NL",214,21.5,12.3,6.6,3.3,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4513",61.534,5.237,56.297,0.483910034602076,0.217302904564315,3167,"IHF","NL",214,45.6,24.1,7,3.2,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4514",65.571,4.037,61.534,0.515657439446367,0.166818181818182,3167,"IHF","NL",214,69.8,24.2,10.9,3.7,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4515",69.171,3.60000000000001,65.571,0.543968229002831,0.143426294820717,3167,"IHF","NL",214,94.9,25.1,9.1,4.4,0,127.16,28.9,13.6,7.725,0,1000,0,0
"4516",5.7715,5.7715,0,0.0480477855477855,11.543,3168,"IHF","NL",214,0.5,0.5,9.2,4.5,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4517",21.231,15.4595,5.7715,0.176748251748252,15.4595,3168,"IHF","NL",214,1.5,1,9.9,3.9,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4518",32.259,11.028,21.231,0.268556443556444,7.352,3168,"IHF","NL",214,3,1.5,11,4.5,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4519",45.863,13.604,32.259,0.381809856809857,4.53466666666667,3168,"IHF","NL",214,6,3,11.7,5.2,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4520",52.253,6.39,45.863,0.43500666000666,1.775,3168,"IHF","NL",214,9.6,3.6,10.2,6,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4521",56.479,4.226,52.253,0.470188145188145,0.343577235772358,3168,"IHF","NL",214,21.9,12.3,6.6,3.5,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4522",61.941,5.462,56.479,0.515659340659341,0.226639004149378,3168,"IHF","NL",214,46,24.1,7,3.4,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4523",68.022,6.081,61.941,0.566283716283716,0.24922131147541,3168,"IHF","NL",214,70.4,24.4,10.9,3.8,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4524",71.835,3.81299999999999,68.022,0.598026973026973,0.151912350597609,3168,"IHF","NL",214,95.5,25.1,9.1,4.5,0,120.12,27.3,13.6,7.725,0,1000,0,0
"4525",0.52853,0.52853,0,0.00429001623376623,1.05706,3169,"IHF","NL",214,0.5,0.5,9,4.4,0,123.2,28,13.6,7.725,0,0,0,1
"4526",4.3339,3.80537,0.52853,0.0351777597402597,3.80537,3169,"IHF","NL",214,1.5,1,9.5,4.2,0,123.2,28,13.6,7.725,0,0,0,1
"4527",7.8222,3.4883,4.3339,0.0634918831168831,2.49164285714286,3169,"IHF","NL",214,2.9,1.4,10.5,4.1,0,123.2,28,13.6,7.725,0,0,0,1
"4528",14.376,6.5538,7.8222,0.116688311688312,2.0480625,3169,"IHF","NL",214,6.1,3.2,11.7,5,0,123.2,28,13.6,7.725,0,0,0,1
"4529",17.864,3.488,14.376,0.145,0.830476190476191,3169,"IHF","NL",214,10.3,4.2,10.2,6,0,123.2,28,13.6,7.725,0,0,0,1
"4530",20.295,2.431,17.864,0.164732142857143,0.197642276422764,3169,"IHF","NL",214,22.6,12.3,6.6,3.5,0,123.2,28,13.6,7.725,0,0,0,1
"4531",23.678,3.383,20.295,0.192191558441558,0.140373443983402,3169,"IHF","NL",214,46.7,24.1,7,3.4,0,123.2,28,13.6,7.725,0,0,0,1
"4532",27.695,4.017,23.678,0.224797077922078,0.164631147540984,3169,"IHF","NL",214,71.1,24.4,10.9,3.9,0,123.2,28,13.6,7.725,0,0,0,1
"4533",31.183,3.488,27.695,0.253108766233766,0.140645161290323,3169,"IHF","NL",214,95.9,24.8,9.1,4.5,0,123.2,28,13.6,7.725,0,0,0,1
"4534",0.09136,0.09136,0,0.0017160030052592,0.18272,3170,"IHF","NL",214,0.5,0.5,8.4,3.2,0,53.24,12.1,13.6,7.725,0,0,0,1
"4535",1.1877,1.09634,0.09136,0.0223084147257701,1.09634,3170,"IHF","NL",214,1.5,1,9.1,4.4,0,53.24,12.1,13.6,7.725,0,0,0,1
"4536",1.3704,0.1827,1.1877,0.0257400450788881,0.1218,3170,"IHF","NL",214,3,1.5,10,4,0,53.24,12.1,13.6,7.725,0,0,0,1
"4537",2.4667,1.0963,1.3704,0.046331705484598,0.378034482758621,3170,"IHF","NL",214,5.9,2.9,11.5,4.8,0,53.24,12.1,13.6,7.725,0,0,0,1
"4538",3.4717,1.005,2.4667,0.0652084898572502,0.213829787234043,3170,"IHF","NL",214,10.6,4.7,10.6,5.9,0,53.24,12.1,13.6,7.725,0,0,0,1
"4539",3.7458,0.2741,3.4717,0.0703568745304282,0.0221048387096774,3170,"IHF","NL",214,23,12.4,6.7,3.5,0,53.24,12.1,13.6,7.725,0,0,0,1
"4540",4.1569,0.4111,3.7458,0.0780785123966942,0.0170580912863071,3170,"IHF","NL",214,47.1,24.1,7,3.4,0,53.24,12.1,13.6,7.725,0,0,0,1
"4541",5.2075,1.0506,4.1569,0.0978117956423741,0.0430573770491803,3170,"IHF","NL",214,71.5,24.4,10.9,3.8,0,53.24,12.1,13.6,7.725,0,0,0,1
"4542",6.0754,0.867900000000001,5.2075,0.114113448534936,0.034716,3170,"IHF","NL",214,96.5,25,9.1,4.5,0,53.24,12.1,13.6,7.725,0,0,0,1
"4543",6.0556,6.0556,0,0.0589984411535464,12.1112,3172,"IHF","NL",214,0.5,0.5,13.2,3.1554,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4544",16.796,10.7404,6.0556,0.163639906469213,9.91452044678298,3172,"IHF","NL",214,1.5833,1.0833,14.4,3.7653,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4545",24.947,8.151,16.796,0.243053390491037,5.55737369605236,3172,"IHF","NL",214,3.05,1.4667,16,5.0134,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4546",36.552,11.605,24.947,0.356118472330475,3.95629495789725,3172,"IHF","NL",214,5.9833,2.9333,17.4,5.4692,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4547",41.535,4.983,36.552,0.404666796570538,1.75866450201172,3172,"IHF","NL",214,8.8167,2.8334,17.8,5.1107,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4548",46.788,5.253,41.535,0.455845674201091,0.369505426869157,3172,"IHF","NL",214,23.033,14.2163,11.3,3.0595,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4549",51.255,4.46700000000001,46.788,0.499366718628215,0.188084210526316,3172,"IHF","NL",214,46.783,23.75,11.6,3.4499,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4550",53.044,1.78899999999999,51.255,0.516796570537802,0.0742816807839227,3172,"IHF","NL",214,70.867,24.084,14.1,2.7846,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4551",53.941,0.897000000000006,53.044,0.525535853468433,0.0362424242424245,3172,"IHF","NL",214,95.617,24.75,15.7,2.1475,0,102.64,21.472,7.44,8.5,0,1000,0,0
"4552",2.2826,2.2826,0,0.0220094494262848,5.7065,3173,"IHF","NL",214,0.4,0.4,11.8,3.8799,0,103.71,21.996,7.4,8.5,0,0,0,1
"4553",4.6844,2.4018,2.2826,0.0451682576415003,2.0015,3173,"IHF","NL",214,1.6,1.2,12.6,3.5259,0,103.71,21.996,7.4,8.5,0,0,0,1
"4554",7.9601,3.2757,4.6844,0.0767534471121396,2.15975473066526,3173,"IHF","NL",214,3.1167,1.5167,14.8,4.0209,0,103.71,21.996,7.4,8.5,0,0,0,1
"4555",11.669,3.7089,7.9601,0.112515668691544,1.25021910604733,3173,"IHF","NL",214,6.0833,2.9666,16.9,5.3891,0,103.71,21.996,7.4,8.5,0,0,0,1
"4556",13.453,1.784,11.669,0.129717481438627,0.597975464235436,3173,"IHF","NL",214,9.0667,2.9834,17.9,5.358,0,103.71,21.996,7.4,8.5,0,0,0,1
"4557",15.136,1.683,13.453,0.145945424742069,0.110721498917785,3173,"IHF","NL",214,24.267,15.2003,11.6,3.1456,0,103.71,21.996,7.4,8.5,0,0,0,1
"4558",17.04,1.904,15.136,0.164304310095458,0.0802833530106257,3173,"IHF","NL",214,47.983,23.716,11.6,3.4407,0,103.71,21.996,7.4,8.5,0,0,0,1
"4559",17.885,0.845000000000002,17.04,0.172452029698197,0.0350622406639005,3173,"IHF","NL",214,72.083,24.1,14.2,2.7902,0,103.71,21.996,7.4,8.5,0,0,0,1
"4560",18.102,0.216999999999999,17.885,0.174544402661267,0.00881504651257256,3173,"IHF","NL",214,96.7,24.617,15.7,2.1475,0,103.71,21.996,7.4,8.5,0,0,0,1
"4561",6.3417,6.3417,0,0.0632777888644981,10.8715478374162,3174,"IHF","NL",214,0.58333,0.58333,11.83,3.938,0,100.22,20.966,7.4,8.5,0,0.5,0,1
"4562",7.3163,0.9746,6.3417,0.0730023947315905,1.06319613383224,3174,"IHF","NL",214,1.5,0.91667,12.93,3.4085,0,100.22,20.966,7.4,8.5,0,0.5,0,1
"4563",8.9453,1.629,7.3163,0.0892566354021153,1.07404232874003,3174,"IHF","NL",214,3.0167,1.5167,15.07,4.1687,0,100.22,20.966,7.4,8.5,0,0.5,0,1
