"","e.cum","delta_e.cum","e.cum_shift","e.rel","j.NH3","pmid","meas.tech","country","inst","ct","dt","air.temp","wind.2m","rain.rate","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","app.mthd","incorp"
"1",7.148,7.148,0,0.0585373843256081,1.787,182,"micro met","DK",104,4,4,8.2,8.1,0,122.11,31.8,3.7,7.35,0,1000,0,0
"2",8.2921,1.1441,7.148,0.067906805339448,0.0673,182,"micro met","DK",104,21,17,4.45,3.98,0,122.11,31.8,3.7,7.35,0,1000,0,0
"3",11.831,3.5389,8.2921,0.0968880517566129,0.149006315789474,182,"micro met","DK",104,44.75,23.75,7.22,6.57,0.0084211,122.11,31.8,3.7,7.35,0,1000,0,0
"4",12.632,0.801,11.831,0.103447711080174,0.0166044776119403,182,"micro met","DK",104,92.99,48.24,10.04,4.86,0.05597,122.11,31.8,3.7,7.35,0,1000,0,0
"5",16.419,3.787,12.632,0.134460732126771,0.0525972222222222,182,"micro met","DK",104,164.99,72,12.13,5.38,0.088889,122.11,31.8,3.7,7.35,0,1000,0,0
"6",3.4692,3.4692,0,0.0594855967078189,0.5782,183,"micro met","DK",104,6,6,13.77,4.31,0,58.32,21.6,2.8,7.71,0,1000,1,0
"7",5.5152,2.046,3.4692,0.0945679012345679,0.141103448275862,183,"micro met","DK",104,20.5,14.5,9.88,3.38,0,58.32,21.6,2.8,7.71,0,1000,1,0
"8",5.5152,0,5.5152,0.0945679012345679,0,183,"micro met","DK",104,45.2,24.7,10.64,3.51,0,58.32,21.6,2.8,7.71,0,1000,1,0
"9",5.8272,0.312,5.5152,0.099917695473251,0.00650000000000001,183,"micro met","DK",104,93.2,48,9.45,4.26,0,58.32,21.6,2.8,7.71,0,1000,1,0
"10",6.9332,1.106,5.8272,0.118882030178326,0.0158,183,"micro met","DK",104,163.2,70,10.32,4.84,0,58.32,21.6,2.8,7.71,0,1000,1,0
"11",8.2802,8.2802,0,0.105233592598241,1.60780582524272,184,"micro met","DK",104,5.15,5.15,11.15,8.27,0,78.684,24.9,3.4,7.61,0,1000,0,0
"12",9.4622,1.182,8.2802,0.120255706369783,0.0787999999999999,184,"micro met","DK",104,20.15,15,8.43,6.23,0,78.684,24.9,3.4,7.61,0,1000,0,0
"13",11.235,1.7728,9.4622,0.142786335214275,0.070912,184,"micro met","DK",104,45.15,25,10,7.3,0,78.684,24.9,3.4,7.61,0,1000,0,0
"14",12.195,0.960000000000001,11.235,0.154987036754613,0.0190854870775348,184,"micro met","DK",104,95.45,50.3,12.7,3.77,0,78.684,24.9,3.4,7.61,0,1000,0,0
"15",12.965,0.77,12.195,0.164773016115093,0.0112081513828239,184,"micro met","DK",104,164.15,68.7,10.57,6.16,0.010189,78.684,24.9,3.4,7.61,0,1000,0,0
"16",4.418,4.418,0,0.0702161474888748,0.679692307692308,185,"micro met","DK",104,6.5,6.5,11.62,8.13,0,62.92,24.2,2.7,7.58,0,1000,1,0
"17",5.6186,1.2006,4.418,0.089297520661157,0.0828,185,"micro met","DK",104,21,14.5,8.41,6.26,0,62.92,24.2,2.7,7.58,0,1000,1,0
"18",7.2675,1.6489,5.6186,0.115503814367451,0.0673020408163265,185,"micro met","DK",104,45.5,24.5,9.91,7.42,0,62.92,24.2,2.7,7.58,0,1000,1,0
"19",7.7018,0.4343,7.2675,0.122406230133503,0.00860000000000001,185,"micro met","DK",104,96,50.5,12.66,3.77,0,62.92,24.2,2.7,7.58,0,1000,1,0
"20",8.2469,0.5451,7.7018,0.131069612205976,0.0079,185,"micro met","DK",104,165,69,10.62,6.13,0,62.92,24.2,2.7,7.58,0,1000,1,0
"21",4.7615,4.7615,0,0.083437012634272,1.5115873015873,186,"micro met","DK",104,3.15,3.15,17.48,3.7,0,57.067,38.3,5.2,6.7,0,1000,0,0
"22",6.156,1.3945,4.7615,0.107873201675224,0.083502994011976,186,"micro met","DK",104,19.85,16.7,11.47,2.57,0,57.067,38.3,5.2,6.7,0,1000,0,0
"23",9.12,2.964,6.156,0.159812150629961,0.1235,186,"micro met","DK",104,43.85,24,13.3,4.39,0,57.067,38.3,5.2,6.7,0,1000,0,0
"24",11.083,1.963,9.12,0.19421031419209,0.0384901960784314,186,"micro met","DK",104,94.85,51,12.87,5.79,0,57.067,38.3,5.2,6.7,0,1000,0,0
"25",11.083,0,11.083,0.19421031419209,0,186,"micro met","DK",104,165.85,71,9.15,5.12,0.20845,57.067,38.3,5.2,6.7,0,1000,0,0
"26",2.5821,2.5821,0,0.0553659111863971,0.5738,187,"micro met","DK",104,4.5,4.5,16.98,3.64,0,46.637,31.3,5.2,6.7,0,1000,1,0
"27",3.9154,1.3333,2.5821,0.0839547998370393,0.0796,187,"micro met","DK",104,21.25,16.75,11.47,2.57,0,46.637,31.3,5.2,6.7,0,1000,1,0
"28",6.517,2.6016,3.9154,0.139738833973026,0.1084,187,"micro met","DK",104,45.25,24,13.3,4.39,0,46.637,31.3,5.2,6.7,0,1000,1,0
"29",8.5522,2.0352,6.517,0.183378004588631,0.0403009900990099,187,"micro met","DK",104,95.75,50.5,12.87,5.79,0,46.637,31.3,5.2,6.7,0,1000,1,0
"30",8.5522,0,8.5522,0.183378004588631,0,187,"micro met","DK",104,166.25,70.5,9.15,5.12,0.20993,46.637,31.3,5.2,6.7,0,1000,1,0
"31",6.9084,6.9084,0,0.0550207072316024,1.4544,188,"micro met","DK",104,4.75,4.75,6.17,7.02,0.54737,125.56,34.4,6.9,7.01,0,1000,0,0
"32",9.1181,2.2097,6.9084,0.0726194647977063,0.118801075268817,188,"micro met","DK",104,23.35,18.6,4.19,6.13,0.091398,125.56,34.4,6.9,7.01,0,1000,0,0
"33",11.616,2.4979,9.1181,0.09251353934374,0.109078602620087,188,"micro met","DK",104,46.25,22.9,5.18,4.56,0.0087336,125.56,34.4,6.9,7.01,0,1000,0,0
"34",14.847,3.231,11.616,0.118246256769672,0.0673125,188,"micro met","DK",104,94.25,48,7.05,4.9,0.095833,125.56,34.4,6.9,7.01,0,1000,0,0
"35",16.195,1.348,14.847,0.128982159923543,0.0184027303754266,188,"micro met","DK",104,167.5,73.25,6.75,4.99,0.12969,125.56,34.4,6.9,7.01,0,1000,0,0
"36",5.6092,5.6092,0,0.067107734641383,1.49578666666667,189,"micro met","DK",104,3.75,3.75,6.17,7.02,0.69333,83.585,22.9,6.9,7.01,0,1000,1,0
"37",9.871,4.2618,5.6092,0.118095352036849,0.224305263157895,189,"micro met","DK",104,22.75,19,4.19,6.13,0.089474,83.585,22.9,6.9,7.01,0,1000,1,0
"38",12.787,2.916,9.871,0.152981994376982,0.1296,189,"micro met","DK",104,45.25,22.5,5.18,4.56,0.0088889,83.585,22.9,6.9,7.01,0,1000,1,0
"39",16.739,3.952,12.787,0.200263205120536,0.0832,189,"micro met","DK",104,92.75,47.5,7.05,4.9,0.096842,83.585,22.9,6.9,7.01,0,1000,1,0
"40",18.696,1.957,16.739,0.223676496979123,0.0269931034482759,189,"micro met","DK",104,165.25,72.5,6.75,4.99,0.13103,83.585,22.9,6.9,7.01,0,1000,1,0
"41",10.586,10.586,0,0.0964643703298706,2.49082352941176,190,"micro met","DK",104,4.25,4.25,12.52,4.02,0.047059,109.74,31.9,4.2,6.97,0,1000,0,0
"42",15.53,4.944,10.586,0.14151631128121,0.318967741935484,190,"micro met","DK",104,19.75,15.5,9.64,3.16,0,109.74,31.9,4.2,6.97,0,1000,0,0
"43",17.561,2.031,15.53,0.160023692363769,0.0781153846153846,190,"micro met","DK",104,45.75,26,10.51,5.47,0.47308,109.74,31.9,4.2,6.97,0,1000,0,0
"44",18.511,0.949999999999999,17.561,0.168680517587024,0.0190954773869347,190,"micro met","DK",104,95.5,49.75,11.06,7.01,0.13065,109.74,31.9,4.2,6.97,0,1000,0,0
"45",18.895,0.384,18.511,0.17217969746674,0.00540845070422536,190,"micro met","DK",104,166.5,71,11.06,7.01,0,109.74,31.9,4.2,6.97,0,1000,0,0
"46",4.8096,4.8096,0,0.0446698244636389,1.11851162790698,191,"micro met","DK",104,4.3,4.3,12.52,4.02,0.046512,107.67,31.3,4.2,6.97,0,1000,1,0
"47",7.4771,2.6675,4.8096,0.0694445992384137,0.172096774193548,191,"micro met","DK",104,19.8,15.5,9.64,3.16,0,107.67,31.3,4.2,6.97,0,1000,1,0
"48",8.8629,1.3858,7.4771,0.0823154081916968,0.0533,191,"micro met","DK",104,45.8,26,10.51,5.47,0.47308,107.67,31.3,4.2,6.97,0,1000,1,0
"49",9.9429,1.08,8.8629,0.0923460573976038,0.0216,191,"micro met","DK",104,95.8,50,11.06,7.01,0.13,107.67,31.3,4.2,6.97,0,1000,1,0
"50",10.545,0.6021,9.9429,0.0979381443298969,0.00860142857142857,191,"micro met","DK",104,165.8,70,11.06,7.01,0,107.67,31.3,4.2,6.97,0,1000,1,0
"51",5.0611,5.0611,0,0.0510912578235413,0.880191304347826,192,"micro met","DK",104,5.75,5.75,8.51,7.89,0,99.06,26,3.3,7.48,0,1000,1,0
"52",7.0382,1.9771,5.0611,0.0710498687664042,0.1163,192,"micro met","DK",104,22.75,17,3.86,3.72,0,99.06,26,3.3,7.48,0,1000,1,0
"53",9.9854,2.9472,7.0382,0.100801534423582,0.1228,192,"micro met","DK",104,46.75,24,7.59,6.94,0.075,99.06,26,3.3,7.48,0,1000,1,0
"54",12.611,2.6256,9.9854,0.127306682818494,0.0547,192,"micro met","DK",104,94.75,48,9.94,4.78,0.13542,99.06,26,3.3,7.48,0,1000,1,0
"55",15.513,2.902,12.611,0.156602059357965,0.0403055555555555,192,"micro met","DK",104,166.75,72,12.32,5.36,0.068056,99.06,26,3.3,7.48,0,1000,1,0
"56",7.7056,7.7056,0,0.0634519104084321,1.9264,193,"micro met","DK",104,4,4,18.24,6.78,0,121.44,30.9,3.5,7.66,0,1000,0,0
"57",8.5472,0.841600000000001,7.7056,0.0703820816864295,0.0526,193,"micro met","DK",104,20,16,13.63,3.79,0,121.44,30.9,3.5,7.66,0,1000,0,0
"58",9.9806,1.4334,8.5472,0.082185441370224,0.0601006289308176,193,"micro met","DK",104,43.85,23.85,14.34,4.02,0,121.44,30.9,3.5,7.66,0,1000,0,0
"59",10.548,0.567399999999999,9.9806,0.0868577075098814,0.011895178197065,193,"micro met","DK",104,91.55,47.7,13.15,2.85,0.0020964,121.44,30.9,3.5,7.66,0,1000,0,0
"60",10.809,0.260999999999999,10.548,0.0890069169960474,0.00359999999999999,193,"micro met","DK",104,164.05,72.5,10.67,3.52,0.049655,121.44,30.9,3.5,7.66,0,1000,0,0
"61",1.8792,1.8792,0,0.0198636435706358,0.4698,194,"micro met","DK",104,4,4,18.24,6.78,0,94.605,26.5,3.5,7.64,0,1000,1,0
"62",3.0557,1.1765,1.8792,0.0322995613339675,0.0724,194,"micro met","DK",104,20.25,16.25,13.95,3.93,0,94.605,26.5,3.5,7.64,0,1000,1,0
"63",4.5353,1.4796,3.0557,0.0479393266740659,0.0622989473684211,194,"micro met","DK",104,44,23.75,14.34,4.02,0,94.605,26.5,3.5,7.64,0,1000,1,0
"64",5.2265,0.691199999999999,4.5353,0.0552454944241848,0.0144,194,"micro met","DK",104,92,48,13.1,2.84,0.0020833,94.605,26.5,3.5,7.64,0,1000,1,0
"65",5.2773,0.0508000000000006,5.2265,0.0557824639289678,0.000700689655172422,194,"micro met","DK",104,164.5,72.5,10.67,3.52,0.049655,94.605,26.5,3.5,7.64,0,1000,1,0
"66",8.6395,8.6395,0,0.07897888289606,1.8381914893617,195,"micro met","DK",104,4.7,4.7,11.82,7.47,0,109.39,30.9,3.1,7.53,0,1000,0,0
"67",12.389,3.7495,8.6395,0.113255324984002,0.200508021390374,195,"micro met","DK",104,23.4,18.7,8.68,6.75,0,109.39,30.9,3.1,7.53,0,1000,0,0
"68",14.392,2.003,12.389,0.1315659566688,0.0953809523809524,195,"micro met","DK",104,44.4,21,10.97,5.91,0,109.39,30.9,3.1,7.53,0,1000,0,0
"69",15.882,1.49,14.392,0.145186945790292,0.0295049504950495,195,"micro met","DK",104,94.9,50.5,12.48,5.52,0.091089,109.39,30.9,3.1,7.53,0,1000,0,0
"70",18.5,2.618,15.882,0.169119663588993,0.0385,195,"micro met","DK",104,162.9,68,13.03,5.91,0.041176,109.39,30.9,3.1,7.53,0,1000,0,0
"71",1.868,1.868,0,0.0219984690572926,0.415111111111111,196,"micro met","DK",104,4.5,4.5,11.82,7.47,0,84.915,25.5,3,7.53,0,1000,1,0
"72",2.3637,0.4957,1.868,0.0278360713654831,0.0262970822281167,196,"micro met","DK",104,23.35,18.85,8.68,6.75,0,84.915,25.5,3,7.53,0,1000,1,0
"73",3.2037,0.84,2.3637,0.037728316551846,0.04,196,"micro met","DK",104,44.35,21,10.97,5.91,0,84.915,25.5,3,7.53,0,1000,1,0
"74",4.0572,0.8535,3.2037,0.0477795442501325,0.0169009900990099,196,"micro met","DK",104,94.85,50.5,12.48,5.52,0.091089,84.915,25.5,3,7.53,0,1000,1,0
"75",4.5944,0.5372,4.0572,0.0541058705764588,0.0079,196,"micro met","DK",104,162.85,68,13.03,5.91,0.041176,84.915,25.5,3,7.53,0,1000,1,0
"76",6.0246,6.0246,0,0.0810215444202372,0.879503649635037,197,"micro met","DK",104,6.85,6.85,9.51,5.27,0,74.358,24.3,3.4,7.55,0,1000,0,0
"77",7.2418,1.2172,6.0246,0.0973910002958659,0.0716,197,"micro met","DK",104,23.85,17,4.4,2.48,0,74.358,24.3,3.4,7.55,0,1000,0,0
"78",7.2418,0,7.2418,0.0973910002958659,0,197,"micro met","DK",104,47.15,23.3,10.08,7.59,0,74.358,24.3,3.4,7.55,0,1000,0,0
"79",9.6718,2.43,7.2418,0.130070738857957,0.05,197,"micro met","DK",104,95.75,48.6,8.76,4.43,0,74.358,24.3,3.4,7.55,0,1000,0,0
"80",15.272,5.6002,9.6718,0.205384760214099,0.0733971166448231,197,"micro met","DK",104,172.05,76.3,11.54,6.09,0,74.358,24.3,3.4,7.55,0,1000,0,0
"81",7.1136,7.1136,0,0.118666800120108,1.0944,198,"micro met","DK",104,6.5,6.5,9.51,5.27,0,59.946,19.4,3.2,7.56,0,1000,1,0
"82",8.5755,1.4619,7.1136,0.143053748373536,0.0886,198,"micro met","DK",104,23,16.5,4.4,2.48,0,59.946,19.4,3.2,7.56,0,1000,1,0
"83",13.683,5.1075,8.5755,0.228255429886898,0.2128125,198,"micro met","DK",104,47,24,10.08,7.59,0,59.946,19.4,3.2,7.56,0,1000,1,0
"84",15.824,2.141,13.683,0.263970907149768,0.0446041666666667,198,"micro met","DK",104,95,48,8.76,4.43,0,59.946,19.4,3.2,7.56,0,1000,1,0
"85",19.481,3.657,15.824,0.324975811563741,0.0474935064935065,198,"micro met","DK",104,172,77,11.54,6.09,0,59.946,19.4,3.2,7.56,0,1000,1,0
"86",7.0444,7.0444,0,0.080807570977918,1.1361935483871,199,"micro met","DK",104,6.2,6.2,13.77,4.31,0,87.175,27.5,3.4,7.76,0,1000,0,0
"87",7.5403,0.4959,7.0444,0.086496128477201,0.0342,199,"micro met","DK",104,20.7,14.5,9.88,3.38,0,87.175,27.5,3.4,7.76,0,1000,0,0
"88",9.3763,1.836,7.5403,0.107557212503585,0.072,199,"micro met","DK",104,46.2,25.5,10.64,3.51,0,87.175,27.5,3.4,7.76,0,1000,0,0
"89",9.3763,0,9.3763,0.107557212503585,0,199,"micro met","DK",104,94.7,48.5,9.45,4.26,0,87.175,27.5,3.4,7.76,0,1000,0,0
"90",10.937,1.5607,9.3763,0.125460281043877,0.0222957142857143,199,"micro met","DK",104,164.7,70,10.32,4.84,0,87.175,27.5,3.4,7.76,0,1000,0,0
"91",0.22185,0.22185,0,0.00257665505226481,0.0986,200,"micro met","DK",104,2.25,2.25,3.6,2.5,0,86.1,28.7,1.93,7.52,0,1000,1,0
"92",2.4662,2.24435,0.22185,0.0286434378629501,0.868791855378779,200,"micro met","DK",104,4.8333,2.5833,3.3,2.9,0,86.1,28.7,1.93,7.52,0,1000,1,0
"93",3.8748,1.4086,2.4662,0.0450034843205575,0.0884982439827351,200,"micro met","DK",104,20.75,15.9167,-1.9,1.9,0,86.1,28.7,1.93,7.52,0,1000,1,0
"94",4.3997,0.5249,3.8748,0.0510998838559814,0.00710120811180108,200,"micro met","DK",104,94.667,73.917,-1.6,3.7,0.082525,86.1,28.7,1.93,7.52,0,1000,1,0
"95",5.1117,0.712,4.3997,0.0593693379790941,0.0100988610413741,200,"micro met","DK",104,165.17,70.503,0.3,3,0.22837,86.1,28.7,1.93,7.52,0,1000,1,0
"96",-0.44683,-0.44683,0,-0.00533719541328237,-0.315401990541399,201,"micro met","DK",104,1.4167,1.4167,3.7,2.6,0,83.72,29.9,2.79,7.66,0,1000,1,0
"97",-0.35187,0.09496,-0.44683,-0.00420293836598184,0.0265007116345268,201,"micro met","DK",104,5,3.5833,5.4,2.5,0,83.72,29.9,2.79,7.66,0,1000,1,0
"98",0.92481,1.27668,-0.35187,0.0110464644051601,0.0706011170712824,201,"micro met","DK",104,23.083,18.083,5.7,2.6,0,83.72,29.9,2.79,7.66,0,1000,1,0
"99",2.8836,1.95879,0.92481,0.0344433827042523,0.0804960138078409,201,"micro met","DK",104,47.417,24.334,7.3,5.2,0,83.72,29.9,2.79,7.66,0,1000,1,0
"100",6.5594,3.6758,2.8836,0.078349259436216,0.0754010256410256,201,"micro met","DK",104,96.167,48.75,5.4,7.5,0.0020513,83.72,29.9,2.79,7.66,0,1000,1,0
"101",9.0318,2.4724,6.5594,0.107881032011467,0.0342993493611531,201,"micro met","DK",104,168.25,72.083,5.5,5.8,0.0055491,83.72,29.9,2.79,7.66,0,1000,1,0
"102",0.35561,0.35561,0,0.00685579332947754,0.22460051790564,202,"micro met","DK",104,1.5833,1.5833,8.9,2.9,0,51.87,27.3,8.74,7.03,1,1000,1,0
"103",2.7988,2.44319,0.35561,0.0539579718527087,0.814396666666667,202,"micro met","DK",104,4.5833,3,12.2,3.8,0,51.87,27.3,8.74,7.03,1,1000,1,0
"104",2.8098,0.0110000000000001,2.7988,0.05417004048583,0.00060274963424057,202,"micro met","DK",104,22.833,18.2497,9.5,3.3,0.44384,51.87,27.3,8.74,7.03,1,1000,1,0
"105",3.4789,0.6691,2.8098,0.0670695970695971,0.0274965069450152,202,"micro met","DK",104,47.167,24.334,7.7,3,0.032877,51.87,27.3,8.74,7.03,1,1000,1,0
"106",5.3896,1.9107,3.4789,0.103905918642761,0.0396,202,"micro met","DK",104,95.417,48.25,11.3,4.2,0,51.87,27.3,8.74,7.03,1,1000,1,0
"107",6.8218,1.4322,5.3896,0.131517254675149,0.0198000912446601,202,"micro met","DK",104,167.75,72.333,8.1,4.5,0.13272,51.87,27.3,8.74,7.03,1,1000,1,0
"108",1.7841,1.7841,0,0.0184612996688742,1.1894,203,"micro met","DK",104,1.5,1.5,8.9,2.8,0,96.64,30.2,3.56,7.63,0,1000,1,0
"109",5.1678,3.3837,1.7841,0.0534747516556291,1.1279,203,"micro met","DK",104,4.5,3,12.2,3.7,0,96.64,30.2,3.56,7.63,0,1000,1,0
"110",5.77,0.6022,5.1678,0.0597061258278146,0.0329972602739726,203,"micro met","DK",104,22.75,18.25,9.5,3.3,0.44384,96.64,30.2,3.56,7.63,0,1000,1,0
"111",6.1289,0.3589,5.77,0.0634199089403974,0.0145010101010101,203,"micro met","DK",104,47.5,24.75,7.7,3,0.032323,96.64,30.2,3.56,7.63,0,1000,1,0
"112",9.0274,2.8985,6.1289,0.0934126655629139,0.0607015706806283,203,"micro met","DK",104,95.25,47.75,11.3,4.2,0,96.64,30.2,3.56,7.63,0,1000,1,0
"113",10.119,1.0916,9.0274,0.104708195364238,0.0150048109965636,203,"micro met","DK",104,168,72.75,8.1,4.5,0.13196,96.64,30.2,3.56,7.63,0,1000,1,0
"114",1.333,1.333,0,0.0272013059891848,1.0664,204,"micro met","DK",104,1.25,1.25,10.8,4.1,0,49.005,29.7,8.68,6.62,1,1000,1,0
"115",5.4997,4.1667,1.333,0.112227323742475,1.31578614961948,204,"micro met","DK",104,4.4167,3.1667,13.7,6.2,0,49.005,29.7,8.68,6.62,1,1000,1,0
"116",11.889,6.3893,5.4997,0.242607897153352,0.334811065172166,204,"micro met","DK",104,23.5,19.0833,10.3,4,0.0052402,49.005,29.7,8.68,6.62,1,1000,1,0
"117",17.33,5.441,11.889,0.353637383940414,0.211300970873786,204,"micro met","DK",104,49.25,25.75,12.4,3.3,0.17087,49.005,29.7,8.68,6.62,1,1000,1,0
"118",20.31,2.98,17.33,0.414447505356596,0.0648997103469303,204,"micro met","DK",104,95.167,45.917,10.9,1.8,0.0043557,49.005,29.7,8.68,6.62,1,1000,1,0
"119",22.557,2.247,20.31,0.460299969390878,0.0309918210280954,204,"micro met","DK",104,167.67,72.503,12.7,4,0.11724,49.005,29.7,8.68,6.62,1,1000,1,0
"120",2.8403,2.8403,0,0.0335891674550615,2.00487047363591,205,"micro met","DK",104,1.4167,1.4167,10.2,3.8,0,84.56,30.2,3.54,7.66,0,1000,1,0
"121",12.025,9.1847,2.8403,0.142206717123936,2.296175,205,"micro met","DK",104,5.4167,4,13.5,6.1,0,84.56,30.2,3.54,7.66,0,1000,1,0
"122",19.304,7.279,12.025,0.228287606433302,0.383099214222933,205,"micro met","DK",104,24.417,19.0003,10.2,4,0.0052632,84.56,30.2,3.54,7.66,0,1000,1,0
"123",25.092,5.788,19.304,0.296736045411542,0.224776699029126,205,"micro met","DK",104,50.167,25.75,12.4,3.3,0.17087,84.56,30.2,3.54,7.66,0,1000,1,0
"124",28.841,3.749,25.092,0.341071428571429,0.0815,205,"micro met","DK",104,96.167,46,10.9,1.8,0.0043478,84.56,30.2,3.54,7.66,0,1000,1,0
"125",30.425,1.584,28.841,0.359803689687796,0.0218987184272739,205,"micro met","DK",104,168.5,72.333,12.7,4.1,0.11751,84.56,30.2,3.54,7.66,0,1000,1,0
"126",2.2307,2.2307,0,0.0277657455812796,1.91197394360161,206,"micro met","DK",104,1.1667,1.1667,13.6,2.3,0,80.34,30.9,3.76,7.42,0,1000,1,0
"127",7.559,5.3283,2.2307,0.0940876275827732,1.30490044816692,206,"micro met","DK",104,5.25,4.0833,16.1,2.2,0.09796,80.34,30.9,3.76,7.42,0,1000,1,0
"128",17.385,9.826,7.559,0.2163928304705,0.52638345743826,206,"micro met","DK",104,23.917,18.667,14.6,3.3,0.0053571,80.34,30.9,3.76,7.42,0,1000,1,0
"129",21.909,4.524,17.385,0.272703510082151,0.175689320388349,206,"micro met","DK",104,49.667,25.75,13.4,3,0,80.34,30.9,3.76,7.42,0,1000,1,0
"130",24.789,2.88,21.909,0.308551157580284,0.0617151673595338,206,"micro met","DK",104,96.333,46.666,18,2.8,0.0021429,80.34,30.9,3.76,7.42,0,1000,1,0
"131",28.074,3.285,24.789,0.349439880507842,0.0442919357665808,206,"micro met","DK",104,170.5,74.167,14.6,3.3,0.10517,80.34,30.9,3.76,7.42,0,1000,1,0
"132",1.7365,1.7365,0,0.0206903536364503,2.31533333333333,207,"micro met","DK",104,0.75,0.75,13.7,2.3,0,83.928,31.2,4.04,7.51,0,1000,1,0
"133",4.8156,3.0791,1.7365,0.057377752359165,0.659802429982643,207,"micro met","DK",104,5.4167,4.6667,16.5,2.4,0.10714,83.928,31.2,4.04,7.51,0,1000,1,0
"134",8.9799,4.1643,4.8156,0.106995281670003,0.225093647130047,207,"micro met","DK",104,23.917,18.5003,14.4,3.3,0,83.928,31.2,4.04,7.51,0,1000,1,0
"135",10.835,1.8551,8.9799,0.129098751310647,0.0729894554611269,207,"micro met","DK",104,49.333,25.416,13.5,3,0,83.928,31.2,4.04,7.51,0,1000,1,0
"136",12.406,1.571,10.835,0.147817176627586,0.0336042780748663,207,"micro met","DK",104,96.083,46.75,18,2.8,0.002139,83.928,31.2,4.04,7.51,0,1000,1,0
"137",14.106,1.7,12.406,0.168072633686017,0.0228965480086737,207,"micro met","DK",104,170.33,74.247,14.6,3.3,0.10505,83.928,31.2,4.04,7.51,0,1000,1,0
"138",1.4489,1.4489,0,0.0194118435155413,1.0227288769676,208,"micro met","DK",104,1.4167,1.4167,19,4.1,0,74.64,31.1,3.7,7.52,0,1000,1,0
"139",2.6703,1.2214,1.4489,0.0357757234726688,0.431087424557936,208,"micro met","DK",104,4.25,2.8333,20.1,2.4,0,74.64,31.1,3.7,7.52,0,1000,1,0
"140",5.0198,2.3495,2.6703,0.0672534833869239,0.110998251996032,208,"micro met","DK",104,25.417,21.167,17.8,1.1,0,74.64,31.1,3.7,7.52,0,1000,1,0
"141",5.7801,0.7603,5.0198,0.0774397106109325,0.0327010752688172,208,"micro met","DK",104,48.667,23.25,14.9,1.5,0,74.64,31.1,3.7,7.52,0,1000,1,0
"142",7.7201,1.94,5.7801,0.103431136120043,0.04,208,"micro met","DK",104,97.167,48.5,15.5,1.4,0.11546,74.64,31.1,3.7,7.52,0,1000,1,0
"143",9.2932,1.5731,7.7201,0.124506966773848,0.0218994055656871,208,"micro met","DK",104,169,71.833,14.9,2,0.0027842,74.64,31.1,3.7,7.52,0,1000,1,0
"144",0.76438,0.76438,0,0.00996779031101258,0.705603249330749,209,"micro met","DK",104,1.0833,1.0833,19.5,3.2,0,76.685,31.3,3.44,7.68,0,1000,1,0
"145",1.9127,1.14832,0.76438,0.0249422964073808,0.430614617317284,209,"micro met","DK",104,3.75,2.6667,20.4,2.1,0,76.685,31.3,3.44,7.68,0,1000,1,0
"146",3.9192,2.0065,1.9127,0.0511077785746887,0.0966987951807229,209,"micro met","DK",104,24.5,20.75,17.7,1.1,0,76.685,31.3,3.44,7.68,0,1000,1,0
"147",5.1282,1.209,3.9192,0.0668735737106344,0.052,209,"micro met","DK",104,47.75,23.25,14.9,1.5,0,76.685,31.3,3.44,7.68,0,1000,1,0
"148",5.993,0.864800000000001,5.1282,0.0781508769642042,0.0178004651832946,209,"micro met","DK",104,96.333,48.583,15.5,1.4,0.11527,76.685,31.3,3.44,7.68,0,1000,1,0
"149",6.9472,0.954199999999999,5.993,0.0905939883940797,0.0132995107809386,209,"micro met","DK",104,168.08,71.747,14.9,2,0.0027875,76.685,31.3,3.44,7.68,0,1000,1,0
"150",1.838,1.838,0,0.0401783762514755,1.838,910,"ihf","UK",202,1,1,16.3,8.1827,0.2,45.746,51.4,3.17,7.1,1,1000,1,0
"151",2.518,0.68,1.838,0.0550430638744371,0.34,910,"ihf","UK",202,3,2,16.3,8.1317,0,45.746,51.4,3.17,7.1,1,1000,1,0
"152",4.354,1.836,2.518,0.0951777204564333,0.918,910,"ihf","UK",202,5,2,16.3,7.2134,0,45.746,51.4,3.17,7.1,1,1000,1,0
"153",5.5996,1.2456,4.354,0.122406330608141,0.0722086956521739,910,"ihf","UK",202,22.25,17.25,17.6,3.6832,0.11561,45.746,51.4,3.17,7.1,1,1000,1,0
"154",5.5996,0,5.5996,0.122406330608141,0,910,"ihf","UK",202,46.333,24.083,17.3,5.4994,0,45.746,51.4,3.17,7.1,1,1000,1,0
"155",8.172,2.5724,5.5996,0.178638569492415,0.0590216593245228,910,"ihf","UK",202,89.917,43.584,13.5,3.7343,0.12844,45.746,51.4,3.17,7.1,1,1000,1,0
"156",8.7198,0.547799999999999,8.172,0.190613386962795,0.0110103913331859,910,"ihf","UK",202,139.67,49.753,17.9,4.4893,0,45.746,51.4,3.17,7.1,1,1000,1,0
"157",-0.031,-0.031,0,-0.000846208440246765,-0.031,911,"ihf","UK",202,1,1,5.1,3.1629,0,36.634,58.15,1.8,7.6,1,1000,1,0
"158",2.9061,2.9371,-0.031,0.0793279467161653,1.25877512535893,911,"ihf","UK",202,3.3333,2.3333,5.1,3.1629,0,36.634,58.15,1.8,7.6,1,1000,1,0
