"","scenario","pmid","strategy","group_temp","group_wind","group_rain","ct","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","app.mthd","incorp","air_temp_1","air_temp_2","air_temp_3","air_temp_4","air_temp_5","air_temp_6","wind.2m_1","wind.2m_2","wind.2m_3","wind.2m_4","wind.2m_5","wind.2m_6","rain.rate_1","rain.rate_2","rain.rate_3","rain.rate_4","rain.rate_5","rain.rate_6"
"739",124,739,"Incorporation",2,2,2,72,80.3,18.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"740",124,740,"Broadcast",2,2,2,72,80.3,18.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"741",124,741,"Trailing hose",2,2,2,72,80.3,18.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"742",124,742,"Trailing shoe",2,2,2,72,80.3,18.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"743",124,743,"Open slot",2,2,2,72,80.3,18.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"744",124,744,"Closed slot",2,2,2,72,80.3,18.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"745",125,745,"Incorporation",2,2,2,72,80.3,36.7,3.8,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"746",125,746,"Broadcast",2,2,2,72,80.3,36.7,3.8,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"747",125,747,"Trailing hose",2,2,2,72,80.3,36.7,3.8,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"748",125,748,"Trailing shoe",2,2,2,72,80.3,36.7,3.8,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"749",125,749,"Open slot",2,2,2,72,80.3,36.7,3.8,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"750",125,750,"Closed slot",2,2,2,72,80.3,36.7,3.8,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"751",126,751,"Incorporation",2,2,2,72,80.3,36.7,3.8,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"752",126,752,"Broadcast",2,2,2,72,80.3,36.7,3.8,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"753",126,753,"Trailing hose",2,2,2,72,80.3,36.7,3.8,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"754",126,754,"Trailing shoe",2,2,2,72,80.3,36.7,3.8,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"755",126,755,"Open slot",2,2,2,72,80.3,36.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"756",126,756,"Closed slot",2,2,2,72,80.3,36.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"757",127,757,"Incorporation",2,2,2,72,80.3,36.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"758",127,758,"Broadcast",2,2,2,72,80.3,36.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"759",127,759,"Trailing hose",2,2,2,72,80.3,36.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"760",127,760,"Trailing shoe",2,2,2,72,80.3,36.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"761",127,761,"Open slot",2,2,2,72,80.3,36.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"762",127,762,"Closed slot",2,2,2,72,80.3,36.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"763",128,763,"Incorporation",2,2,2,72,80.3,36.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"764",128,764,"Broadcast",2,2,2,72,80.3,36.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"765",128,765,"Trailing hose",2,2,2,72,80.3,36.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"766",128,766,"Trailing shoe",2,2,2,72,80.3,36.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"767",128,767,"Open slot",2,2,2,72,80.3,36.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"768",128,768,"Closed slot",2,2,2,72,80.3,36.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
