"","scenario","pmid","strategy","group_temp","group_wind","group_rain","ct","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","app.mthd","incorp","air_temp_1","air_temp_2","air_temp_3","air_temp_4","air_temp_5","air_temp_6","wind.2m_1","wind.2m_2","wind.2m_3","wind.2m_4","wind.2m_5","wind.2m_6","rain.rate_1","rain.rate_2","rain.rate_3","rain.rate_4","rain.rate_5","rain.rate_6"
"611",102,611,"Open slot",2,2,1,72,36.7,36.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"612",102,612,"Closed slot",2,2,1,72,36.7,36.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"613",103,613,"Incorporation",2,2,1,72,36.7,36.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"614",103,614,"Broadcast",2,2,1,72,36.7,36.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"615",103,615,"Trailing hose",2,2,1,72,36.7,36.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"616",103,616,"Trailing shoe",2,2,1,72,36.7,36.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"617",103,617,"Open slot",2,2,1,72,36.7,36.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"618",103,618,"Closed slot",2,2,1,72,36.7,36.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"619",104,619,"Incorporation",2,2,1,72,36.7,36.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"620",104,620,"Broadcast",2,2,1,72,36.7,36.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"621",104,621,"Trailing hose",2,2,1,72,36.7,36.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"622",104,622,"Trailing shoe",2,2,1,72,36.7,36.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"623",104,623,"Open slot",2,2,1,72,36.7,36.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"624",104,624,"Closed slot",2,2,1,72,36.7,36.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"625",105,625,"Incorporation",2,2,1,72,80.3,18.7,3.8,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"626",105,626,"Broadcast",2,2,1,72,80.3,18.7,3.8,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"627",105,627,"Trailing hose",2,2,1,72,80.3,18.7,3.8,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"628",105,628,"Trailing shoe",2,2,1,72,80.3,18.7,3.8,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"629",105,629,"Open slot",2,2,1,72,80.3,18.7,3.8,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"630",105,630,"Closed slot",2,2,1,72,80.3,18.7,3.8,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"631",106,631,"Incorporation",2,2,1,72,80.3,18.7,3.8,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"632",106,632,"Broadcast",2,2,1,72,80.3,18.7,3.8,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"633",106,633,"Trailing hose",2,2,1,72,80.3,18.7,3.8,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"634",106,634,"Trailing shoe",2,2,1,72,80.3,18.7,3.8,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"635",106,635,"Open slot",2,2,1,72,80.3,18.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"636",106,636,"Closed slot",2,2,1,72,80.3,18.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"637",107,637,"Incorporation",2,2,1,72,80.3,18.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"638",107,638,"Broadcast",2,2,1,72,80.3,18.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"639",107,639,"Trailing hose",2,2,1,72,80.3,18.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"640",107,640,"Trailing shoe",2,2,1,72,80.3,18.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"641",107,641,"Open slot",2,2,1,72,80.3,18.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"642",107,642,"Closed slot",2,2,1,72,80.3,18.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"643",108,643,"Incorporation",2,2,1,72,80.3,18.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"644",108,644,"Broadcast",2,2,1,72,80.3,18.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"645",108,645,"Trailing hose",2,2,1,72,80.3,18.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"646",108,646,"Trailing shoe",2,2,1,72,80.3,18.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"647",108,647,"Open slot",2,2,1,72,80.3,18.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"648",108,648,"Closed slot",2,2,1,72,80.3,18.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"649",109,649,"Incorporation",2,2,1,72,80.3,36.7,3.8,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"650",109,650,"Broadcast",2,2,1,72,80.3,36.7,3.8,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"651",109,651,"Trailing hose",2,2,1,72,80.3,36.7,3.8,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"652",109,652,"Trailing shoe",2,2,1,72,80.3,36.7,3.8,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"653",109,653,"Open slot",2,2,1,72,80.3,36.7,3.8,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"654",109,654,"Closed slot",2,2,1,72,80.3,36.7,3.8,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"655",110,655,"Incorporation",2,2,1,72,80.3,36.7,3.8,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"656",110,656,"Broadcast",2,2,1,72,80.3,36.7,3.8,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"657",110,657,"Trailing hose",2,2,1,72,80.3,36.7,3.8,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"658",110,658,"Trailing shoe",2,2,1,72,80.3,36.7,3.8,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"659",110,659,"Open slot",2,2,1,72,80.3,36.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"660",110,660,"Closed slot",2,2,1,72,80.3,36.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"661",111,661,"Incorporation",2,2,1,72,80.3,36.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"662",111,662,"Broadcast",2,2,1,72,80.3,36.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"663",111,663,"Trailing hose",2,2,1,72,80.3,36.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"664",111,664,"Trailing shoe",2,2,1,72,80.3,36.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"665",111,665,"Open slot",2,2,1,72,80.3,36.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"666",111,666,"Closed slot",2,2,1,72,80.3,36.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"667",112,667,"Incorporation",2,2,1,72,80.3,36.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"668",112,668,"Broadcast",2,2,1,72,80.3,36.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"669",112,669,"Trailing hose",2,2,1,72,80.3,36.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"670",112,670,"Trailing shoe",2,2,1,72,80.3,36.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"671",112,671,"Open slot",2,2,1,72,80.3,36.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"672",112,672,"Closed slot",2,2,1,72,80.3,36.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0,0,0,0,0,0
"673",113,673,"Incorporation",2,2,2,72,36.7,18.7,3.8,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"674",113,674,"Broadcast",2,2,2,72,36.7,18.7,3.8,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"675",113,675,"Trailing hose",2,2,2,72,36.7,18.7,3.8,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"676",113,676,"Trailing shoe",2,2,2,72,36.7,18.7,3.8,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"677",113,677,"Open slot",2,2,2,72,36.7,18.7,3.8,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"678",113,678,"Closed slot",2,2,2,72,36.7,18.7,3.8,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"679",114,679,"Incorporation",2,2,2,72,36.7,18.7,3.8,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"680",114,680,"Broadcast",2,2,2,72,36.7,18.7,3.8,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"681",114,681,"Trailing hose",2,2,2,72,36.7,18.7,3.8,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"682",114,682,"Trailing shoe",2,2,2,72,36.7,18.7,3.8,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"683",114,683,"Open slot",2,2,2,72,36.7,18.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"684",114,684,"Closed slot",2,2,2,72,36.7,18.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"685",115,685,"Incorporation",2,2,2,72,36.7,18.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"686",115,686,"Broadcast",2,2,2,72,36.7,18.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"687",115,687,"Trailing hose",2,2,2,72,36.7,18.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"688",115,688,"Trailing shoe",2,2,2,72,36.7,18.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"689",115,689,"Open slot",2,2,2,72,36.7,18.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"690",115,690,"Closed slot",2,2,2,72,36.7,18.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"691",116,691,"Incorporation",2,2,2,72,36.7,18.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"692",116,692,"Broadcast",2,2,2,72,36.7,18.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"693",116,693,"Trailing hose",2,2,2,72,36.7,18.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"694",116,694,"Trailing shoe",2,2,2,72,36.7,18.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"695",116,695,"Open slot",2,2,2,72,36.7,18.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"696",116,696,"Closed slot",2,2,2,72,36.7,18.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"697",117,697,"Incorporation",2,2,2,72,36.7,36.7,3.8,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"698",117,698,"Broadcast",2,2,2,72,36.7,36.7,3.8,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"699",117,699,"Trailing hose",2,2,2,72,36.7,36.7,3.8,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"700",117,700,"Trailing shoe",2,2,2,72,36.7,36.7,3.8,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"701",117,701,"Open slot",2,2,2,72,36.7,36.7,3.8,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"702",117,702,"Closed slot",2,2,2,72,36.7,36.7,3.8,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"703",118,703,"Incorporation",2,2,2,72,36.7,36.7,3.8,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"704",118,704,"Broadcast",2,2,2,72,36.7,36.7,3.8,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"705",118,705,"Trailing hose",2,2,2,72,36.7,36.7,3.8,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"706",118,706,"Trailing shoe",2,2,2,72,36.7,36.7,3.8,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"707",118,707,"Open slot",2,2,2,72,36.7,36.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"708",118,708,"Closed slot",2,2,2,72,36.7,36.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"709",119,709,"Incorporation",2,2,2,72,36.7,36.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"710",119,710,"Broadcast",2,2,2,72,36.7,36.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"711",119,711,"Trailing hose",2,2,2,72,36.7,36.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"712",119,712,"Trailing shoe",2,2,2,72,36.7,36.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"713",119,713,"Open slot",2,2,2,72,36.7,36.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"714",119,714,"Closed slot",2,2,2,72,36.7,36.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"715",120,715,"Incorporation",2,2,2,72,36.7,36.7,8.2,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"716",120,716,"Broadcast",2,2,2,72,36.7,36.7,8.2,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"717",120,717,"Trailing hose",2,2,2,72,36.7,36.7,8.2,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"718",120,718,"Trailing shoe",2,2,2,72,36.7,36.7,8.2,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"719",120,719,"Open slot",2,2,2,72,36.7,36.7,8.2,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"720",120,720,"Closed slot",2,2,2,72,36.7,36.7,8.2,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"721",121,721,"Incorporation",2,2,2,72,80.3,18.7,3.8,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"722",121,722,"Broadcast",2,2,2,72,80.3,18.7,3.8,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"723",121,723,"Trailing hose",2,2,2,72,80.3,18.7,3.8,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"724",121,724,"Trailing shoe",2,2,2,72,80.3,18.7,3.8,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"725",121,725,"Open slot",2,2,2,72,80.3,18.7,3.8,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"726",121,726,"Closed slot",2,2,2,72,80.3,18.7,3.8,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"727",122,727,"Incorporation",2,2,2,72,80.3,18.7,3.8,7.5,1,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"728",122,728,"Broadcast",2,2,2,72,80.3,18.7,3.8,7.5,1,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"729",122,729,"Trailing hose",2,2,2,72,80.3,18.7,3.8,7.5,1,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"730",122,730,"Trailing shoe",2,2,2,72,80.3,18.7,3.8,7.5,1,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"731",122,731,"Open slot",2,2,2,72,80.3,18.7,3.8,7.5,1,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"732",122,732,"Closed slot",2,2,2,72,80.3,18.7,3.8,7.5,1,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"733",123,733,"Incorporation",2,2,2,72,80.3,18.7,8.2,7.5,0,0,0,1,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"734",123,734,"Broadcast",2,2,2,72,80.3,18.7,8.2,7.5,0,1000,0,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"735",123,735,"Trailing hose",2,2,2,72,80.3,18.7,8.2,7.5,0,1000,1,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"736",123,736,"Trailing shoe",2,2,2,72,80.3,18.7,8.2,7.5,0,1000,3,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"737",123,737,"Open slot",2,2,2,72,80.3,18.7,8.2,7.5,0,1000,2,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
"738",123,738,"Closed slot",2,2,2,72,80.3,18.7,8.2,7.5,0,1000,4,0,18.2,18.5,16.2,14.2,14,16,5,4.6,3.8,3.7,3.7,4.1,0.3,0.2,0.3,0.4,0.3,0.1
