"","e.cum","e.rel","pmid","meas.tech","country","inst","ct","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","air_temp_1","air_temp_2","air_temp_3","air_temp_4","air_temp_5","air_temp_6","wind.2m_1","wind.2m_2","wind.2m_3","wind.2m_4","wind.2m_5","wind.2m_6","rain.rate_1","rain.rate_2","rain.rate_3","rain.rate_4","rain.rate_5","rain.rate_6","app.mthd_bc","app.mthd_bsth","app.mthd_ts","app.mthd_os","incorp_none","incorp_shallow"
"421",13.737,0.307198604557551,2811,"IHF","NL",214,48.1,44.717,20.234,9.6,7.1,1,1000,17.7418460211721,21.5446807972405,22.767766985137,20.3354465521452,17.4827232760726,14.4440986771737,3.95080173233773,4.12340253691835,3.63823251665018,3.10410348449076,2.56990174224538,1.87344437271113,0,0,0,0,0,0,0,0,1,0,1,0
"422",6.0184,0.124568448068883,2812,"IHF","NL",214,48.25,48.314,32.867,6.1,7.2,1,1000,17.3862394563226,21.2837028200396,22.8439552895657,20.5686934043553,17.8176359078803,14.5441649171187,3.82920342417865,4.16387447245611,3.76393267271162,3.23994263669121,2.7069330800564,1.91628388582482,0,0,0,0,0,0,0,0,1,0,1,0
"423",5.1048,0.120920977828312,2813,"IHF","NL",214,47.533,42.216,19.016,9.4,7,1,1000,14.8239927733204,16.8011667146707,16.9282094440102,15.7119571915032,14.2720350251338,13.1008250536111,1.31159149340359,2.53072886302823,2.8662177917543,2.28747218420626,1.56639548564942,1.14825691036266,0,0,0,0,0,0,0,0,1,0,1,0
"424",2.3252,0.0493191363000042,2814,"IHF","NL",214,47.633,47.146,31.855,5.8,7.3,1,1000,15.7846016457651,16.7284314463707,16.9333379903482,15.77823046875,14.38760546875,13.1080775334246,1.2599072363406,2.49155160207298,2.87435416601886,2.32968832109375,1.63251019609375,1.15185778218894,0,0,0,0,0,0,0,0,1,0,1,0
"425",10.73,0.211470240441466,2815,"IHF","NL",214,84.967,50.74,23.545,9.1,7.1,1,1000,13.0697454005642,16.7426306310277,17.08610101292,15.8466268249639,13.963103641906,9.41911195556972,0.910870350631076,1.16025938488799,1.83602997465602,2.17391516123857,2.31079948660356,2.59073797154826,0,0,0,0,0,0,0,0,1,0,1,0
"426",6.1119,0.124755567349105,2816,"IHF","NL",214,83.9,48.991,22.37,9.3,6,1,1000,13.7532973504396,17.6210685402388,16.7172954203806,15.0635537848606,13.3743107569721,9.36931297647031,0.950717394017364,1.30623779757415,2.07149105431697,2.33967583266932,2.44004236653386,2.60770186674986,0,0,0,0,0,0,0,0,1,0,1,0
"427",10.164,0.215686274509804,2817,"IHF","NL",214,85.367,47.124,21.867,9.15,6.6,1,1000,12.8252876210308,16.3716081952929,17.0398343978023,15.9422444135221,14.0072358189408,9.45529359022374,0.907788805544771,1.12020039856548,1.79191559366154,2.13298701808955,2.26496704591962,2.5747851265756,0,0,0,0,0,0,0,0,1,0,1,0
"428",11.895,0.264480266814897,2818,"IHF","NL",214,72.033,44.975,21.315,9,7.1,1,1000,13.458700203868,17.6917643794126,18.6288855377966,17.993902839709,16.2384463740906,14.0034286676163,2.85643782232415,2.70400532576366,2.50521905875522,2.45738380661816,2.5648077290151,3.62752196477255,0,0,0,0,0,0,0,0,1,0,1,0
"429",6.8746,0.172924160482958,2819,"IHF","NL",214,71.333,39.755,19.878,8.57,6.1,1,1000,14.4546236819223,18.1177401877992,18.6461716367473,17.7791627906977,16.1047441860465,14.0096070793965,2.77249064761008,2.7823229817704,2.48340241662958,2.41910551162791,2.55346210077519,3.62695535880937,0,0,0,0,0,0,0,0,1,0,1,0
"430",8.9898,0.229056997987107,2820,"IHF","NL",214,72.467,39.247,19.822,8.43,6.6,1,1000,13.0909398303792,17.6055455091419,18.690157480315,18.0769985059369,16.2715412440041,14.0135028010475,2.86763980323229,2.66312597757907,2.49450866141732,2.46587624439726,2.55910577966502,3.60612678686029,0,0,0,0,0,0,0,0,1,0,1,0
