sample,model,pmid,e.cum,ct,prediction_ecum,running_time
12,11,186,11.083,165.85,19.986273,5.254761572678884
12,11,191,10.545,165.8,23.8865,5.254761572678884
12,11,206,28.074,170.5,12.777693,5.254761572678884
12,11,911,13.272,144.33,7.7317553,5.254761572678884
12,11,932,9.3322,139.83,9.597431,5.254761572678884
12,11,948,9.1412,145.25,7.823741,5.254761572678884
12,11,950,22.015,148.58,13.38702,5.254761572678884
12,11,955,3.1902,144.83,7.7663393,5.254761572678884
12,11,961,9.8115,144.25,12.330922,5.254761572678884
12,11,980,12.854,167.13,8.89927,5.254761572678884
12,11,1005,21.328,164.08,10.090173,5.254761572678884
12,11,1008,17.127,169.32,22.55866,5.254761572678884
12,11,1010,5.6813,167.78,4.8506165,5.254761572678884
12,11,1131,24.72,168.0,24.161081,5.254761572678884
12,11,1150,17.507,167.65,12.226011,5.254761572678884
12,11,1162,23.251,166.77,10.847847,5.254761572678884
12,11,1193,5.3342,142.75,7.202008,5.254761572678884
12,11,1198,5.3561,146.88,4.4874086,5.254761572678884
12,11,1202,20.546,145.95,22.34852,5.254761572678884
12,11,1222,12.412,142.2,10.680641,5.254761572678884
12,11,1238,10.215,138.37,11.572271,5.254761572678884
12,11,1244,4.2806,140.6,7.8063517,5.254761572678884
12,11,1246,4.8744,139.53,6.5043955,5.254761572678884
12,11,1249,6.664,138.48,6.0154967,5.254761572678884
12,11,1362,16.344,49.9,12.230423,5.254761572678884
12,11,1453,0.97046,24.15,1.6461115,5.254761572678884
12,11,1468,4.6288,51.767,4.818476,5.254761572678884
12,11,1483,15.484,44.45,12.837563,5.254761572678884
12,11,1490,5.8029,26.933,4.7284036,5.254761572678884
12,11,1494,7.638,81.717,6.765415,5.254761572678884
12,11,1504,9.302,176.0,7.3023324,5.254761572678884
12,11,1507,1.634,176.0,0.28757292,5.254761572678884
12,11,1527,4.25499,170.0,0.3949836,5.254761572678884
12,11,1530,11.344,172.38,18.536348,5.254761572678884
12,11,1704,30.072,167.98,28.616026,5.254761572678884
12,11,1707,34.223,167.96,41.940895,5.254761572678884
12,11,1714,9.0002,24.05,6.6856365,5.254761572678884
12,11,1743,10.57,168.24,12.633322,5.254761572678884
12,11,1748,11.806,167.99,10.188886,5.254761572678884
12,11,2234,42.3114327382,129.83,40.335747,5.254761572678884
12,11,2445,3.8798,144.13,6.2245255,5.254761572678884
12,11,2544,14.361,45.783,4.1435585,5.254761572678884
12,11,2800,3.1987,45.75,2.7017822,5.254761572678884
12,11,2801,10.123,48.367,2.8195467,5.254761572678884
12,11,2828,15.649,81.383,12.910332,5.254761572678884
12,11,2830,13.099,81.383,12.3654175,5.254761572678884
12,11,2836,10.973,31.883,10.255953,5.254761572678884
12,11,2837,7.8139,31.95,9.1798,5.254761572678884
12,11,2852,5.6244,45.633,6.6692104,5.254761572678884
12,11,2858,10.013,55.217,6.8075495,5.254761572678884
12,11,3134,23.535,45.0,48.44158,5.254761572678884
12,11,3135,1.8015,70.3,15.989883,5.254761572678884
12,11,3144,1.9494,96.5,4.5061088,5.254761572678884
12,11,3150,90.654,95.7,59.454468,5.254761572678884
12,11,3168,71.835,95.5,45.092,5.254761572678884
12,11,3185,4.0546,93.7,13.632375,5.254761572678884
12,11,3203,24.92,70.3,16.099693,5.254761572678884
12,11,3214,4.8371,95.4,12.739136,5.254761572678884
12,11,3236,30.503,94.9,22.881596,5.254761572678884
12,11,3239,0.78037,95.6,2.1433601,5.254761572678884
12,11,3257,5.8855,96.1,7.0499835,5.254761572678884
12,11,3265,27.186,94.9,27.896944,5.254761572678884
12,11,3272,30.732,81.4,35.67417,5.254761572678884
12,11,3299,24.331,95.75,25.994797,5.254761572678884
12,11,3304,15.637,95.25,11.656541,5.254761572678884
12,11,3307,6.8089,100.05,4.4218187,5.254761572678884
12,11,3318,20.108,71.267,20.003708,5.254761572678884
12,11,3337,4.9595,96.35,0.7956906,5.254761572678884
12,11,3338,11.142,96.017,10.620877,5.254761572678884
12,11,3342,8.7473,95.75,1.1689416,5.254761572678884
12,11,3352,0.52621,48.233,2.8451724,5.254761572678884
12,11,3358,5.2016,95.683,4.431958,5.254761572678884
12,11,3360,16.928,95.367,20.620714,5.254761572678884
12,11,3361,7.5436,97.8,1.7156802,5.254761572678884
