sample,model,pmid,e.cum,ct,prediction_ecum,running_time
1,10,185,8.2469,165.0,7.222471,4.796741199493408
1,10,194,5.2773,164.5,21.692772,4.796741199493408
1,10,207,14.106,170.33,20.145298,4.796741199493408
1,10,921,14.35,144.75,13.554911,4.796741199493408
1,10,927,8.904,142.0,10.964527,4.796741199493408
1,10,929,2.1039,144.82,6.244379,4.796741199493408
1,10,948,9.1412,145.25,8.99541,4.796741199493408
1,10,955,3.1902,144.83,9.414433,4.796741199493408
1,10,988,9.6686,165.13,11.789379,4.796741199493408
1,10,999,13.16,169.75,5.9524975,4.796741199493408
1,10,1005,21.328,164.08,10.893428,4.796741199493408
1,10,1007,25.065,167.12,36.56529,4.796741199493408
1,10,1013,12.362,167.63,7.285486,4.796741199493408
1,10,1136,28.159,168.0,27.147564,4.796741199493408
1,10,1152,4.8586,146.0,9.259819,4.796741199493408
1,10,1155,3.2223,145.83,-2.5238345,4.796741199493408
1,10,1192,6.0171,142.75,8.135466,4.796741199493408
1,10,1208,23.914,165.78,23.49591,4.796741199493408
1,10,1209,30.932,165.78,23.49591,4.796741199493408
1,10,1211,17.783,165.02,20.933817,4.796741199493408
1,10,1239,11.817,138.37,11.241969,4.796741199493408
1,10,1243,6.8146,142.1,11.940538,4.796741199493408
1,10,1246,4.8744,139.53,5.778713,4.796741199493408
1,10,1248,5.6782,138.48,6.522954,4.796741199493408
1,10,1258,11.332,51.883,7.016966,4.796741199493408
1,10,1458,3.4425,49.517,2.5722902,4.796741199493408
1,10,1459,2.1407,50.017,0.9660156,4.796741199493408
1,10,1461,1.0509,47.3,2.6898725,4.796741199493408
1,10,1473,0.86263,30.017,1.0691888,4.796741199493408
1,10,1477,5.0489,53.783,6.03076,4.796741199493408
1,10,1506,0.143,176.0,1.7372062,4.796741199493408
1,10,1524,5.73409,176.0,-0.90142846,4.796741199493408
1,10,1532,20.742,171.88,11.478691,4.796741199493408
1,10,1691,30.504,167.97,24.440817,4.796741199493408
1,10,1705,35.546,168.0,31.936485,4.796741199493408
1,10,1706,23.625,168.01,25.741154,4.796741199493408
1,10,1738,10.605,168.16,12.989679,4.796741199493408
1,10,1742,11.044,168.01,11.798977,4.796741199493408
1,10,2234,42.3114327382,129.83,40.153477,4.796741199493408
1,10,2456,11.333,117.7,17.658407,4.796741199493408
1,10,2461,9.9978,138.5,3.2018945,4.796741199493408
1,10,2535,17.503,95.45,28.93388,4.796741199493408
1,10,2539,17.659,96.483,13.370917,4.796741199493408
1,10,2568,26.48,96.6,13.644789,4.796741199493408
1,10,2577,24.085,67.683,40.283657,4.796741199493408
1,10,2578,24.557,68.267,14.931117,4.796741199493408
1,10,2794,9.4585,48.067,12.972135,4.796741199493408
1,10,2800,3.1987,45.75,1.5226362,4.796741199493408
1,10,2812,6.0184,48.25,10.303087,4.796741199493408
1,10,2814,2.3252,47.633,8.671347,4.796741199493408
1,10,2825,16.299,59.5,10.212004,4.796741199493408
1,10,2847,9.7365,96.05,9.716245,4.796741199493408
1,10,3124,1.1096,94.7,-21.939192,4.796741199493408
1,10,3135,1.8015,70.3,9.063193,4.796741199493408
1,10,3153,31.395,94.7,20.556068,4.796741199493408
1,10,3161,89.505,93.7,77.1846,4.796741199493408
1,10,3163,20.785,93.9,33.090717,4.796741199493408
1,10,3173,18.102,96.7,25.514786,4.796741199493408
1,10,3174,17.665,96.417,24.19415,4.796741199493408
1,10,3176,52.44,96.533,51.31304,4.796741199493408
1,10,3184,3.6465,93.5,7.6509037,4.796741199493408
1,10,3191,1.4898,95.7,1.144037,4.796741199493408
1,10,3193,12.154,95.8,16.38377,4.796741199493408
1,10,3195,16.271,92.7,20.09919,4.796741199493408
1,10,3202,6.8662,70.6,9.340056,4.796741199493408
1,10,3220,10.197,93.6,23.037422,4.796741199493408
1,10,3246,5.417,96.3,7.7251472,4.796741199493408
1,10,3251,9.6454,96.6,8.857302,4.796741199493408
1,10,3252,25.378,96.9,21.908026,4.796741199493408
1,10,3256,6.4701,96.0,8.010551,4.796741199493408
1,10,3259,28.451,95.0,30.254978,4.796741199493408
1,10,3272,30.732,81.4,36.206074,4.796741199493408
1,10,3279,2.8742,95.6,4.6603622,4.796741199493408
1,10,3319,25.328,96.583,17.914106,4.796741199493408
