sample,model,pmid,e.cum,ct,prediction_ecum,running_time
12,4,186,11.083,165.85,7.3412776,3.891585437456767
12,4,191,10.545,165.8,26.71169,3.891585437456767
12,4,206,28.074,170.5,11.142196,3.891585437456767
12,4,911,13.272,144.33,8.056367,3.891585437456767
12,4,932,9.3322,139.83,10.009273,3.891585437456767
12,4,948,9.1412,145.25,8.910407,3.891585437456767
12,4,950,22.015,148.58,13.854911,3.891585437456767
12,4,955,3.1902,144.83,8.830891,3.891585437456767
12,4,961,9.8115,144.25,12.736016,3.891585437456767
12,4,980,12.854,167.13,16.351557,3.891585437456767
12,4,1005,21.328,164.08,11.78192,3.891585437456767
12,4,1008,17.127,169.32,22.227573,3.891585437456767
12,4,1010,5.6813,167.78,5.79075,3.891585437456767
12,4,1131,24.72,168.0,25.791101,3.891585437456767
12,4,1150,17.507,167.65,9.484494,3.891585437456767
12,4,1162,23.251,166.77,15.068576,3.891585437456767
12,4,1193,5.3342,142.75,7.479794,3.891585437456767
12,4,1198,5.3561,146.88,6.803582,3.891585437456767
12,4,1202,20.546,145.95,19.13178,3.891585437456767
12,4,1222,12.412,142.2,17.378462,3.891585437456767
12,4,1238,10.215,138.37,11.067049,3.891585437456767
12,4,1244,4.2806,140.6,7.200555,3.891585437456767
12,4,1246,4.8744,139.53,6.845621,3.891585437456767
12,4,1249,6.664,138.48,7.046694,3.891585437456767
12,4,1362,16.344,49.9,6.759921,3.891585437456767
12,4,1453,0.97046,24.15,0.5256299,3.891585437456767
12,4,1468,4.6288,51.767,6.8451605,3.891585437456767
12,4,1483,15.484,44.45,11.478329,3.891585437456767
12,4,1490,5.8029,26.933,2.7346697,3.891585437456767
12,4,1494,7.638,81.717,7.1201353,3.891585437456767
12,4,1504,9.302,176.0,7.5742803,3.891585437456767
12,4,1507,1.634,176.0,0.2232162,3.891585437456767
12,4,1527,4.25499,170.0,3.0901115,3.891585437456767
12,4,1530,11.344,172.38,20.323801,3.891585437456767
12,4,1704,30.072,167.98,29.998808,3.891585437456767
12,4,1707,34.223,167.96,42.372257,3.891585437456767
12,4,1714,9.0002,24.05,14.985301,3.891585437456767
12,4,1743,10.57,168.24,13.555636,3.891585437456767
12,4,1748,11.806,167.99,9.870619,3.891585437456767
12,4,2234,42.3114327382,129.83,40.783974,3.891585437456767
12,4,2445,3.8798,144.13,8.300647,3.891585437456767
12,4,2544,14.361,45.783,5.381878,3.891585437456767
12,4,2800,3.1987,45.75,4.079261,3.891585437456767
12,4,2801,10.123,48.367,4.908618,3.891585437456767
12,4,2828,15.649,81.383,14.989913,3.891585437456767
12,4,2830,13.099,81.383,14.360632,3.891585437456767
12,4,2836,10.973,31.883,9.045701,3.891585437456767
12,4,2837,7.8139,31.95,9.934722,3.891585437456767
12,4,2852,5.6244,45.633,6.998843,3.891585437456767
12,4,2858,10.013,55.217,8.758777,3.891585437456767
12,4,3134,23.535,45.0,44.356686,3.891585437456767
12,4,3135,1.8015,70.3,26.311789,3.891585437456767
12,4,3144,1.9494,96.5,3.6996174,3.891585437456767
12,4,3150,90.654,95.7,8.153197,3.891585437456767
12,4,3168,71.835,95.5,32.396618,3.891585437456767
12,4,3185,4.0546,93.7,14.6267185,3.891585437456767
12,4,3203,24.92,70.3,17.846636,3.891585437456767
12,4,3214,4.8371,95.4,6.796983,3.891585437456767
12,4,3236,30.503,94.9,20.920805,3.891585437456767
12,4,3239,0.78037,95.6,2.3414717,3.891585437456767
12,4,3257,5.8855,96.1,7.3739195,3.891585437456767
12,4,3265,27.186,94.9,28.21526,3.891585437456767
12,4,3272,30.732,81.4,38.204388,3.891585437456767
12,4,3299,24.331,95.75,30.135149,3.891585437456767
12,4,3304,15.637,95.25,6.5646505,3.891585437456767
12,4,3307,6.8089,100.05,3.6259375,3.891585437456767
12,4,3318,20.108,71.267,19.115152,3.891585437456767
12,4,3337,4.9595,96.35,1.3619794,3.891585437456767
12,4,3338,11.142,96.017,8.461732,3.891585437456767
12,4,3342,8.7473,95.75,2.5469503,3.891585437456767
12,4,3352,0.52621,48.233,2.5049925,3.891585437456767
12,4,3358,5.2016,95.683,2.1653242,3.891585437456767
12,4,3360,16.928,95.367,7.591871,3.891585437456767
12,4,3361,7.5436,97.8,1.8475713,3.891585437456767
